Iteration	Posterior	Likelihood	Prior	alpha_morpho	alpha_ofbeta	beta_ofbeta	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	cats[1]	cats[2]	cats[3]	cats[4]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
4500	-407.76	-411.808	4.04791	1.881449	1.191611	1.784972	15.94314	0.0466803	0.0518105	0.0648911	0.152135	0.0381787	0.0233512	0.0515695	0.00119409	0.0222167	0.222786	0.047797	0.00899768	0.00574788	0.0139667	0.0452515	0.0617711	0.198641	0.25769	0.103223	0.019895	0.0519062	0.272617	0.0430471	0.0591639	0.0442383	0.0080723	0.0956003	0.00924288	0.0879099	0.0049206	0.0451626	0.383164	0.160765	0.185066	0.358448	0.508092	0.709933	0.153809	0.204036	0.599405	0.04275	0.2787	0.641785	1.06672	2.0128	2.703604
4510	-400.104	-411.337	11.2329	0.7751193	0.7762744	0.5805007	14.42628	0.0444808	0.0199509	0.0363147	0.0920448	0.0955504	0.0320824	0.0264108	0.000334763	0.0183682	0.09593	0.0256851	0.0107819	0.0136888	0.00650227	0.0406668	0.0850944	0.0889703	0.450256	0.262229	0.0219143	0.0228896	0.280852	0.0350262	0.0775077	0.0586635	0.00156422	0.048039	0.00485114	0.0263269	0.0032404	0.0519446	0.240655	0.152313	0.21353	0.441079	0.627668	0.834367	0.315023	0.307654	0.317306	0.0600165	0.0902544	0.396921	0.949815	2.56301	2.47113
4520	-411.822	-416.083	4.26154	0.8602662	1.937465	2.111259	9.834735	0.0796745	0.0443895	0.0542184	0.0848243	0.0761676	0.0122908	0.0274294	0.000335447	0.0555375	0.0383648	0.0175491	0.0740019	0.00505131	0.0262313	0.0875443	0.0529615	0.0542028	0.300518	0.365855	0.0295232	0.218867	0.206468	0.0964217	0.0240919	0.0576536	0.0022752	0.0205217	0.00442712	0.061851	0.0057133	0.0820978	0.168612	0.423426	0.243913	0.416166	0.552291	0.730166	0.405432	0.252006	0.243064	0.099498	0.108303	0.430312	0.97235	2.48903	2.859097
4530	-406.932	-414.54	7.608	1.121044	1.651344	1.718816	11.48807	0.062288	0.0646752	0.098942	0.0310116	0.074169	0.0148582	0.0217936	0.00170165	0.0153085	0.0849934	0.0775036	0.050616	0.00170834	0.0636075	0.0495733	0.0252733	0.0901965	0.223667	0.543482	0.0242319	0.149066	0.278264	0.061739	0.0368424	0.0969247	0.00427781	0.0114159	0.00753043	0.0598795	0.0223419	0.0303266	0.108232	0.123828	0.238251	0.420485	0.565562	0.750573	0.0953403	0.514808	0.317812	0.0720391	0.160453	0.510338	1.01748	2.31173	2.610268
4540	-403.228	-411.246	8.01795	0.4405872	1.768455	1.596976	10.01372	0.0494596	0.109825	0.045653	0.0164316	0.190489	0.00920719	0.0115815	0.00106539	0.0084448	0.140228	0.123473	0.0302056	0.00353478	0.0316925	0.0688215	0.0185926	0.1145	0.235486	0.242738	0.0433629	0.203222	0.255584	0.0454721	0.0604238	0.0587944	0.00466645	0.0018833	0.026381	0.152796	0.0192745	0.00327935	0.150838	0.121468	0.258085	0.445216	0.590278	0.77034	0.100658	0.476135	0.361237	0.0619706	0.0229785	0.211373	0.771715	2.99393	2.598874
4550	-402.979	-411.944	8.96529	1.374342	1.348076	1.586222	14.32864	0.0324281	0.123763	0.0443416	0.0729458	0.12734	0.0171348	0.0117517	0.00143691	0.0159924	0.154137	0.127911	0.0251502	0.00371141	0.0170932	0.0586262	0.0335403	0.162933	0.355849	0.205645	0.0153662	0.195463	0.267034	0.0516439	0.0769287	0.0434716	0.00515306	0.00342953	0.0120281	0.0587464	0.00623566	0.00349037	0.11264	0.0366719	0.213492	0.397176	0.548744	0.744061	0.063856	0.607934	0.287644	0.0405654	0.205242	0.566211	1.0421	2.18644	2.480033
4560	-412.16	-416.897	4.73639	1.236787	1.276508	1.240004	9.68131	0.193221	0.084307	0.07873	0.0337169	0.182375	0.0237609	0.00920531	0.001555	0.0650803	0.110433	0.0460932	0.0615786	0.0133948	0.0180698	0.0603335	0.0278611	0.117471	0.409843	0.252802	0.0144753	0.219436	0.323534	0.108625	0.0537532	0.0364377	0.0326967	0.00611451	0.00215203	0.0336176	0.0313515	0.00416734	0.23073	0.0373836	0.227746	0.424978	0.584171	0.77927	0.0354684	0.53149	0.406445	0.0265971	0.181656	0.537948	1.03033	2.25006	2.924307
4570	-391.344	-401.013	9.66895	2.190423	0.4011868	0.5982827	14.24265	0.0700799	0.0786703	0.087904	0.0966234	0.0887297	0.00979158	0.0117298	0.00133712	0.0538364	0.142538	0.0359226	0.0324402	0.00898817	0.0107214	0.0249023	0.0688027	0.109273	0.284754	0.185055	0.00652347	0.116466	0.360517	0.0845239	0.0792309	0.0464853	0.0769575	0.0102393	0.000875226	0.0682136	0.0287048	0.00284854	0.176086	0.0516402	0.149739	0.361382	0.55974	0.797718	0.066858	0.385189	0.477568	0.0703847	0.314993	0.673847	1.0741	1.93706	2.511411
4580	-390.999	-397.437	6.43849	1.230859	0.7696634	0.9626668	11.18441	0.0684708	0.0287946	0.121125	0.0549792	0.102095	0.00879825	0.0102294	0.00129373	0.0344494	0.0584431	0.0177159	0.0234895	0.00962329	0.00560793	0.0151749	0.0658853	0.0776793	0.606181	0.206482	0.00444454	0.27854	0.321862	0.107152	0.0289834	0.0695032	0.0858903	0.0160904	0.00540867	0.100032	0.0360807	0.00323429	0.242672	0.0323028	0.180534	0.381904	0.558088	0.776051	0.0307352	0.265445	0.633983	0.0698365	0.180601	0.536627	1.02975	2.25302	2.848714
4590	-391.105	-399.103	7.99751	1.649595	0.7141831	1.444233	12.04859	0.0518675	0.0846299	0.0921817	0.0501723	0.137666	0.0147	0.0137742	0.00328681	0.0110497	0.0543608	0.00813599	0.0605677	0.0348951	0.00331066	0.0501861	0.0944761	0.0877211	0.362597	0.203132	0.00335209	0.174658	0.374964	0.196355	0.0382465	0.0453806	0.0600744	0.0156641	0.00689315	0.0617036	0.0309782	0.00232267	0.149063	0.056018	0.144835	0.318303	0.481004	0.704739	0.05828	0.159527	0.613886	0.168306	0.247534	0.6117	1.05812	2.08265	2.634383
4600	-408.414	-404.721	-3.69353	1.081236	2.092337	3.705236	6.646536	0.035424	0.0780495	0.113056	0.0908694	0.0569038	0.0269003	0.0203952	0.00735256	0.00751782	0.0612682	0.0133345	0.120582	0.0432903	0.00249322	0.0750753	0.0806399	0.142295	0.21145	0.164089	0.00208304	0.369534	0.423982	0.306321	0.0173246	0.0483641	0.0390213	0.0470336	0.00362343	0.14186	0.0854015	0.00126048	0.364363	0.0804233	0.192492	0.330795	0.446792	0.616229	0.0838569	0.19182	0.6167	0.107623	0.152872	0.499878	1.01226	2.33499	3.281581
4610	-401.638	-401.822	0.184235	1.48044	1.131176	1.921658	6.393579	0.0347888	0.017227	0.0675143	0.0514044	0.0843448	0.0113134	0.0340395	0.00478593	0.00286422	0.139048	0.0231315	0.0809415	0.027066	0.00265981	0.0943237	0.115222	0.125403	0.652958	0.184532	0.00505149	0.17241	0.357812	0.154344	0.0452089	0.0212205	0.040417	0.0177682	0.00327698	0.0242318	0.0709777	0.00801585	0.228874	0.0762267	0.171848	0.338906	0.486285	0.690076	0.074215	0.0866531	0.785664	0.0534677	0.222285	0.585268	1.04925	2.1432	2.979403
4620	-415.472	-410.497	-4.97483	0.6031744	1.349005	2.191375	7.400885	0.024839	0.00952094	0.114082	0.145263	0.133299	0.00905934	0.0137431	0.0157148	0.00240381	0.189639	0.046951	0.0518208	0.0464246	0.00312277	0.0904887	0.138239	0.294923	0.435227	0.580938	0.00655985	0.0539542	0.487019	0.0527374	0.058479	0.0167895	0.0517484	0.0494299	0.000939093	0.013658	0.308873	0.0116905	0.35066	0.140541	0.182814	0.345605	0.486107	0.68139	0.0558668	0.0324069	0.893205	0.018521	0.0537634	0.314032	0.88293	2.74927	3.948777
4630	-411.494	-414.438	2.944	0.5533009	1.155509	2.698446	11.37936	0.0512327	0.0222822	0.0595439	0.06849	0.146362	0.0114715	0.00754781	0.0186398	0.00445364	0.133857	0.0823712	0.071026	0.0368419	0.00182631	0.0848881	0.104102	0.26145	0.251055	0.332509	0.00206072	0.0691008	0.28539	0.0376704	0.0356034	0.0393899	0.040017	0.10887	0.000660341	0.0187375	0.0982938	0.0258194	0.430908	0.0843128	0.144926	0.288866	0.421037	0.618028	0.0271486	0.0992416	0.864926	0.00868366	0.0436428	0.285295	0.855487	2.81558	3.026785
4640	-399.845	-413.647	13.8027	1.037901	1.073983	1.582982	12.90827	0.0346857	0.0345075	0.127742	0.0815774	0.0979261	0.0215488	0.00955094	0.00520224	0.00396567	0.172639	0.0884966	0.125572	0.0318873	0.00226557	0.0561201	0.0272121	0.157986	0.119795	0.0965917	0.0143539	0.0753757	0.304349	0.0395893	0.0161696	0.105906	0.0322782	0.0221299	0.000445387	0.0254968	0.0876891	0.0546585	0.0832425	0.0238943	0.182057	0.360724	0.516013	0.722609	0.055023	0.0700968	0.865619	0.00926101	0.144454	0.487855	1.00601	2.36169	2.180849
4650	-400.194	-413.232	13.0378	1.61847	1.068703	1.197632	9.831886	0.00663412	0.0285407	0.103878	0.202737	0.131857	0.0255378	0.00188175	0.00459119	0.00961333	0.0540949	0.0802996	0.0641951	0.022168	0.00511736	0.0470501	0.0688476	0.143363	0.168488	0.101247	0.0064275	0.0681912	0.170027	0.00215439	0.0526168	0.121501	0.0143185	0.0290569	0.000260677	0.0643877	0.0417607	0.0430683	0.170235	0.0163953	0.204762	0.400742	0.564809	0.769247	0.0340317	0.116965	0.830754	0.0182485	0.243057	0.607157	1.05668	2.0931	2.070545
4660	-399.318	-407.091	7.77374	0.9588677	0.6924906	1.151782	13.19751	0.0124279	0.0790186	0.0587649	0.0715973	0.110427	0.0397161	0.00193895	0.00633256	0.00649911	0.146064	0.174716	0.0457287	0.0115288	0.00409818	0.0487346	0.0639149	0.179091	0.141856	0.269033	0.00557139	0.0634774	0.44017	0.00579584	0.0721241	0.20616	0.0268195	0.0114766	6.64809e-05	0.107709	0.0678567	0.0492269	0.155347	0.0251855	0.157459	0.345051	0.516905	0.741636	0.0295674	0.162388	0.769118	0.0389266	0.128676	0.464029	0.992836	2.41446	2.708474
4670	-390.8	-400.768	9.96844	0.9991773	0.6568466	0.9947438	13.87739	0.0340891	0.0660799	0.0978439	0.0474319	0.110506	0.0251422	0.000790207	0.00484619	0.00802321	0.147166	0.22802	0.0137146	0.0225499	0.00564795	0.0303219	0.0698047	0.179091	0.296903	0.0878818	0.00850808	0.0505915	0.507611	0.0049472	0.0363775	0.122854	0.0206807	0.0196093	3.07466e-05	0.0440893	0.0276151	0.0465048	0.144239	0.0287523	0.162052	0.357405	0.534893	0.760582	0.00609239	0.163237	0.812871	0.0177993	0.13679	0.476504	0.999864	2.38684	2.538265
4680	-393.798	-400.36	6.56204	1.900779	0.2493632	0.7744687	10.05223	0.00591558	0.0698432	0.0929207	0.0498574	0.126402	0.00853674	0.000974113	0.00547707	0.0124441	0.0730099	0.0740711	0.0308739	0.0205549	0.0196373	0.0187472	0.148235	0.171915	0.553231	0.140051	0.0182264	0.19881	0.499799	0.00663115	0.0616877	0.071523	0.021714	0.00551422	8.07478e-05	0.11017	0.0345277	0.0961568	0.0503132	0.0354187	0.112849	0.299422	0.492567	0.747851	0.010113	0.122591	0.838174	0.0291219	0.281136	0.64403	1.0673	2.00754	2.833271
4690	-399.064	-405.745	6.6812	0.8114121	0.1529834	0.7346114	8.43679	0.0151752	0.151501	0.0510539	0.137845	0.140683	0.0108611	0.00037362	0.0190317	0.0284644	0.107882	0.118001	0.0136048	0.0283086	0.0345978	0.0240707	0.0958322	0.107967	0.619147	0.0826334	0.0259833	0.145643	0.340291	0.00533664	0.0731736	0.0483149	0.0302348	0.0108556	0.000131369	0.10072	0.115172	0.0504084	0.108113	0.0185474	0.0993854	0.280378	0.476543	0.740848	0.0034284	0.386997	0.583419	0.0261556	0.0979847	0.411688	0.960068	2.53026	2.859958
4700	-394.297	-405.134	10.8362	1.088059	0.4757882	0.4708597	10.84426	0.00833896	0.035582	0.0538896	0.149172	0.126307	0.0149553	0.000283924	0.0286246	0.0759977	0.15079	0.0339673	0.031825	0.014481	0.00849206	0.0196251	0.163381	0.114809	0.333071	0.131545	0.0135128	0.115067	0.33175	0.00448542	0.0701707	0.0375756	0.0496568	0.0110555	0.000218338	0.166076	0.018318	0.0496593	0.0609846	0.106776	0.173569	0.400482	0.601532	0.827762	0.00524312	0.541562	0.362808	0.0903868	0.154182	0.501709	1.01319	2.33092	2.530442
4710	-409.311	-419.107	9.79661	1.232244	0.8326088	0.1370618	14.56742	0.0107875	0.053612	0.0540426	0.0470722	0.0352375	0.0143224	0.000702215	0.042155	0.028562	0.17913	0.0349696	0.015328	0.00816032	0.00518253	0.0206451	0.272595	0.100851	0.263641	0.104357	0.041921	0.205113	0.219804	0.0117329	0.0933796	0.329139	0.0334958	0.0111679	0.000299554	0.16077	0.0152637	0.0644004	0.047175	0.0360797	0.279341	0.545216	0.735964	0.907912	0.0071928	0.76183	0.183345	0.0476322	0.180847	0.536936	1.02989	2.25233	2.561095
4720	-396.597	-406.13	9.53232	1.270924	0.3764151	0.1011338	11.82123	0.0141334	0.0571091	0.078855	0.0286001	0.0207531	0.0169758	0.000657874	0.0366799	0.028346	0.153336	0.0438832	0.016847	0.0118326	0.00311432	0.0271696	0.0979432	0.0551657	0.275083	0.183347	0.0452888	0.14562	0.337403	0.00912131	0.083952	0.218168	0.116259	0.0396734	0.00080187	0.249805	0.00982557	0.102137	0.156831	0.0153864	0.196401	0.459569	0.678487	0.887763	0.0058277	0.780431	0.148834	0.0649068	0.187671	0.545383	1.03357	2.23338	2.680104
4730	-399.311	-405.052	5.74099	1.019754	0.193227	0.04341553	9.50777	0.0337681	0.028051	0.0338261	0.0319735	0.0310233	0.033117	0.000568344	0.0115505	0.0426019	0.158405	0.0239811	0.00876991	0.0100309	0.00672431	0.0680898	0.121861	0.11392	0.402637	0.125215	0.0336445	0.19977	0.625595	0.0168188	0.0517623	0.246408	0.0891999	0.158142	0.00337773	0.165923	0.00724771	0.0376573	0.139088	0.0147616	0.16433	0.425712	0.659287	0.884632	0.0171457	0.768105	0.178016	0.0367338	0.140878	0.48261	1.0032	2.37331	3.07551
4740	-411.697	-405.344	-6.35321	0.7903941	0.3135296	0.06932276	9.953323	0.0315891	0.0203556	0.125605	0.161505	0.0119956	0.023298	0.000474533	0.0191333	0.0143594	0.236673	0.0533585	0.00407805	0.0106937	0.0150849	0.0750018	0.0550334	0.0965266	1.00642	0.502521	0.0243503	0.308988	0.474632	0.0181793	0.0991228	0.070499	0.127486	0.2116	0.0046643	0.186001	0.053722	0.0670999	0.157155	0.0369617	0.187418	0.452114	0.676222	0.889216	0.0100695	0.74469	0.183832	0.0614088	0.0935131	0.403238	0.954257	2.54899	4.304168
4750	-404.7	-407.578	2.87768	0.9491757	0.3709588	0.1964839	8.805355	0.00887192	0.0619079	0.185994	0.109351	0.0119435	0.0283785	0.00208241	0.00613193	0.00583128	0.215452	0.016831	0.00655995	0.0103979	0.0181089	0.0269869	0.0886453	0.154504	0.321754	0.374629	0.00847218	0.201197	0.387031	0.0417843	0.155893	0.123632	0.0612299	0.193581	0.0028015	0.259283	0.111385	0.0301944	0.0948283	0.0191183	0.18291	0.433854	0.650033	0.869117	0.00324737	0.923035	0.0583232	0.015394	0.126705	0.460924	0.99104	2.42133	3.344792
4760	-403.796	-409.094	5.29758	0.687775	0.4836439	0.4190993	13.72628	0.00947067	0.0545011	0.099211	0.105248	0.00703636	0.0274128	0.0027944	0.0330444	0.027864	0.212934	0.0679696	0.0154721	0.0196013	0.00747615	0.0302473	0.0518983	0.199145	0.24499	0.198795	0.0104494	0.250205	0.413284	0.029149	0.0698118	0.0688364	0.0322569	0.0622714	0.00643432	0.174531	0.101061	0.103164	0.196768	0.0262821	0.179967	0.412099	0.614747	0.837659	0.00839063	0.754218	0.159377	0.0780149	0.0715791	0.357705	0.920253	2.65046	2.959616
4770	-401.946	-406.746	4.79974	1.45673	0.5994226	1.1187	15.243	0.00427838	0.0200376	0.0289837	0.107085	0.0358381	0.0235281	0.006936	0.0244546	0.0330684	0.164365	0.016705	0.00284019	0.0539364	0.00351629	0.103375	0.054679	0.147046	0.369564	0.303034	0.0260192	0.166506	0.379281	0.0315266	0.0239387	0.113071	0.0222376	0.0273163	0.00933588	0.162271	0.0367533	0.143	0.113474	0.0428468	0.146345	0.331813	0.506083	0.736436	0.00342391	0.584035	0.311759	0.100781	0.21856	0.581192	1.04778	2.15247	2.800849
4780	-409.946	-415.283	5.33725	0.5238927	0.917626	1.281508	9.47137	0.0355728	0.0669427	0.0414605	0.073786	0.0343753	0.0344536	0.0131216	0.0188845	0.0748489	0.185117	0.0475554	0.0066449	0.104236	0.00793295	0.0423152	0.117412	0.20777	0.334815	0.215118	0.076808	0.222497	0.297497	0.024135	0.0566169	0.0522689	0.00901215	0.0364565	0.00822368	0.322534	0.0161654	0.0866822	0.0553416	0.035911	0.179881	0.368169	0.532859	0.745778	0.00371857	0.300888	0.560142	0.135251	0.0378971	0.267228	0.836904	2.85797	2.962511
4790	-413.176	-412.071	-1.10461	1.295131	0.3816277	0.9881798	10.76043	0.0184538	0.104771	0.0314835	0.116207	0.0744836	0.0572643	0.0116937	0.0360598	0.0441021	0.137254	0.0829062	0.00289046	0.0454472	0.00535413	0.018358	0.12038	0.13146	0.666391	0.639071	0.0460031	0.0779798	0.37253	0.0146536	0.0544892	0.156807	0.0112737	0.0442153	0.00438743	0.282355	0.0173571	0.0525111	0.020582	0.0798681	0.121807	0.303126	0.484974	0.730101	0.00246212	0.341953	0.443909	0.211675	0.191871	0.550479	1.03572	2.22193	3.579043
4800	-412.988	-416.118	3.12962	3.65785	0.3076682	0.9729878	12.53086	0.00423154	0.110563	0.116221	0.195977	0.143934	0.0394916	0.0279478	0.0651052	0.0347819	0.101396	0.0237878	0.00214031	0.0940155	0.00881245	0.0327087	0.0872433	0.0965837	0.362511	0.229748	0.0469286	0.0529737	0.409832	0.0313017	0.0336983	0.253247	0.0142811	0.0525161	0.00240029	0.0946924	0.0112209	0.0464952	0.0169342	0.0831865	0.111512	0.288596	0.47172	0.72257	0.0034279	0.248288	0.523113	0.225171	0.434518	0.762479	1.08428	1.71873	2.926909
4810	-411.651	-414.859	3.20844	2.980374	0.6564152	1.284768	9.544749	0.0112282	0.144	0.160965	0.158789	0.120441	0.0494497	0.0463907	0.0475046	0.0114152	0.177508	0.0494279	0.0035621	0.045255	0.013183	0.0953617	0.0724303	0.0448708	0.293315	0.16937	0.0243322	0.114025	0.431585	0.0563077	0.0175676	0.0901274	0.0191168	0.262069	0.00180292	0.0793414	0.0477755	0.0190642	0.0131154	0.0668791	0.145226	0.324159	0.492285	0.719465	0.00468309	0.244701	0.524743	0.225873	0.387738	0.730435	1.08242	1.79941	2.957577
4820	-400.67	-412.988	12.3179	2.958834	1.306937	1.973087	13.60649	0.0134639	0.0215058	0.0482121	0.0523647	0.0889038	0.0206214	0.0238823	0.027444	0.00366569	0.0572672	0.064132	0.00250499	0.0351987	0.0510404	0.0926034	0.0886692	0.0410212	0.184	0.121852	0.0174098	0.144728	0.150711	0.0757437	0.0173388	0.152353	0.00470288	0.113213	0.0049781	0.23992	0.0609117	0.0145359	0.0171329	0.0565611	0.188385	0.357414	0.502253	0.69962	0.00224658	0.607476	0.234427	0.155851	0.386052	0.729223	1.08231	1.80242	2.108594
4830	-401.875	-408.289	6.41457	0.8837574	0.6053321	1.871369	13.96786	0.0111862	0.00999373	0.0569872	0.105095	0.173913	0.0150989	0.0371301	0.0295673	0.00451317	0.211123	0.0617041	0.00397277	0.00522888	0.0318728	0.0396895	0.0487763	0.0977828	0.367968	0.110235	0.00641294	0.239887	0.448744	0.0383408	0.041978	0.185602	0.0139843	0.0293588	0.0022352	0.186152	0.0237909	0.0258547	0.0231717	0.0521544	0.114228	0.264592	0.415259	0.64031	0.00183127	0.677591	0.168904	0.151674	0.113218	0.438791	0.977711	2.47028	2.739504
4840	-395.045	-404.328	9.28287	0.8811091	0.9427335	2.589341	10.91633	0.0128183	0.0414309	0.0959734	0.0276605	0.0949049	0.00728494	0.0337965	0.0425129	0.00328125	0.117047	0.058068	0.00809585	0.00909975	0.0109746	0.00909613	0.140021	0.067817	0.516103	0.0639017	0.00647032	0.118562	0.243534	0.0382262	0.0781947	0.246895	0.0147262	0.0252173	0.0045772	0.135037	0.00596124	0.0722128	0.0392931	0.0680591	0.127624	0.26824	0.402436	0.606405	0.00148988	0.572494	0.120179	0.305837	0.112665	0.43785	0.977123	2.47236	2.456853
4850	-400.173	-410.887	10.7139	0.716277	1.963915	3.170298	12.96224	0.0131802	0.0461444	0.0538538	0.00511496	0.0742043	0.0217643	0.007048	0.0366139	0.00455008	0.109451	0.0641487	0.0131413	0.00755545	0.00688518	0.0163122	0.0660457	0.175972	0.2196	0.184952	0.00680261	0.0990209	0.334826	0.0739286	0.0365646	0.228683	0.0661886	0.02299	0.0024009	0.0520802	0.0218202	0.0354241	0.0926485	0.0536331	0.200084	0.347179	0.469778	0.644764	0.000680704	0.451729	0.0943414	0.453249	0.0776679	0.37111	0.930754	2.62047	2.253549
4860	-395.993	-400.223	4.23046	0.8970313	1.667606	2.701454	10.04502	0.0186193	0.107348	0.0311859	0.00572101	0.125206	0.0162335	0.00245019	0.0501873	0.00814686	0.17061	0.0708467	0.0324185	0.00882452	0.0048647	0.00983555	0.0786945	0.198612	0.411665	0.175308	0.0653882	0.252928	0.306741	0.0626452	0.00929526	0.259731	0.0313238	0.0434306	0.00463062	0.0836979	0.0738344	0.0342319	0.018942	0.0585066	0.19223	0.346178	0.476462	0.660483	0.000721539	0.515021	0.0843655	0.399892	0.115979	0.443453	0.980598	2.45997	2.832104
4870	-412.534	-413.7	1.16549	1.589309	1.691705	2.194832	7.933367	0.0415916	0.0935534	0.0252964	0.0164485	0.119725	0.0188987	0.00574176	0.0478724	0.0079775	0.038954	0.0725885	0.0478494	0.00657071	0.00974234	0.0181419	0.0664758	0.156078	0.354125	0.499169	0.123999	0.266214	0.23279	0.0148054	0.00765296	0.350027	0.0187183	0.0227185	0.0202758	0.0770223	0.116352	0.0203286	0.0339831	0.0657088	0.216453	0.384209	0.521727	0.706669	0.000974732	0.362442	0.224921	0.411662	0.238795	0.602777	1.05526	2.10317	3.017396
4880	-406.366	-417.029	10.663	1.082494	1.58645	3.397938	11.41649	0.030058	0.181648	0.0446404	0.0347898	0.0747603	0.0196582	0.00949229	0.0817756	0.00474512	0.100725	0.0708322	0.0832301	0.00265224	0.00773962	0.00735876	0.0358617	0.115271	0.278581	0.164279	0.0644574	0.0251233	0.23279	0.0144417	0.00317927	0.123958	0.0252191	0.0409115	0.0847707	0.0671805	0.074877	0.00670833	0.0668045	0.0256889	0.161944	0.299001	0.419828	0.600502	0.000308686	0.41064	0.0967261	0.492325	0.153114	0.500217	1.01243	2.33424	2.204209
4890	-409.729	-420.446	10.7165	2.105092	2.574074	3.253168	13.92583	0.0408685	0.25168	0.00567056	0.0295802	0.0553609	0.0293781	0.00562006	0.0811969	0.00621129	0.206232	0.0294767	0.0233973	0.00285195	0.00562851	0.015348	0.035656	0.176779	0.146682	0.0679151	0.0956273	0.0245056	0.236018	0.0187098	0.010692	0.0745163	0.0295399	0.028428	0.130473	0.0952217	0.0279733	0.0162958	0.0405347	0.0599485	0.244003	0.394181	0.512542	0.675752	0.000243776	0.64625	0.0650374	0.288469	0.305505	0.665743	1.07241	1.95634	2.104017
4900	-397.75	-409.556	11.806	2.591517	3.113627	4.719137	19.88787	0.0181069	0.0793298	0.070094	0.0181638	0.0478358	0.0132663	0.00995028	0.0325594	0.024208	0.102016	0.012345	0.0592268	0.00183737	0.00297876	0.0106363	0.0494168	0.0616741	0.256631	0.0981497	0.039762	0.051945	0.205095	0.0200986	0.0157554	0.0946997	0.0286862	0.0160771	0.15529	0.0673152	0.0712566	0.0267299	0.0389478	0.0244596	0.230817	0.361547	0.465464	0.615609	0.000185269	0.669362	0.0376164	0.292836	0.354965	0.706069	1.0796	1.85937	1.824544
4910	-402.691	-417.066	14.3745	1.253166	1.475597	3.047109	20.9926	0.0053634	0.0214115	0.0316057	0.011102	0.121023	0.036665	0.0234567	0.0986076	0.0201227	0.0624924	0.0180465	0.0688214	0.00323549	0.00829327	0.00729778	0.078284	0.0710203	0.168113	0.0845859	0.0490747	0.197873	0.234659	0.036801	0.0205899	0.0546052	0.0266845	0.0124086	0.0650303	0.0882411	0.0703494	0.0273433	0.0558392	0.0230161	0.163121	0.305685	0.431652	0.617684	0.00017866	0.586155	0.0820814	0.331585	0.184556	0.541553	1.03191	2.24198	1.902062
4920	-393.702	-415.763	22.061	0.3926233	1.743707	3.064324	20.49691	0.00260895	0.0130454	0.039852	0.00599554	0.0551533	0.0153303	0.0377191	0.037153	0.028042	0.0573033	0.0132029	0.0575193	0.00343043	0.00446263	0.00261514	0.0398238	0.0229431	0.202201	0.114222	0.0260856	0.127608	0.0783925	0.023319	0.0063969	0.198569	0.0981365	0.0127924	0.0106178	0.0622617	0.11506	0.00922827	0.0290435	0.0173478	0.18559	0.332178	0.45707	0.637203	0.000221155	0.543454	0.287746	0.168578	0.0156647	0.176224	0.723173	3.08494	1.567483
4930	-392.324	-410.891	18.5667	0.5906318	0.8074515	1.815371	14.05212	0.00751715	0.0342966	0.0955682	0.0306317	0.054451	0.0223597	0.0554474	0.0361931	0.0250062	0.112866	0.0060066	0.0329226	0.00740539	0.00301386	0.000753761	0.0579192	0.0247202	0.308497	0.111499	0.0182353	0.124315	0.200321	0.0242238	0.013408	0.186417	0.098717	0.00884659	0.00498775	0.0701458	0.052233	0.00946078	0.0322781	0.011011	0.139829	0.301046	0.452955	0.670108	0.000473127	0.360336	0.41262	0.22657	0.0511818	0.307025	0.876463	2.76533	1.881675
4940	-381.149	-406.598	25.4496	0.2635672	1.497279	1.511722	17.68778	0.0189735	0.0267992	0.0462378	0.0180335	0.0670133	0.0122372	0.0213106	0.018247	0.0511337	0.0483063	0.0143623	0.023953	0.00888386	0.00250467	0.000944169	0.04398	0.0854733	0.18646	0.0957564	0.0205034	0.0379709	0.181073	0.036015	0.00856811	0.0894126	0.0445973	0.00681404	0.00922161	0.101985	0.0537858	0.0649898	0.0331737	0.0118973	0.234772	0.423091	0.573684	0.762686	0.000352078	0.303554	0.332831	0.363263	0.00280527	0.0766481	0.529237	3.39131	1.490618
4950	-390.445	-404.23	13.7846	1.387417	1.488095	2.482225	19.55874	0.00977297	0.02288	0.0725377	0.00792793	0.0483779	0.019874	0.015743	0.0042452	0.024465	0.0737623	0.00558073	0.0102776	0.00888621	0.00766667	0.00262978	0.0451536	0.0483177	0.285299	0.112124	0.0172183	0.0441107	0.342363	0.105004	0.0115854	0.180246	0.0390456	0.0359804	0.00873147	0.257997	0.0114687	0.0384283	0.0545592	0.0160814	0.184323	0.341177	0.475835	0.665642	0.000437435	0.521164	0.189627	0.288772	0.207395	0.568677	1.04306	2.18086	1.988341
