Iteration	Posterior	Likelihood	Prior	alpha_morpho	alpha_ofbeta	beta_ofbeta	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	cats[1]	cats[2]	cats[3]	cats[4]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
15180	-410.245	-416.66	6.4155	1.390867	0.3837131	1.031327	11.08267	0.0824295	0.0181489	0.134541	0.0103245	0.045579	0.0120363	0.0100695	0.0046269	0.00940358	0.223807	0.32096	0.00692588	0.00566295	0.0822627	0.0274753	0.0414137	0.0859037	0.305628	0.0205672	0.00121893	0.166639	0.0427828	0.111629	0.00839684	0.0407701	0.0761111	0.0801792	0.0746845	0.00571378	0.68118	0.0636176	0.0104118	0.0546581	0.119895	0.298602	0.478618	0.723613	0.205289	0.181578	0.607931	0.00520242	0.207961	0.569322	1.04331	2.1794	2.865758
15190	-407.151	-411.979	4.82754	0.9318556	0.5210505	0.5222928	9.692398	0.0239585	0.0240402	0.0603052	0.0520174	0.0380991	0.0185269	0.0200002	0.00200578	0.00441866	0.356806	0.219089	0.00940097	0.0136814	0.0377934	0.0347618	0.0297672	0.0878064	0.506862	0.0216232	0.00336709	0.23654	0.0609961	0.111819	0.00730739	0.0369883	0.077554	0.0931587	0.0331565	0.00718195	0.731394	0.0649183	0.00721982	0.0661161	0.176722	0.401012	0.598499	0.82295	0.175271	0.165398	0.655189	0.00414178	0.123165	0.455265	0.987722	2.43385	3.098679
15200	-405.929	-417.555	11.6259	1.953723	0.3400077	1.219844	11.47895	0.0240558	0.0540246	0.197847	0.114463	0.0602474	0.0176532	0.00860679	0.000875549	0.00355366	0.139874	0.0896117	0.00890749	0.024206	0.0327975	0.0957439	0.0205199	0.0354129	0.427694	0.0962201	0.00115235	0.139939	0.0211688	0.034963	0.0196976	0.0883098	0.110117	0.0373836	0.0448068	0.0215713	0.211322	0.0552498	0.0137269	0.0936402	0.105016	0.269583	0.442003	0.689087	0.0895254	0.13316	0.774559	0.00275578	0.287687	0.650001	1.06879	1.99352	2.345362
15210	-395.515	-408.682	13.1666	1.357764	0.3405027	0.6761659	13.82817	0.0272585	0.0218771	0.0657186	0.103674	0.0601679	0.0117985	0.00533064	0.000771273	0.000720915	0.114812	0.0557741	0.0126662	0.0236444	0.0222271	0.0248022	0.0739001	0.0902982	0.400397	0.108592	0.000672047	0.0894346	0.0418322	0.0173181	0.0698851	0.0784078	0.23248	0.0434916	0.0265175	0.0185024	0.295793	0.0942191	0.0221699	0.0730857	0.133856	0.335103	0.53149	0.777012	0.0695151	0.274492	0.650312	0.00568068	0.20249	0.563032	1.04085	2.19363	2.32824
15220	-387.406	-403.657	16.2503	0.9635348	0.5438413	0.3394165	12.41422	0.0164324	0.00642671	0.0908454	0.0295854	0.0440194	0.00777252	0.00826413	0.00247852	0.00191045	0.0738542	0.122284	0.0265398	0.00717725	0.0158862	0.00662559	0.0603389	0.0901076	0.362464	0.0135075	0.00239739	0.12006	0.0861625	0.0177039	0.0718705	0.0376927	0.116123	0.148033	0.0248559	0.0607214	0.236645	0.0622548	0.0336933	0.118837	0.199361	0.441536	0.644151	0.856754	0.372493	0.262021	0.3579	0.00758488	0.129622	0.46551	0.993685	2.41118	2.12357
15230	-397.133	-402.608	5.47553	1.290001	1.079362	0.3599132	9.731912	0.0226804	0.0207315	0.0678863	0.0293041	0.0911515	0.0242751	0.0198945	0.00577355	0.000787964	0.130306	0.141841	0.0154347	0.00630819	0.00828326	0.00872933	0.084876	0.174617	0.465144	0.0115227	0.0173785	0.155332	0.0221971	0.0371886	0.131075	0.0159526	0.0680949	0.323518	0.0385842	0.0455095	0.524882	0.15939	0.0157896	0.0705716	0.286997	0.533634	0.711808	0.885933	0.351335	0.193604	0.445935	0.00912613	0.190985	0.549411	1.03528	2.22433	2.955012
15240	-391.499	-402.303	10.8037	0.9126421	1.53754	0.6957572	12.38452	0.0180449	0.0114744	0.0450688	0.0578611	0.0418173	0.00397005	0.0313009	0.00309093	0.00407235	0.112668	0.0803609	0.0256907	0.0146539	0.0133382	0.00802172	0.0589674	0.0824705	0.364711	0.017775	0.0283801	0.152341	0.0336589	0.0210316	0.120268	0.0184007	0.134196	0.330587	0.0883803	0.0409576	0.229182	0.184571	0.020663	0.0596724	0.309094	0.533337	0.693437	0.861829	0.639514	0.208704	0.139656	0.012126	0.119211	0.448822	0.98387	2.4481	2.457647
15250	-391.711	-398.355	6.6443	0.9352427	1.792305	0.7238099	13.14687	0.0241475	0.0604251	0.03185	0.033884	0.0864807	0.00301395	0.0157231	0.00333352	0.00583057	0.142579	0.0993526	0.0604643	0.0170652	0.00489439	0.0157854	0.0725503	0.102632	0.409806	0.0194747	0.0158815	0.361877	0.0396988	0.0263519	0.105292	0.0374321	0.0226685	0.116045	0.0723752	0.0537631	0.40743	0.179371	0.0312015	0.0679515	0.336503	0.55742	0.710226	0.869042	0.591138	0.186187	0.200479	0.0221963	0.123859	0.456383	0.988383	2.43138	2.74663
15260	-397.24	-403.645	6.40538	0.6078365	1.297443	0.3902764	9.269195	0.0354931	0.0187312	0.0409877	0.0175841	0.0472798	0.0045738	0.00503396	0.00828734	0.00448956	0.202554	0.0789271	0.0524672	0.0174986	0.00369853	0.033602	0.0521573	0.0962013	0.253004	0.053654	0.017476	0.609598	0.0483526	0.0468101	0.0476524	0.040179	0.0441651	0.0616055	0.0700344	0.0415195	0.604426	0.145142	0.0354913	0.0468783	0.315054	0.558145	0.727482	0.891312	0.497784	0.130346	0.350088	0.0217814	0.0547283	0.3166	0.885265	2.74341	2.885555
15270	-394.363	-405.052	10.6892	1.042829	1.168979	0.2595227	11.22369	0.0168573	0.0559587	0.0697197	0.0564231	0.0710265	0.00714705	0.00381888	0.0302727	0.00697205	0.10759	0.0632617	0.0289481	0.036883	0.00111258	0.0246932	0.0413037	0.0791788	0.396726	0.0620218	0.0301698	0.44126	0.0365671	0.0192335	0.107234	0.0337894	0.027411	0.0210115	0.0998966	0.0218417	0.278662	0.160992	0.0317855	0.0436825	0.315223	0.568369	0.742815	0.904119	0.571211	0.110248	0.279466	0.039075	0.14542	0.489257	1.00675	2.35857	2.513452
15280	-398.23	-409.873	11.6434	0.7712243	1.228949	0.3957527	15.1268	0.0117339	0.0652252	0.0453224	0.0237926	0.08786	0.0142818	0.00708597	0.0462801	0.0208312	0.0518289	0.17	0.0143099	0.0297282	0.00150986	0.0641986	0.0625485	0.0565393	0.354256	0.0695728	0.0223287	0.179813	0.0153918	0.018821	0.0514304	0.0109396	0.0650119	0.0424284	0.143992	0.0194974	0.28037	0.309004	0.00903059	0.0413189	0.304475	0.547809	0.719783	0.887665	0.548043	0.137257	0.262014	0.0526856	0.0894225	0.395285	0.948651	2.56664	2.406283
15290	-391.374	-409.96	18.5866	0.8092673	1.500981	0.6872943	15.15389	0.00383501	0.00917029	0.041286	0.0214678	0.0988461	0.0143424	0.00205071	0.0454697	0.0230151	0.074495	0.109488	0.0131389	0.0508274	0.00203498	0.029026	0.0642718	0.0933445	0.190929	0.107041	0.0213232	0.105971	0.0221537	0.0420146	0.0167451	0.0357976	0.0343378	0.0602497	0.0713578	0.0198382	0.21822	0.174505	0.00724238	0.0838027	0.305445	0.530317	0.691548	0.861245	0.571981	0.106737	0.260437	0.0608444	0.0975292	0.410839	0.95949	2.53214	1.907638
15300	-400.672	-406.811	6.13923	1.548242	1.77147	0.7413784	9.729314	0.00166697	0.00709116	0.0471888	0.0588473	0.0544503	0.0188155	0.0011233	0.0257797	0.0119331	0.252337	0.0940759	0.0220049	0.0256903	0.00908734	0.0127177	0.0699501	0.042686	0.44964	0.0848724	0.0119835	0.302416	0.0758838	0.0324205	0.0245962	0.0591501	0.117207	0.120271	0.0552994	0.0162929	0.252245	0.255409	0.0442047	0.0925071	0.332115	0.552467	0.705782	0.866151	0.644753	0.121961	0.189106	0.0441798	0.23268	0.596394	1.05313	2.11779	2.749846
15310	-388.628	-404.66	16.0325	1.806427	1.555509	0.9980158	17.68614	0.000639872	0.00531037	0.0296217	0.0601929	0.0188739	0.00688248	0.000649196	0.0127109	0.033407	0.232395	0.0553995	0.00825701	0.0135958	0.021818	0.0122422	0.04126	0.0244313	0.236392	0.0720178	0.0331816	0.167948	0.0715376	0.0101123	0.029019	0.0571445	0.072904	0.102152	0.0325757	0.0358627	0.326566	0.0361641	0.0886332	0.0116779	0.28089	0.490804	0.64763	0.825539	0.634511	0.114255	0.186103	0.0651318	0.269019	0.632713	1.06429	2.03397	1.961576
15320	-396.732	-407.562	10.8294	0.9254528	2.18552	1.928426	11.51449	0.00076219	0.00412123	0.0483313	0.0376246	0.0164728	0.00793558	0.00035059	0.0255478	0.0168124	0.205147	0.00982765	0.00897571	0.0381113	0.0107712	0.0332874	0.0300011	0.0351969	0.249923	0.0722284	0.0200165	0.178374	0.109363	0.0183806	0.0569271	0.0418813	0.180482	0.0424081	0.0788317	0.0535455	0.366733	0.141004	0.139211	0.00444157	0.277142	0.455423	0.590695	0.760841	0.309958	0.286359	0.313921	0.0897621	0.12185	0.453138	0.986459	2.43855	2.283027
15330	-398.223	-407.897	9.67363	0.4570938	2.06163	2.22883	9.414312	0.000564035	0.00535254	0.0188903	0.0159571	0.0216048	0.00510233	0.000712835	0.046191	0.0379933	0.185795	0.017154	0.0179131	0.0660857	0.00241776	0.0371096	0.0229566	0.0853526	0.20467	0.0407053	0.00798505	0.181177	0.0205555	0.0366032	0.127737	0.0277363	0.21278	0.0832091	0.132038	0.00833805	0.366775	0.0959588	0.139825	0.0115885	0.248977	0.418791	0.552132	0.72694	0.182442	0.458169	0.243349	0.116041	0.0257384	0.222986	0.786351	2.96493	2.284834
15340	-386.35	-404.32	17.9696	0.6330966	1.261225	1.28295	17.05406	0.000570424	0.0141157	0.0235282	0.0106405	0.0545948	0.00240065	0.00345265	0.0391087	0.0177872	0.2086	0.0644295	0.0131231	0.0182922	0.00404519	0.0204763	0.0473148	0.0668928	0.204689	0.0502016	0.0224567	0.208036	0.0235405	0.0143081	0.0521886	0.0446878	0.17595	0.0501706	0.0651771	0.00705859	0.220497	0.0594911	0.110825	0.00838241	0.222859	0.417958	0.576634	0.772987	0.283859	0.438927	0.213649	0.0635643	0.0599981	0.330177	0.897308	2.71252	1.927032
15350	-396.164	-411.194	15.0291	0.6691548	1.624763	1.338616	16.20622	0.00147841	0.00897721	0.0441889	0.0220577	0.0554735	0.00978827	0.00413226	0.0252605	0.0537087	0.262279	0.0440755	0.00852321	0.0579533	0.00920498	0.0287137	0.08553	0.0411453	0.405066	0.084575	0.0445064	0.156652	0.0140676	0.00756951	0.0272887	0.0411185	0.0676338	0.0555076	0.0402818	0.00406822	0.146904	0.125526	0.101821	0.002744	0.260909	0.456784	0.607774	0.789836	0.234358	0.351073	0.330012	0.0845572	0.0676158	0.348606	0.912879	2.6709	2.087821
15360	-402.434	-410.762	8.32726	1.079003	1.339941	1.718157	10.87965	0.00223027	0.00836632	0.048635	0.0371427	0.0667851	0.00990378	0.00125246	0.0192341	0.0111997	0.285941	0.0325995	0.0234467	0.0203633	0.0185217	0.0465831	0.133009	0.107817	0.277236	0.0947324	0.0245292	0.259532	0.0238203	0.0147703	0.0179617	0.10526	0.319908	0.0512331	0.0313434	0.00489437	0.286326	0.0985363	0.0837986	0.00189959	0.205021	0.383602	0.53284	0.728988	0.116044	0.570702	0.262741	0.0505127	0.152442	0.499275	1.01195	2.33633	2.568812
15370	-404.253	-411.476	7.22283	2.854022	2.064252	2.230439	15.54597	0.00836276	0.0137339	0.0982424	0.0411464	0.134004	0.00814338	0.000798579	0.0210451	0.0236303	0.101218	0.0352076	0.0114513	0.0285985	0.00829541	0.0352751	0.081278	0.0648102	0.268094	0.163638	0.0146508	0.0891779	0.0695666	0.0252067	0.019479	0.155278	0.119443	0.0574882	0.0247988	0.00888775	0.462471	0.115564	0.062159	0.00151554	0.249127	0.418912	0.552207	0.726952	0.188235	0.36609	0.372405	0.0732706	0.377644	0.723111	1.08169	1.81755	2.372658
15380	-400.133	-409.316	9.18373	0.4129188	2.673567	2.693908	12.65831	0.00681414	0.0184969	0.0358835	0.060178	0.112402	0.00519443	0.00269992	0.0163664	0.0442879	0.119772	0.1029	0.0346237	0.0330576	0.0097685	0.0305038	0.108676	0.0511285	0.39401	0.0714554	0.00676001	0.119803	0.0827656	0.0401291	0.00826261	0.0111048	0.19594	0.0260153	0.0140126	0.00678508	0.398429	0.171865	0.0352925	0.00164125	0.275925	0.437139	0.55988	0.721535	0.234375	0.501956	0.143164	0.120505	0.0186214	0.191339	0.74489	3.04515	2.377027
15390	-389.98	-406.601	16.6215	0.4188262	2.121787	2.509807	19.2524	0.0084513	0.0249872	0.0354973	0.0284538	0.114623	0.00909698	0.00609429	0.00880859	0.019623	0.0462907	0.0568222	0.023594	0.0223575	0.0444217	0.0142198	0.114713	0.0881513	0.291536	0.0308342	0.00160804	0.0595081	0.0530255	0.0488152	0.00827329	0.0171237	0.115575	0.0228194	0.0450764	0.0140508	0.348656	0.0685741	0.0707387	0.00229196	0.24026	0.403415	0.532866	0.706437	0.23163	0.463592	0.169554	0.135225	0.0195215	0.195674	0.750874	3.03393	1.864712
15400	-389.478	-402.284	12.8061	0.6172932	2.093436	1.448277	9.655496	0.0280263	0.0169611	0.071873	0.0213225	0.106321	0.00598828	0.00475282	0.00555771	0.017788	0.136173	0.0383639	0.0223844	0.0155335	0.0353827	0.020665	0.0643119	0.0690432	0.237715	0.0538369	0.00670473	0.0591729	0.028167	0.0172366	0.00988309	0.0141197	0.158301	0.0255473	0.0275238	0.0272183	0.32462	0.258593	0.111694	0.00497073	0.301288	0.493734	0.63513	0.802685	0.32827	0.411371	0.129041	0.131318	0.0566932	0.321749	0.889891	2.73167	2.045752
15410	-400.582	-408.946	8.36402	0.9277637	2.589173	1.502421	15.35339	0.0134043	0.041937	0.125521	0.0444598	0.125005	0.0125924	0.0105865	0.0275815	0.0287718	0.0834342	0.0266606	0.01949	0.00370181	0.0439192	0.0262168	0.180628	0.0941837	0.201251	0.105189	0.00635872	0.188646	0.0792947	0.0142274	0.00587461	0.0115511	0.249041	0.021925	0.02441	0.0484173	0.264952	0.237584	0.0722438	0.00343773	0.34259	0.531406	0.664284	0.818524	0.400935	0.377728	0.113669	0.107667	0.122325	0.453908	0.986917	2.43685	2.442497
15420	-412.402	-409.679	-2.72342	0.6567652	4.150653	2.87054	8.752442	0.0102042	0.047647	0.127352	0.0697977	0.179887	0.0549159	0.00633292	0.0430193	0.0322538	0.0372282	0.0380296	0.0200385	0.00579778	0.0291033	0.0694461	0.0548522	0.330962	0.370635	0.0825304	0.00143906	0.227621	0.0713126	0.0183822	0.00508097	0.0165545	0.244835	0.054938	0.0328622	0.0276578	0.621868	0.264296	0.0698883	0.0127161	0.365432	0.521014	0.630099	0.767256	0.381529	0.448918	0.135736	0.0338167	0.0649883	0.342396	0.907729	2.68489	3.279486
15430	-403.215	-403.273	0.0580736	1.42596	2.222191	1.679728	9.528009	0.0242568	0.0326493	0.099532	0.0501183	0.134023	0.0174554	0.0106326	0.0372575	0.0483183	0.148029	0.0229344	0.0259196	0.011443	0.0489758	0.0625075	0.0797313	0.20914	0.640184	0.0441211	0.00351169	0.129787	0.0357796	0.0274429	0.00571734	0.00654063	0.305786	0.048703	0.0238023	0.0268864	0.49371	0.239386	0.140994	0.00976683	0.296685	0.481952	0.619177	0.786013	0.14652	0.62839	0.203723	0.0213664	0.213655	0.57575	1.04576	2.16483	3.245042
15440	-404.227	-405.345	1.11811	1.753151	2.748994	2.394709	10.67756	0.0508749	0.0550127	0.126246	0.145349	0.0958331	0.0100249	0.0130405	0.010443	0.0667269	0.109618	0.0383059	0.0408907	0.0174832	0.0231139	0.0407457	0.0444753	0.150228	0.49553	0.0853499	0.00275469	0.143737	0.0549566	0.0571774	0.104598	0.0167645	0.10546	0.10493	0.0110902	0.0685531	0.227599	0.262274	0.192313	0.00847588	0.297152	0.464564	0.58912	0.748351	0.117699	0.692566	0.173903	0.0158326	0.261916	0.625905	1.06238	2.0498	2.979974
15450	-411.231	-405.134	-6.09708	1.074634	1.942002	1.511808	6.690036	0.0520985	0.0404528	0.0381288	0.182179	0.0815573	0.0331429	0.00946673	0.0130843	0.0388666	0.256684	0.0521332	0.0783615	0.0261089	0.01592	0.0475833	0.0560807	0.112584	1.13205	0.0641282	0.00400075	0.253031	0.101751	0.0750341	0.164446	0.0235951	0.107047	0.0895108	0.0244388	0.0294844	0.386201	0.290599	0.116231	0.00573816	0.281608	0.472075	0.615381	0.788695	0.160248	0.591636	0.225969	0.022147	0.1516	0.49809	1.01134	2.33897	4.001716
15460	-414.277	-420.745	6.4683	0.8996706	0.9101176	1.480276	11.0704	0.0553927	0.0529379	0.0300226	0.160877	0.118428	0.0696916	0.0230184	0.0126755	0.066721	0.184899	0.057003	0.033339	0.0779793	0.0131866	0.0832618	0.0332744	0.0753876	0.585528	0.0458177	0.00503219	0.177851	0.0821519	0.0186215	0.10165	0.0138392	0.0632586	0.0500418	0.0259886	0.0583487	0.193116	0.18811	0.0541825	0.00571598	0.167701	0.34641	0.506109	0.72005	0.122734	0.49631	0.356804	0.0241525	0.116526	0.44437	0.98116	2.45794	2.81735
15470	-404.569	-406.777	2.20831	1.785256	1.069291	0.7318928	7.913393	0.0519614	0.054541	0.109217	0.103242	0.158525	0.0249957	0.0316385	0.03262	0.0586243	0.0659369	0.131501	0.0315792	0.0158593	0.00443908	0.0540609	0.0923191	0.082991	0.489066	0.0534505	0.0320947	0.143309	0.0526436	0.0148881	0.281522	0.0224608	0.119625	0.117058	0.00997174	0.0712472	0.339921	0.152765	0.112053	0.0058596	0.242789	0.464488	0.63824	0.832006	0.237603	0.50507	0.233162	0.0241651	0.26622	0.630046	1.06355	2.04018	3.121986
15480	-406.528	-409.28	2.75183	1.477289	1.487641	0.6953714	10.058	0.104287	0.0966247	0.0818196	0.112525	0.0715612	0.0297354	0.0041178	0.0218079	0.0457243	0.0605153	0.125328	0.0733703	0.0125083	0.00886924	0.0212953	0.137549	0.0529412	0.389168	0.0508217	0.0603803	0.171265	0.0539764	0.0065463	0.232252	0.0103811	0.18694	0.0744158	0.00910873	0.0511981	0.587087	0.0992257	0.0856143	0.0101326	0.302856	0.527385	0.688953	0.85961	0.147734	0.683654	0.147683	0.0209288	0.221793	0.584732	1.04906	2.14442	3.139092
15490	-402.765	-409.132	6.36664	1.198005	1.449931	1.238766	10.29234	0.0451471	0.0996243	0.0640479	0.121749	0.129991	0.0169429	0.00453891	0.0132161	0.107572	0.0459284	0.0533323	0.032642	0.0238272	0.00509261	0.0244167	0.0643384	0.049146	0.389961	0.0545612	0.041318	0.150801	0.0421245	0.00898792	0.257384	0.00781796	0.218962	0.0566588	0.00206796	0.0285618	0.37526	0.143989	0.0522272	0.0314681	0.248523	0.447475	0.603282	0.790794	0.16276	0.6117	0.201289	0.0242512	0.174691	0.529129	1.02638	2.2698	2.763701
15500	-403.744	-408.389	4.64501	1.944186	2.60356	2.098217	11.05796	0.054683	0.0884829	0.0488756	0.0464768	0.0740941	0.00681512	0.00740948	0.0126337	0.0561558	0.0356427	0.0490904	0.0479447	0.0296429	0.0214842	0.110876	0.119794	0.0702256	0.31667	0.0515551	0.0625745	0.228605	0.022714	0.00728866	0.175544	0.0081471	0.178247	0.0692803	0.00445446	0.0331457	0.401226	0.164192	0.0321122	0.0427075	0.302685	0.476746	0.605297	0.766081	0.0649954	0.885102	0.0395563	0.0103458	0.28652	0.648944	1.06853	1.99601	2.678791
15510	-399.514	-400.852	1.33775	1.139554	2.399268	2.074839	7.282088	0.0227801	0.168823	0.0692502	0.0634657	0.0624776	0.0175707	0.0194647	0.0249574	0.0490623	0.183391	0.02309	0.0695854	0.0307034	0.0135719	0.0401615	0.103299	0.0625102	0.301522	0.0562961	0.132223	0.0924191	0.0172102	0.00809552	0.227211	0.00445637	0.235482	0.045302	0.0263146	0.045898	0.407585	0.0806048	0.0855702	0.0840314	0.287058	0.461752	0.592931	0.758483	0.134475	0.620695	0.205049	0.0397804	0.163928	0.515024	1.01976	2.30129	2.874384
15520	-411.077	-415.001	3.92339	0.8166971	0.4079482	0.8613266	9.788775	0.0376076	0.0438538	0.103565	0.0904797	0.0864796	0.0453837	0.0129952	0.0764014	0.0635942	0.188207	0.0561948	0.0559607	0.015358	0.0185331	0.0261172	0.0656322	0.083852	0.524415	0.0648764	0.205189	0.110487	0.0163868	0.0103906	0.175573	0.0050466	0.212167	0.0880708	0.0288093	0.0499712	0.468411	0.0187647	0.03436	0.0974737	0.132937	0.324521	0.511399	0.753785	0.155088	0.24443	0.549372	0.051111	0.0991065	0.413771	0.961476	2.52565	3.180606
15530	-400.82	-411.432	10.6118	0.7193192	1.033314	1.106931	12.47762	0.0225152	0.0297456	0.0410981	0.0484154	0.0978115	0.0510752	0.00451686	0.0394262	0.0237468	0.160842	0.0269617	0.0175058	0.0132388	0.0262425	0.0566951	0.117284	0.101241	0.255304	0.0785292	0.20939	0.0640304	0.0116804	0.0297713	0.305476	0.00828001	0.0884462	0.023877	0.0590069	0.0573488	0.185119	0.0612269	0.0567356	0.123369	0.206526	0.406414	0.573239	0.778259	0.167703	0.641303	0.141386	0.0496076	0.0783187	0.372505	0.931822	2.61735	2.495952
15540	-399.769	-404.785	5.01558	1.24741	0.7834405	0.7654364	8.907099	0.0102946	0.0299201	0.0776823	0.150198	0.0707598	0.00725856	0.00272088	0.0171359	0.0440554	0.210855	0.0156123	0.0130647	0.0264124	0.0426663	0.0281184	0.0326192	0.103852	0.319651	0.138742	0.148425	0.0790458	0.00467761	0.0704604	0.212371	0.0125982	0.0997464	0.0291142	0.105702	0.0539145	0.468254	0.109467	0.190602	0.0371775	0.197779	0.412231	0.5937	0.806436	0.291416	0.563529	0.11577	0.0292843	0.18354	0.540294	1.03136	2.2448	2.963174
15550	-402.209	-412.845	10.6357	0.6212329	1.201215	0.465255	9.641649	0.00686506	0.0305179	0.0582879	0.0587306	0.121429	0.00517988	0.0114685	0.0245006	0.0352277	0.139841	0.0106488	0.0217796	0.0522109	0.0131383	0.0207008	0.145252	0.100907	0.172072	0.217206	0.138339	0.0550146	0.0489513	0.0623981	0.0900815	0.0297748	0.133033	0.0492901	0.0364839	0.0545038	0.256221	0.0394026	0.194888	0.0289101	0.291341	0.530325	0.703026	0.876762	0.302936	0.511822	0.125877	0.0593652	0.0575148	0.323871	0.891776	2.72684	2.463255
15560	-396.928	-408.862	11.9341	0.4692693	0.4912318	0.3425292	11.81716	0.0102753	0.0399845	0.0481542	0.0727668	0.124648	0.00294886	0.00219342	0.0392879	0.0267994	0.110729	0.016699	0.00641419	0.041483	0.020768	0.0306879	0.156707	0.0780866	0.144591	0.0538207	0.100498	0.0438936	0.066397	0.0654203	0.29255	0.00531246	0.267322	0.0214391	0.0302275	0.0355025	0.411955	0.0437978	0.0941301	0.00909292	0.189341	0.429323	0.634294	0.851994	0.233411	0.606629	0.10753	0.0524289	0.0278433	0.231381	0.796552	2.94422	2.514583
15570	-387.086	-402.742	15.6563	1.16339	1.434359	0.7319081	15.35717	0.00596352	0.108106	0.081173	0.061069	0.0795803	0.00292928	0.0048008	0.0120922	0.0242514	0.0820186	0.0141984	0.00821298	0.0324798	0.0239275	0.049285	0.0782332	0.134529	0.227666	0.0365305	0.100409	0.0132608	0.0290701	0.0874369	0.20534	0.00444394	0.157176	0.0337581	0.00669196	0.034974	0.229182	0.0436061	0.0630819	0.00207652	0.292091	0.514935	0.677767	0.852416	0.128041	0.785736	0.0677578	0.0184654	0.168356	0.520899	1.02256	2.28819	2.077555
15580	-388.101	-407.258	19.1566	0.8826329	0.4899901	0.3280395	13.25842	0.0165074	0.0502392	0.0526432	0.0513995	0.0538648	0.00718854	0.0176898	0.0121552	0.0517121	0.0495309	0.0129617	0.00375168	0.0732347	0.0301144	0.0237481	0.0417042	0.0999406	0.35624	0.0374421	0.0454138	0.0222501	0.0235637	0.0857068	0.0960973	0.0112068	0.107168	0.0216267	0.00277343	0.0209528	0.337695	0.0645897	0.042708	0.0073667	0.190707	0.432116	0.637623	0.854494	0.0542164	0.905201	0.0372662	0.00331644	0.112983	0.438392	0.977462	2.47116	1.931188
15590	-399.592	-415.474	15.8821	0.4615624	0.7497344	0.405829	20.21192	0.00527321	0.121529	0.047086	0.143559	0.0242119	0.00858327	0.022225	0.00908274	0.0430288	0.0827796	0.00502466	0.00799596	0.0247542	0.0265038	0.0089741	0.0640183	0.129141	0.24089	0.0276316	0.101179	0.00658887	0.0226536	0.15918	0.156736	0.0141587	0.1405	0.0211093	0.00335025	0.0444958	0.240939	0.0565242	0.0228102	0.0200295	0.227925	0.469008	0.660693	0.860342	0.0936795	0.778255	0.11975	0.00831527	0.0265044	0.226084	0.790152	2.95726	2.052547
15600	-413.294	-426.814	13.5203	0.7779234	1.055431	0.7828162	17.29688	0.00510873	0.0532568	0.0260569	0.2233	0.0858826	0.0292965	0.00837869	0.0371474	0.038853	0.0695386	0.0083792	0.00801704	0.0144501	0.048244	0.00412901	0.0342133	0.0541475	0.402597	0.0526865	0.0898805	0.00591952	0.0158989	0.126397	0.0831457	0.0208605	0.0619083	0.0667168	0.0038967	0.0740524	0.241362	0.173112	0.0356608	0.0113167	0.235999	0.454442	0.627653	0.823957	0.247589	0.559038	0.168023	0.02535	0.0908531	0.398092	0.950645	2.56041	2.213811
15610	-403.723	-412.14	8.41732	0.4735016	1.102997	0.7632418	14.65037	0.0271265	0.0518343	0.0186333	0.266194	0.0555537	0.0407564	0.000365546	0.0100269	0.0174108	0.0848293	0.00648145	0.0104441	0.00380526	0.0230129	0.00702648	0.0428365	0.0353969	0.67192	0.0413866	0.0450059	0.0192022	0.0481919	0.0984464	0.0855085	0.0280652	0.151121	0.0570683	0.0101351	0.35539	0.158229	0.0882997	0.0280348	0.0552519	0.24452	0.464643	0.636824	0.829767	0.505907	0.311687	0.156692	0.0257138	0.0285879	0.234265	0.799987	2.93716	2.642991
15620	-391.243	-407.367	16.1243	0.219816	0.8866646	0.3465453	12.53126	0.038529	0.0467225	0.0237216	0.0614327	0.0218821	0.0184034	0.00120174	0.0121049	0.0108785	0.0403025	0.0222463	0.0230234	0.0268156	0.0171027	0.00444098	0.0435726	0.0296894	0.515777	0.021687	0.0507697	0.0330661	0.0172614	0.216245	0.0702723	0.0188977	0.15164	0.0419039	0.0135841	0.11351	0.363197	0.0424263	0.0183126	0.0374319	0.258102	0.505654	0.6923	0.878051	0.417822	0.411827	0.150939	0.0194119	0.000989718	0.0459321	0.433376	3.5197	2.168053
15630	-390.718	-412.301	21.5833	0.3525428	1.045407	0.370009	20.97732	0.0430686	0.0547671	0.0206093	0.0296581	0.0236788	0.0151273	0.00066938	0.0314581	0.00750015	0.0484483	0.0659925	0.0235644	0.0737205	0.00650347	0.0057906	0.0651733	0.0367855	0.163434	0.0671879	0.0284435	0.00154642	0.0264845	0.154497	0.0871945	0.0227109	0.281972	0.0177584	0.0090755	0.0686451	0.125092	0.0969955	0.0144901	0.0318195	0.280389	0.526378	0.705914	0.88282	0.232794	0.579681	0.173321	0.0142036	0.0105049	0.145531	0.674362	3.1696	1.749862
