Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
15230	-396.999	-406.229	9.23019	0.8072459	16.45964	0.0056287	0.0249453	0.0845259	0.225157	0.052738	0.0115574	0.00573523	0.0237481	0.0251719	0.106764	0.111204	0.0375311	0.0279474	0.031508	0.0834515	0.0472466	0.101854	0.188946	0.0193968	0.0111945	0.0197226	0.171998	0.0264513	0.0193924	0.0031336	0.00358447	0.244152	0.146466	0.0177759	0.0775195	0.0118041	0.228216	0.302343	0.0970997	0.410035	0.958943	2.53392	2.49881
15240	-395.027	-404.438	9.41062	1.671439	9.523247	0.0032593	0.0579865	0.0236771	0.0992462	0.142792	0.0143126	0.00526198	0.0436127	0.108352	0.0814807	0.087401	0.0600364	0.0226952	0.0233074	0.0230549	0.0642188	0.121156	0.276775	0.0170314	0.0094129	0.0338642	0.202689	0.0349326	0.00842352	0.00390432	0.00542347	0.220875	0.0735112	0.0497219	0.0613508	0.0316108	0.114103	0.333279	0.250633	0.61481	1.05908	2.07547	2.45876
15250	-405.491	-410.944	5.45219	0.8467862	9.073782	0.00380088	0.0366541	0.0496039	0.0550352	0.100144	0.0145483	0.00277731	0.0453163	0.0384246	0.102692	0.0706014	0.0787421	0.0248334	0.0232118	0.00678561	0.0776443	0.141093	0.281276	0.0193912	0.00359977	0.0299522	0.268581	0.0614767	0.0545269	0.00201136	0.0228192	0.227799	0.383712	0.0404934	0.0982854	0.0463058	0.206186	0.323438	0.105468	0.42531	0.969121	2.5001	2.941763
15260	-403.436	-414.295	10.8591	0.7807115	13.53451	0.00128812	0.0451475	0.0810688	0.0588105	0.129027	0.0118885	0.0062388	0.0398337	0.0580227	0.135992	0.0708117	0.0534924	0.0279825	0.0264516	0.034335	0.0346116	0.110552	0.212194	0.0413981	0.0131979	0.0102618	0.188316	0.0298941	0.0304528	0.00186011	0.00582272	0.082214	0.165133	0.0173478	0.045021	0.037997	0.177219	0.502732	0.0914482	0.399251	0.951464	2.55784	2.486616
15270	-395.836	-405.29	9.45321	0.7892286	12.9395	0.0036145	0.0160488	0.0498522	0.0186187	0.0881638	0.0185669	0.0129648	0.054197	0.0465377	0.0859896	0.107299	0.0344601	0.0337361	0.00571445	0.0500029	0.0847266	0.110416	0.558152	0.0148028	0.00874836	0.00773729	0.100611	0.0491164	0.0544897	0.00179099	0.017924	0.0672476	0.146719	0.169181	0.0207771	0.0992979	0.177829	0.288157	0.0932647	0.402761	0.953925	2.55005	2.60349
15280	-399.661	-407.398	7.73703	0.832748	11.93314	0.0116321	0.0110878	0.0572961	0.035133	0.083445	0.00669552	0.0209409	0.0791145	0.0405825	0.176732	0.0192532	0.0639301	0.0801529	0.0054146	0.0264995	0.161379	0.123319	0.225365	0.0265011	0.0123279	0.00694259	0.155221	0.0454945	0.014321	0.00160785	0.0256362	0.0538611	0.0847207	0.229247	0.0909583	0.0937386	0.189318	0.498316	0.102506	0.419992	0.965632	2.51187	2.756185
15290	-401.217	-403.304	2.08682	1.404252	10.4146	0.0214966	0.0172895	0.0544686	0.0186675	0.258295	0.0199344	0.00778619	0.0361944	0.0462513	0.261435	0.0307896	0.253838	0.038286	0.0221021	0.0244525	0.113125	0.0769778	0.420191	0.0199326	0.00256788	0.00286846	0.0386988	0.0437916	0.0142903	0.000512182	0.0417232	0.0863548	0.0896555	0.179768	0.0705669	0.208493	0.241139	0.481647	0.210145	0.571803	1.04427	2.17379	3.24359
15300	-407.018	-412.258	5.24046	0.6522896	8.463491	0.0388326	0.0232669	0.104376	0.0359381	0.182228	0.034848	0.0178716	0.0328107	0.0233669	0.138224	0.00614669	0.0504875	0.0134628	0.0408631	0.0177356	0.107677	0.157753	0.369112	0.0426377	0.00359811	0.00522282	0.0672102	0.0739924	0.014141	0.00460424	0.0699014	0.0622508	0.0835969	0.110264	0.0497906	0.129385	0.341305	0.491923	0.0640415	0.340122	0.905819	2.69002	2.944824
15310	-404.455	-413.883	9.42856	1.283306	14.48639	0.0732201	0.0476213	0.148278	0.0937082	0.121528	0.0171248	0.0381907	0.0141508	0.0135958	0.0978541	0.0117667	0.0601452	0.00699185	0.0321573	0.0148249	0.0763723	0.098797	0.200124	0.029168	0.00327928	0.00685742	0.0313915	0.0676943	0.0041936	0.00271193	0.0560818	0.0306566	0.0568561	0.0938697	0.0687967	0.421931	0.173578	0.315448	0.189826	0.548007	1.03468	2.22748	2.528965
15320	-404.507	-409.075	4.56798	1.230637	7.572325	0.0352156	0.0715929	0.125786	0.0873639	0.190889	0.0273092	0.0103764	0.0352118	0.016064	0.0760072	0.0273463	0.0181576	0.0173994	0.0843501	0.0141686	0.079972	0.147722	0.506899	0.0213792	0.00505315	0.0531958	0.0286952	0.0596218	0.00752067	0.00237868	0.0195957	0.0140186	0.0660339	0.105871	0.149275	0.268651	0.188561	0.280803	0.180561	0.536577	1.02973	2.25313	2.842486
15330	-400.523	-408.303	7.78018	1.573322	11.02062	0.158021	0.0927941	0.0370705	0.168364	0.115873	0.0443087	0.0152231	0.0509946	0.0222382	0.0716578	0.0287843	0.0237112	0.0288696	0.0284411	0.016948	0.0936564	0.0985827	0.350267	0.0421057	0.0222263	0.0905581	0.0228616	0.0389733	0.00917429	0.00446944	0.0327949	0.0335001	0.0521719	0.199646	0.0758815	0.148159	0.221101	0.252209	0.23643	0.600323	1.05445	2.10879	2.691639
15340	-417.809	-415.983	-1.82566	1.546577	7.658526	0.0801488	0.043649	0.0216117	0.393825	0.159689	0.050039	0.0150261	0.0623408	0.0183452	0.0797572	0.065592	0.0201562	0.0134367	0.010119	0.0293895	0.174712	0.266596	0.37577	0.0285015	0.102939	0.12235	0.0056899	0.0372979	0.0339181	0.00225818	0.0482894	0.0620474	0.0287115	0.280568	0.091619	0.211012	0.290249	0.424947	0.232429	0.59613	1.05304	2.1184	3.650602
15350	-411.765	-410.215	-1.55018	3.572417	8.177657	0.0271151	0.0465036	0.0579248	0.386152	0.128751	0.0192702	0.01575	0.0865234	0.0138631	0.0507395	0.0427843	0.0163512	0.00393798	0.00519986	0.034123	0.095884	0.140025	0.508361	0.0456638	0.0695524	0.0729974	0.00771591	0.0715117	0.058535	0.00524561	0.0870931	0.219056	0.01711	0.282981	0.046376	0.133124	0.16628	0.426907	0.42921	0.758991	1.08418	1.72762	3.389409
15360	-418.378	-411.928	-6.45028	3.142522	8.149676	0.0129933	0.23255	0.142252	0.208448	0.190906	0.0214664	0.0063299	0.102594	0.0289608	0.0781676	0.0687835	0.0287989	0.012985	0.00932587	0.00752706	0.15617	0.149471	0.673037	0.0308897	0.0246179	0.0374534	0.00556368	0.0996186	0.0718669	0.0052168	0.0516634	0.107136	0.0548244	0.390256	0.0151045	0.378079	0.220883	0.417928	0.399996	0.739126	1.08313	1.77774	4.041867
15370	-420.871	-413.944	-6.92739	4.633044	10.77799	0.0120905	0.0696921	0.0994774	0.102041	0.11387	0.0301409	0.0143198	0.0388029	0.0341533	0.00967403	0.162525	0.0405939	0.0627737	0.0131229	0.00186827	0.120761	0.099347	0.577483	0.0281377	0.0433252	0.0123872	0.0120292	0.0149387	0.0363227	0.00399376	0.0838977	0.031792	0.0981788	0.273497	0.0862259	0.398934	0.135359	0.907523	0.486084	0.794601	1.08388	1.63544	3.76928
15380	-403.013	-404.546	1.53372	2.624522	10.23576	0.0327084	0.0466781	0.162493	0.0468834	0.201488	0.0189005	0.00824522	0.0305471	0.0789913	0.038512	0.14614	0.0189144	0.00858245	0.0123615	0.0122213	0.129977	0.128829	0.449323	0.0433769	0.0207852	0.0135829	0.0242013	0.0247833	0.0541636	0.00241047	0.0469725	0.0230778	0.121308	0.38531	0.0979891	0.288564	0.148337	0.316076	0.357953	0.708363	1.07991	1.85377	3.182734
15390	-410.615	-410.424	-0.191281	1.445273	14.43604	0.00663524	0.0702333	0.101277	0.0590213	0.148282	0.00839102	0.0109435	0.0448086	0.0823174	0.0337071	0.237702	0.0345153	0.00463305	0.00544737	0.0219919	0.0804554	0.129599	0.222952	0.0439914	0.0433983	0.0103321	0.0394328	0.0385809	0.0654413	0.00692058	0.0248116	0.0189327	0.298928	0.386223	0.0599831	0.161437	0.228185	0.456172	0.216743	0.579186	1.04704	2.15703	3.185682
15400	-411.645	-410.034	-1.61058	1.057489	6.28435	0.010052	0.0326748	0.156519	0.0412181	0.131359	0.0070078	0.0443915	0.0886102	0.0331954	0.0931924	0.315254	0.0297965	0.0142461	0.005145	0.019283	0.0813751	0.0981896	0.45655	0.0754251	0.0340795	0.0116633	0.261779	0.0477981	0.150993	0.00390009	0.0408217	0.0614866	0.270969	0.178166	0.0955028	0.072853	0.18849	0.345763	0.14828	0.493375	1.00891	2.34944	3.49775
15410	-406.277	-404.35	-1.92686	0.8503149	9.52556	0.0042809	0.0417916	0.0994235	0.138747	0.0870131	0.0181099	0.0218377	0.0599864	0.0229182	0.125578	0.150581	0.0135876	0.0369225	0.00282424	0.0264701	0.0933567	0.0652992	0.400041	0.139665	0.0359123	0.0342558	0.107424	0.0326484	0.131715	0.00221958	0.0373674	0.107375	0.27349	0.234926	0.0439692	0.175351	0.180049	0.790238	0.106211	0.426629	0.969977	2.49718	3.735375
15420	-402.845	-404.865	2.01956	1.402631	13.26967	0.00632297	0.0383502	0.0871698	0.137537	0.0850638	0.036632	0.0349747	0.0728687	0.044221	0.135276	0.0410396	0.00859593	0.0284304	0.0029231	0.0239569	0.114263	0.1765	0.282635	0.0986743	0.040048	0.0417554	0.0907534	0.0616667	0.109548	0.00297397	0.0590436	0.0886699	0.127437	0.183424	0.108493	0.155604	0.176549	0.408968	0.209882	0.571504	1.04415	2.17446	3.110368
15430	-404.638	-410.704	6.0668	1.419133	8.441086	0.00183518	0.0634123	0.108109	0.0510044	0.0692078	0.0526603	0.0237435	0.0578912	0.0625325	0.040708	0.041001	0.0188543	0.00910183	0.000747432	0.013722	0.0490839	0.174973	0.230338	0.0844472	0.0339798	0.0110799	0.0521378	0.0405731	0.0301003	0.00614109	0.057242	0.0935452	0.283522	0.182907	0.118908	0.166719	0.29322	0.230617	0.212556	0.574518	1.0453	2.16763	2.754067
15440	-401.355	-411.574	10.2195	1.443546	13.10467	0.00100123	0.0735388	0.0482609	0.10544	0.0568328	0.0339826	0.00700789	0.0298406	0.0407707	0.124603	0.0667344	0.0379289	0.00578309	0.000932265	0.0335221	0.0784478	0.0619955	0.112471	0.0693133	0.0315914	0.00297606	0.0989495	0.0311686	0.0336924	0.00909822	0.0840876	0.0966906	0.110995	0.399564	0.113574	0.236947	0.145037	0.108911	0.216468	0.578882	1.04693	2.15772	2.491689
15450	-394.055	-404.789	10.7346	0.8356866	10.13415	0.00207201	0.0511693	0.0497349	0.0508724	0.066074	0.0285254	0.00891795	0.0233763	0.0326839	0.0363652	0.13894	0.0845291	0.0101564	0.00411846	0.0559332	0.0342209	0.0916565	0.433172	0.0213639	0.0117968	0.00335194	0.205818	0.0630856	0.0838332	0.00330618	0.0456877	0.101612	0.0782553	0.174426	0.0461022	0.0539761	0.236847	0.12079	0.103127	0.421114	0.966373	2.50939	2.452769
15460	-390.908	-408.663	17.7556	0.2842562	14.83138	0.00283226	0.0584137	0.0776653	0.0100396	0.0496805	0.0264683	0.0106939	0.00982113	0.0453036	0.0816252	0.086725	0.0420214	0.00408759	0.00557606	0.0813144	0.0720193	0.093166	0.228639	0.0233547	0.0287971	0.000922394	0.146735	0.0365754	0.0514059	0.0149544	0.0525175	0.0871192	0.0385597	0.179125	0.0213949	0.0730995	0.164332	0.118784	0.0041053	0.0923179	0.568391	3.33519	2.023768
15470	-397.94	-411.675	13.7354	0.6221499	14.52232	0.00249426	0.0534902	0.0501099	0.00989742	0.0645564	0.0297993	0.0363322	0.0451633	0.0314481	0.100022	0.0747965	0.00906132	0.0110285	0.0420578	0.0477627	0.0477114	0.0422417	0.261911	0.00777683	0.0460019	0.00284023	0.171986	0.0522322	0.034308	0.0272935	0.0538431	0.0928303	0.0426917	0.193541	0.0730111	0.0678933	0.238804	0.211865	0.0577062	0.324362	0.892212	2.72572	2.276803
15480	-390.559	-402.179	11.6205	0.8240878	10.93241	0.0052002	0.0350792	0.0273391	0.0131295	0.0543152	0.0501327	0.0245481	0.0701039	0.0292555	0.112351	0.0231515	0.00426587	0.0145158	0.0147474	0.0153239	0.0943583	0.173955	0.430169	0.00403924	0.0683948	0.00863662	0.200902	0.022559	0.0319263	0.00854456	0.0679399	0.0850191	0.127503	0.11956	0.0499347	0.110109	0.150047	0.160915	0.100673	0.416654	0.963412	2.51926	2.407971
15490	-407.577	-415.169	7.59198	0.5086722	11.17366	0.0115543	0.0249857	0.067989	0.032814	0.129071	0.0335937	0.043386	0.076806	0.00594664	0.164242	0.0279328	0.013053	0.00599569	0.00375106	0.043704	0.138732	0.0856833	0.449175	0.0194317	0.0904651	0.0171953	0.117747	0.0119128	0.00944797	0.00838118	0.0369238	0.0386593	0.153378	0.111836	0.0999309	0.3304	0.188474	0.212291	0.0350062	0.25754	0.826477	2.88098	2.804889
15500	-395.821	-407.765	11.9439	0.5354222	10.60697	0.00732653	0.039567	0.0261728	0.0591815	0.0644713	0.0253513	0.0246051	0.0299736	0.0104271	0.100913	0.0228289	0.0284242	0.00431831	0.00412954	0.031589	0.0645551	0.111958	0.372349	0.0256934	0.108547	0.0349926	0.0704107	0.0184354	0.0230244	0.00865665	0.0481693	0.0292768	0.176268	0.225524	0.0815487	0.115184	0.143975	0.252844	0.0401262	0.274413	0.844424	2.84104	2.39069
15510	-395.987	-405.482	9.49512	0.9136683	10.37681	0.00685679	0.0674935	0.0711366	0.0687944	0.0487438	0.0264934	0.0217742	0.0394948	0.0191982	0.129487	0.0138597	0.0166866	0.00379415	0.00541002	0.0276421	0.0599311	0.0663144	0.37579	0.0219775	0.126748	0.00884312	0.057379	0.0119621	0.0408684	0.0104733	0.0301167	0.0135834	0.144725	0.255414	0.0702093	0.0496003	0.237472	0.429647	0.119423	0.449171	0.98408	2.44733	2.577919
15520	-405.727	-415.016	9.28883	0.8694742	12.26784	0.0167302	0.122588	0.0794012	0.0615901	0.0376482	0.0253683	0.00713671	0.0319564	0.00771674	0.175238	0.0105601	0.092873	0.00423465	0.0115266	0.024397	0.0294383	0.154473	0.35938	0.0162994	0.108395	0.0591677	0.152251	0.00664521	0.0630101	0.00568154	0.0764352	0.0176408	0.174722	0.0658715	0.0281121	0.0164693	0.118165	0.459331	0.110233	0.433671	0.974491	2.48161	2.620454
15530	-398.698	-408.651	9.95278	0.884657	15.15661	0.00871881	0.0678808	0.0356504	0.0833083	0.0290287	0.030487	0.00350417	0.0202804	0.0641624	0.200713	0.0144146	0.132851	0.00291191	0.0421134	0.0235559	0.0576344	0.118984	0.26581	0.0438113	0.090797	0.0892221	0.0665192	0.0241051	0.108908	0.0244929	0.0425516	0.0157266	0.177358	0.160548	0.0720192	0.0324484	0.121359	0.226604	0.113405	0.43911	0.97791	2.46958	2.498478
15540	-399.887	-406.43	6.54383	0.9303952	12.01436	0.00798537	0.0731707	0.0498444	0.0511637	0.0309848	0.0358646	0.00523634	0.0438294	0.0388474	0.159358	0.0202293	0.0634252	0.00305482	0.0435422	0.0167259	0.081339	0.0673369	0.371277	0.0358625	0.218948	0.0867793	0.0885058	0.032055	0.0898944	0.0478198	0.0395257	0.0683961	0.156145	0.337172	0.107048	0.0248622	0.161535	0.188256	0.122865	0.454782	0.987436	2.43492	2.846019
15550	-410.737	-418.813	8.07566	0.7812997	9.483285	0.00504835	0.0450497	0.0428248	0.0660333	0.0143684	0.0233319	0.00952983	0.111471	0.0304699	0.227546	0.141528	0.166591	0.00541192	0.0669785	0.0495349	0.10416	0.0423164	0.082732	0.00922812	0.162647	0.051847	0.12438	0.0378184	0.0604398	0.0915166	0.0393652	0.0691593	0.13809	0.188421	0.0216762	0.00720205	0.189032	0.264217	0.0915737	0.399495	0.951635	2.5573	2.689965
15560	-416.696	-427.869	11.1733	0.7273484	13.30858	0.00638395	0.0814855	0.0335571	0.0277067	0.0530885	0.0398881	0.00521006	0.098153	0.0895857	0.148688	0.0631843	0.114065	0.0137951	0.0567135	0.0209243	0.17681	0.089825	0.0825103	0.0134883	0.170471	0.0668017	0.113134	0.0338698	0.0374672	0.0599995	0.0348012	0.048575	0.168753	0.232303	0.0342384	0.00223322	0.0650171	0.188159	0.0800368	0.376153	0.934596	2.60921	2.470885
15570	-401.196	-405.463	4.26732	0.5458096	10.24526	0.000762604	0.0437225	0.0180199	0.0375828	0.0947631	0.0116721	0.0053788	0.0356939	0.0755902	0.0718274	0.142769	0.0603821	0.0686695	0.0504915	0.0098575	0.0940814	0.0969429	0.251404	0.0100989	0.189458	0.0178197	0.17457	0.0260913	0.0271172	0.074734	0.105012	0.0656861	0.197885	0.358834	0.019633	0.00724219	0.187117	0.487753	0.042161	0.280774	0.850937	2.82613	3.118664
15580	-402.334	-410.797	8.46295	0.6236378	11.96454	0.000899664	0.024026	0.0677818	0.0383171	0.15608	0.00392719	0.0244341	0.0325358	0.0650987	0.0220354	0.0229147	0.0328227	0.153182	0.0713389	0.0363867	0.0628119	0.218269	0.280018	0.016257	0.128752	0.021562	0.150455	0.0170702	0.0202152	0.0657334	0.0505664	0.0577605	0.122339	0.216199	0.0368467	0.0112503	0.189266	0.295329	0.0580171	0.325159	0.892915	2.72391	2.71248
15590	-412.852	-416.873	4.02122	0.7289694	9.583152	0.00300246	0.0428135	0.173045	0.0701191	0.0453551	0.00947784	0.0152882	0.0852334	0.0438527	0.0107578	0.118553	0.0229845	0.13587	0.0499215	0.028929	0.12115	0.0805827	0.223508	0.0275827	0.1946	0.0145481	0.223961	0.0188624	0.0181046	0.0181967	0.0300141	0.0861651	0.145582	0.400942	0.0340509	0.0200958	0.375296	0.236017	0.0803838	0.376884	0.935148	2.60758	3.124463
15600	-398.793	-408.981	10.1881	0.4819669	14.58136	0.00905325	0.0686938	0.0480741	0.0326895	0.0790789	0.0104615	0.0126981	0.0180106	0.0323695	0.00562291	0.159082	0.00862559	0.0242509	0.0440698	0.0783114	0.0562061	0.150659	0.239459	0.0235608	0.146331	0.0119103	0.0340404	0.022544	0.0161785	0.075281	0.068471	0.0723105	0.167306	0.175791	0.0289145	0.0192469	0.186305	0.40324	0.030096	0.23998	0.80669	2.92323	2.528847
15610	-407.101	-415.708	8.60726	0.7957101	10.25615	0.0193031	0.102864	0.146024	0.094454	0.10691	0.00882064	0.0340121	0.0435127	0.08709	0.00751287	0.169587	0.0161665	0.00602787	0.0125308	0.0282292	0.081422	0.0858111	0.234138	0.00666029	0.200525	0.00710816	0.0316342	0.0177304	0.0174212	0.0739096	0.0422807	0.0193839	0.086637	0.0396976	0.0378047	0.019352	0.139261	0.647216	0.0946456	0.405401	0.955759	2.54419	2.671038
15620	-401.37	-411.037	9.66691	1.071449	10.58468	0.0118958	0.075734	0.101927	0.0875937	0.0920226	0.0439069	0.0092815	0.04443	0.0203031	0.0302521	0.242581	0.0126265	0.00336769	0.0251043	0.0535672	0.0973914	0.0802986	0.342759	0.00798237	0.0999438	0.0128733	0.0539631	0.00393218	0.0113012	0.0364073	0.140253	0.010541	0.0979907	0.0724208	0.0612405	0.0413196	0.247367	0.281488	0.150986	0.497222	1.0109	2.34089	2.554066
15630	-394.631	-409.974	15.3424	1.187708	16.71368	0.0263229	0.075675	0.0802051	0.0351351	0.0854905	0.0259341	0.0243662	0.0159723	0.0240708	0.0164548	0.188892	0.0174146	0.00235369	0.0302569	0.0521428	0.0291542	0.0413632	0.155312	0.00437485	0.161739	0.0304532	0.0741639	0.00629791	0.00386862	0.0300199	0.0588383	0.0230343	0.0770589	0.146288	0.054239	0.0548835	0.144191	0.303597	0.172818	0.526717	1.02527	2.2752	2.099564
15640	-401.339	-404.838	3.49917	1.008096	19.18356	0.0264952	0.147697	0.0579822	0.017815	0.0699146	0.0244372	0.0152777	0.0074725	0.0238652	0.00258699	0.044117	0.0250252	0.00139597	0.051826	0.0329692	0.0192767	0.0692476	0.284532	0.00318501	0.204288	0.0135562	0.0569482	0.00568458	0.0120753	0.238534	0.0273279	0.0204956	0.180971	0.330167	0.0424741	0.0623706	0.207825	0.339478	0.138566	0.479172	1.00133	2.38093	2.667315
15650	-399.598	-413.319	13.721	0.8104358	14.52187	0.0407338	0.0351552	0.0564603	0.0325526	0.0454148	0.0118639	0.0222866	0.0385353	0.0137319	0.00190341	0.0419646	0.0363712	0.00334722	0.06243	0.0366161	0.0117654	0.127814	0.223309	0.0131409	0.243479	0.00494269	0.0420601	0.00548642	0.0115325	0.16653	0.0178895	0.0275613	0.131403	0.212969	0.0511311	0.103878	0.142335	0.248238	0.0977774	0.411302	0.959805	2.53112	2.264832
15660	-395.111	-410.555	15.4443	0.4096098	13.36156	0.0119467	0.0252481	0.0606296	0.0868312	0.0949097	0.00419663	0.0109308	0.0215619	0.0293181	0.00200318	0.0703253	0.0268029	0.00965566	0.0370317	0.0477621	0.0129103	0.0866508	0.29337	0.0606202	0.128228	0.00970322	0.0520718	0.0112377	0.0388683	0.081218	0.0330753	0.0222763	0.200443	0.128311	0.0267715	0.0493546	0.122375	0.277601	0.0181248	0.188898	0.741473	3.0515	2.174239
15670	-392.889	-411.64	18.7507	1.078423	18.87149	0.0161824	0.00876032	0.0509625	0.096389	0.0521422	0.0025032	0.0257711	0.0306168	0.0217094	0.00167855	0.0599584	0.079194	0.0223254	0.0272903	0.0372432	0.0383895	0.0886712	0.16493	0.034323	0.185169	0.0116843	0.0387607	0.00739777	0.0374129	0.021822	0.0236909	0.043407	0.0868378	0.196265	0.0260959	0.0389619	0.152415	0.145184	0.15233	0.499118	1.01187	2.33668	1.874146
15680	-394.184	-405.086	10.9018	0.7282375	14.23546	0.0177822	0.0152865	0.0766254	0.174959	0.0571262	0.00684242	0.00831868	0.00947303	0.0187628	0.0168012	0.0552604	0.0388624	0.00627071	0.0155406	0.0185848	0.0248887	0.0777275	0.425379	0.0322849	0.139833	0.0455164	0.0282112	0.048684	0.0253049	0.0560452	0.0616006	0.0725152	0.201701	0.228754	0.0379392	0.0498977	0.136487	0.242798	0.0802271	0.376554	0.934899	2.60832	2.472064
15690	-400.951	-405.094	4.14319	1.346123	9.741151	0.00443597	0.0218651	0.045946	0.113502	0.0699479	0.00149452	0.0236222	0.0082456	0.0292394	0.0184586	0.143951	0.0471661	0.00363868	0.0370752	0.0404178	0.0267245	0.145125	0.326549	0.0809664	0.299186	0.0380415	0.010416	0.0284011	0.0594101	0.0893893	0.0487478	0.0186755	0.295171	0.211519	0.0570258	0.072385	0.348018	0.285305	0.200543	0.560765	1.03994	2.19875	3.050062
15700	-403.64	-406.196	2.55584	0.9920736	9.957638	0.00273476	0.0426585	0.0769592	0.0599445	0.154002	0.00221336	0.0443394	0.0374628	0.044414	0.0606129	0.200079	0.0588681	0.00611278	0.0182637	0.0206397	0.0688898	0.0588556	0.258214	0.17478	0.26052	0.0539817	0.00680231	0.031482	0.020701	0.0516628	0.0433498	0.00215472	0.267443	0.102613	0.066036	0.0514646	0.197369	0.70159	0.13537	0.474356	0.998674	2.3916	3.247213
15710	-405.317	-410.765	5.44792	0.8898437	18.50273	0.00300277	0.0814344	0.0941269	0.0632911	0.14285	0.00264054	0.0099816	0.0126379	0.0353898	0.0617444	0.0506847	0.0278265	0.00642635	0.0124013	0.02957	0.0925796	0.0296429	0.192471	0.0397652	0.143457	0.176521	0.00351423	0.0273819	0.0425455	0.0932999	0.0115259	0.00442831	0.136127	0.185734	0.0430031	0.0301945	0.343904	0.379339	0.114485	0.44094	0.979047	2.46553	2.609442
15720	-396.146	-403.192	7.0452	1.015335	12.58519	0.0106591	0.0563987	0.0780835	0.0756627	0.148232	0.0141843	0.0060157	0.00704879	0.0229275	0.121908	0.0555625	0.0220402	0.00742233	0.0170836	0.0392454	0.0737906	0.0710371	0.225797	0.0502978	0.0939815	0.0674097	0.0107225	0.0234396	0.0301518	0.111405	0.0512821	0.00434606	0.366741	0.10565	0.0637838	0.122563	0.28455	0.343562	0.140003	0.481313	1.0025	2.37619	2.782987
15730	-397.256	-400.192	2.93563	0.6140746	11.23725	0.0226543	0.0630299	0.0530793	0.236197	0.205358	0.0259029	0.00429493	0.00361004	0.00151128	0.147804	0.0126996	0.0215657	0.0201285	0.0284542	0.0288654	0.127157	0.0926533	0.220619	0.0475841	0.133877	0.0526714	0.0158873	0.0351716	0.0632617	0.110561	0.0297105	0.0105351	0.20699	0.207624	0.0347747	0.0996697	0.17866	0.666977	0.0560233	0.320006	0.888333	2.73564	3.209538
15740	-403.36	-407.996	4.63541	0.9405274	10.66147	0.0568954	0.122765	0.0477703	0.14871	0.0843919	0.0378363	0.0024528	0.00541896	0.00314271	0.222753	0.0127502	0.0251039	0.020302	0.0161088	0.0658629	0.0814185	0.125209	0.265572	0.0963283	0.119466	0.0229898	0.0179559	0.0219643	0.0238941	0.102842	0.0391323	0.00390246	0.383308	0.122475	0.015649	0.0801137	0.348249	0.298083	0.12494	0.458116	0.989401	2.42754	3.040816
15750	-404.239	-405.633	1.39368	1.24984	7.976031	0.0649727	0.0825777	0.0432927	0.023785	0.172396	0.0174751	0.0101113	0.00979056	0.00162893	0.0931092	0.0282186	0.00692435	0.0173727	0.035533	0.120208	0.0981873	0.172436	0.357012	0.182324	0.164764	0.0202777	0.00734609	0.0155774	0.165853	0.073652	0.0509228	0.00799898	0.377106	0.223132	0.0180252	0.0611648	0.301595	0.274194	0.183969	0.540826	1.0316	2.24361	3.298963
15760	-398.621	-410.781	12.1593	1.813027	15.42309	0.0180209	0.039549	0.034781	0.035917	0.0493503	0.0101739	0.0162074	0.0154535	0.00284835	0.0620523	0.0521326	0.00519802	0.0291998	0.00939408	0.0763801	0.0672944	0.0569519	0.131997	0.0538103	0.123291	0.0259144	0.00349656	0.0359459	0.0835229	0.0566858	0.0584958	0.00508588	0.145934	0.282654	0.0219849	0.0449751	0.226055	0.405134	0.269886	0.633535	1.06452	2.03206	2.285887
15770	-395.099	-407.271	12.1721	0.8712529	10.03365	0.0108988	0.0261992	0.0226681	0.0229694	0.0690333	0.0116786	0.022928	0.0176414	0.00439922	0.133395	0.033857	0.00313345	0.0176539	0.00970876	0.0709389	0.0378934	0.158596	0.165473	0.0875511	0.0964811	0.0251973	0.00778904	0.0544223	0.0765599	0.0205153	0.0315322	0.0109769	0.350695	0.165563	0.0369673	0.0648586	0.244378	0.187195	0.110606	0.434314	0.974898	2.48018	2.299748
15780	-401.382	-414.417	13.0355	0.4694085	13.19689	0.00185795	0.105736	0.0377182	0.0906243	0.0758494	0.0153833	0.0240084	0.0190706	0.00710244	0.0493426	0.018921	0.00429287	0.0253342	0.00609244	0.0543872	0.0434578	0.0551389	0.131653	0.0725682	0.209075	0.0484752	0.00324513	0.0346395	0.0302239	0.0675366	0.0106968	0.0142511	0.116001	0.258924	0.00507469	0.0183581	0.386741	0.309068	0.0278677	0.231476	0.796666	2.94399	2.350849
