Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2600	-386.544	-395.862	9.31824	0.8718655	11.17446	0.00824697	0.0318	0.0376281	0.0367406	0.0764502	0.0116996	0.00219029	0.0104188	0.0183463	0.0806084	0.0181622	0.0311091	0.0723329	0.00479321	0.0332235	0.0666445	0.168158	0.381427	0.133563	0.0244822	0.012195	0.0304849	0.0460875	0.234776	0.0349169	0.0604858	0.0210563	0.0285679	0.174478	0.0175643	0.329168	0.249552	0.130542	0.110734	0.434535	0.975038	2.47969	2.6179
2610	-391.469	-402.855	11.3856	2.587239	22.7918	0.0213375	0.0315468	0.0371069	0.0183302	0.0603012	0.0127138	0.00202115	0.0282039	0.0758824	0.110997	0.0532503	0.03814	0.0121739	0.00380805	0.0133713	0.0245149	0.146346	0.250197	0.112689	0.0260211	0.00668154	0.0337996	0.0958286	0.117797	0.0579058	0.0617477	0.0319402	0.039837	0.0164436	0.0124481	0.223208	0.117145	0.153883	0.354575	0.705769	1.07955	1.8601	2.047617
2620	-395.836	-407.778	11.9412	1.135723	10.38477	0.00479937	0.0497449	0.0440644	0.0244672	0.0665619	0.0112299	0.000485458	0.0598063	0.0579018	0.097161	0.0757166	0.0194457	0.00530763	0.00297965	0.0295033	0.0422063	0.0955639	0.166165	0.0610306	0.0583938	0.0066811	0.0595141	0.107397	0.106049	0.0324636	0.0486959	0.0399517	0.0255315	0.0440886	0.0229999	0.411061	0.190849	0.253479	0.163212	0.514063	1.01929	2.30343	2.321297
2630	-402.908	-412.098	9.19032	1.116553	11.01853	0.00489357	0.113527	0.0447416	0.0263091	0.0459488	0.0283609	0.00136868	0.0599413	0.124338	0.0599952	0.07483	0.0167439	0.0264465	0.0128341	0.02559	0.111378	0.0465171	0.191612	0.0962133	0.0505427	0.0111748	0.0450228	0.126174	0.238276	0.103135	0.0421635	0.0501527	0.0554933	0.0102653	0.0292717	0.352162	0.175902	0.20377	0.159605	0.509185	1.01691	2.3143	2.605094
2640	-392.614	-404.287	11.6736	1.652368	13.7159	0.00137799	0.136033	0.0400807	0.0328102	0.150577	0.00944122	0.00211893	0.0719301	0.0593314	0.0598367	0.0575792	0.0140291	0.012359	0.018407	0.018525	0.0909252	0.0581335	0.257477	0.0371741	0.0557326	0.0108928	0.166239	0.257861	0.116358	0.0614444	0.0391625	0.018679	0.0296262	0.00484889	0.0366762	0.176534	0.105903	0.152077	0.24793	0.612098	1.05824	2.08173	2.360181
2650	-402.077	-405.417	3.33963	0.6737292	8.242226	0.000253957	0.054513	0.0486914	0.0360073	0.151004	0.0129546	0.00149845	0.0516171	0.0208102	0.256462	0.137787	0.00822057	0.00342963	0.0353211	0.0295619	0.0962686	0.0787409	0.562082	0.0566326	0.174792	0.00927668	0.208994	0.268936	0.0751103	0.0475708	0.06609	0.0416435	0.0510376	0.015885	0.0167124	0.282051	0.14425	0.106997	0.068588	0.350867	0.91473	2.66582	3.151202
2660	-402.45	-405.752	3.30148	0.9066772	8.653325	0.00011655	0.0524372	0.0776119	0.0101728	0.0580698	0.0124827	0.00448061	0.122816	0.0240605	0.107721	0.210188	0.00582054	0.00392393	0.0116444	0.016032	0.139843	0.074568	0.373403	0.0175149	0.11893	0.0197882	0.0373305	0.192497	0.0278652	0.0596321	0.139356	0.022764	0.0463986	0.00487803	0.0170484	0.703226	0.235961	0.206521	0.117978	0.446785	0.982635	2.4526	3.155103
2670	-405.529	-400.944	-4.58513	1.485984	6.428218	9.42439e-05	0.0459499	0.0928822	0.0299125	0.021848	0.00271727	0.00566176	0.0950234	0.050761	0.136996	0.288638	0.00767529	0.0294812	0.0189339	0.025927	0.0888194	0.0866204	0.641156	0.0510255	0.0377877	0.0514437	0.0605456	0.28877	0.0506077	0.0478414	0.0565435	0.0166928	0.0279854	0.00976586	0.0640651	1.09105	0.121768	0.282274	0.223149	0.586207	1.04959	2.14106	3.927265
2680	-406.845	-411.406	4.56064	0.4352845	10.66757	2.02436e-05	0.0497277	0.114438	0.0839604	0.0727656	0.00856724	0.00914776	0.0435596	0.111654	0.0698485	0.315089	0.00799883	0.0363465	0.0388673	0.0434775	0.101098	0.043698	0.270841	0.185338	0.00881515	0.0706956	0.111323	0.362141	0.0175247	0.0437258	0.0917924	0.0514216	0.0258038	0.0162394	0.0453447	0.410877	0.0494475	0.183509	0.0221164	0.207588	0.766804	3.00349	3.095104
2690	-407.056	-404.934	-2.12277	1.048897	9.147333	0.00010586	0.0645655	0.107281	0.0613399	0.164921	0.00401159	0.0702174	0.0145556	0.0463647	0.0657065	0.40393	0.00663097	0.0271891	0.0321355	0.0129748	0.0924684	0.0395739	0.682631	0.136958	0.0316522	0.109064	0.29325	0.286836	0.044842	0.0810808	0.0829952	0.0399961	0.0101871	0.00634345	0.042462	0.477693	0.0551401	0.156534	0.146606	0.490971	1.00765	2.35477	3.751636
2700	-401.388	-409.103	7.71514	1.359684	12.78663	0.000226001	0.0781496	0.157208	0.0735017	0.088252	0.011108	0.0325153	0.0181903	0.0549055	0.171427	0.183588	0.0122896	0.0209534	0.0128927	0.0119506	0.0398735	0.0467739	0.219209	0.0274447	0.0312275	0.193551	0.11469	0.239841	0.0627455	0.0800683	0.0480613	0.109896	0.0216462	0.00671163	0.0934243	0.311449	0.104495	0.0193849	0.20281	0.563403	1.041	2.19279	2.69765
2710	-398.634	-404.828	6.19353	0.9662962	11.38682	5.13149e-05	0.0339404	0.138662	0.0337109	0.124387	0.0206873	0.0297887	0.0267377	0.111673	0.210047	0.0807208	0.0211532	0.0179904	0.000961473	0.0593011	0.0819587	0.0694096	0.304178	0.0303555	0.0143665	0.131714	0.0937127	0.230817	0.0731542	0.0938371	0.11297	0.0873829	0.0870559	0.00958171	0.0498232	0.410227	0.0791112	0.0165596	0.130181	0.466381	0.994183	2.40925	2.886028
2720	-403.587	-406.947	3.36015	1.922871	11.00147	6.09241e-05	0.133134	0.0974714	0.0625155	0.0498394	0.00612392	0.0271162	0.0156975	0.055155	0.0428264	0.160728	0.00446938	0.0757678	0.000936796	0.0394413	0.151634	0.0953355	0.207312	0.0639735	0.0130749	0.227808	0.10401	0.42371	0.288282	0.077154	0.122594	0.0879959	0.0701972	0.0157117	0.0411434	0.25058	0.0155896	0.0340603	0.283891	0.646553	1.06793	2.00162	3.061449
2730	-412.582	-407.58	-5.00179	2.196299	6.382417	0.000145191	0.107946	0.144386	0.0502389	0.0266437	0.00507563	0.03121	0.0290382	0.113967	0.0263575	0.179307	0.00901589	0.0548593	0.000160336	0.0274716	0.0946427	0.194802	0.569332	0.0156291	0.00467341	0.36939	0.284373	0.293127	0.24808	0.123374	0.0542522	0.0248051	0.0593356	0.0962921	0.0565463	0.521484	0.0137463	0.0441941	0.315632	0.674386	1.07421	1.93578	3.873902
2740	-403.697	-408.482	4.78507	2.136893	12.14202	0.000250281	0.104668	0.0712659	0.0127716	0.030716	0.00173992	0.0171449	0.00441597	0.117393	0.0412234	0.109043	0.0474865	0.111683	0.000257228	0.0200285	0.104709	0.167241	0.179378	0.0526079	0.00309418	0.206945	0.311371	0.226122	0.213767	0.108409	0.0800442	0.0327887	0.0715766	0.0329349	0.0262996	0.318824	0.00378847	0.0582169	0.309086	0.668823	1.07307	1.94902	2.888203
2750	-388.075	-404.158	16.0831	0.3248783	13.8926	0.000629832	0.0217827	0.0288798	0.0190483	0.0453268	0.00131588	0.00485749	0.000503405	0.0352042	0.0524895	0.10015	0.0430617	0.0222192	0.000231588	0.0129809	0.0345396	0.147979	0.166521	0.0140062	0.00323705	0.132699	0.135799	0.145138	0.318904	0.114635	0.0225237	0.0320173	0.0406879	0.0487236	0.0433767	0.284299	0.00482076	0.0575865	0.00752893	0.123936	0.635312	3.23322	2.136175
2760	-379.362	-405.056	25.6941	0.2539328	14.73994	0.00361834	0.0382457	0.021499	0.0251497	0.0102827	0.00465803	0.0145346	0.000113533	0.0154082	0.0321628	0.0338017	0.0257155	0.0131997	0.000170306	0.00797581	0.0807127	0.0658535	0.111699	0.0126406	0.00285545	0.0227006	0.0620757	0.124199	0.155252	0.0934149	0.0254123	0.0500129	0.017692	0.0187214	0.0346872	0.277092	0.00665663	0.0789885	0.00230014	0.0695445	0.509706	3.41845	1.487202
2770	-364.972	-399.76	34.788	0.2338358	27.25718	0.0056674	0.0178461	0.032453	0.00928058	0.0208964	0.0115677	0.00994003	0.00028558	0.0179396	0.0648679	0.036923	0.0278092	0.00667262	0.000839493	0.0149929	0.0292663	0.0260327	0.171103	0.0276828	0.000500383	0.0333013	0.0999826	0.0490681	0.0749338	0.0336432	0.0305808	0.0229399	0.0534702	0.0103262	0.044471	0.126813	0.00425829	0.00742328	0.00144205	0.0552909	0.466136	3.47713	1.123779
2780	-368.717	-401.476	32.759	0.2580354	21.80836	0.0128842	0.011114	0.023451	0.0133239	0.0203712	0.0109559	0.00128306	0.000137869	0.0339171	0.129142	0.005385	0.0417342	0.00105955	0.00386689	0.0340865	0.0430017	0.0492968	0.158748	0.0258543	0.00172169	0.0259402	0.0772629	0.0191889	0.0467639	0.0388185	0.0218892	0.0138731	0.0327246	0.0108232	0.0946319	0.190539	0.0111391	0.00404452	0.00250759	0.0725512	0.518127	3.40681	1.208974
2790	-383.437	-408.574	25.1365	0.4158014	18.97431	0.0047379	0.0406218	0.00929584	0.037526	0.0143987	0.0266093	0.00188398	8.98354e-05	0.0213367	0.103796	0.00714601	0.0390077	0.00207433	0.0146446	0.0405373	0.055073	0.0686273	0.269812	0.0250636	0.00133597	0.036064	0.155849	0.0258813	0.0627472	0.0112856	0.104745	0.00652437	0.0132922	0.0128529	0.0167857	0.326793	0.0105738	0.00371523	0.0190585	0.193458	0.747828	3.03966	1.570727
2800	-380.188	-399.101	18.9134	0.5143019	13.72812	0.00836908	0.0345936	0.0144847	0.0282495	0.0307139	0.0352018	0.0022402	4.75424e-05	0.0127863	0.0959157	0.0111222	0.0191646	0.0025278	0.00473225	0.011823	0.0521489	0.0792499	0.462083	0.0064694	0.000761918	0.0410066	0.141831	0.0831041	0.168836	0.024958	0.133729	0.0462353	0.0508428	0.00629782	0.0196271	0.273465	0.00400358	0.00894925	0.0360682	0.26115	0.830402	2.87238	1.915571
2810	-379.333	-404.237	24.9042	0.5250434	18.6911	0.00616105	0.0121556	0.0108179	0.0170423	0.0736434	0.0302028	0.00794546	2.78805e-05	0.0323118	0.0908583	0.0107733	0.0167904	0.0105663	0.00973813	0.0173259	0.0997418	0.122984	0.146292	0.00650189	0.00168709	0.0237933	0.102322	0.0526767	0.112616	0.0284997	0.096455	0.0439643	0.0366779	0.0477023	0.0253527	0.26488	0.00463836	0.0144425	0.0381181	0.267951	0.837669	2.85626	1.577588
2820	-377.739	-405.74	28.0018	0.2700735	19.92072	0.00697391	0.011242	0.0123671	0.016606	0.0581247	0.0310715	0.002271	9.81249e-05	0.0402165	0.0481546	0.015107	0.0186946	0.0101022	0.0080657	0.0131532	0.0208141	0.0398985	0.19281	0.0215752	0.00269556	0.0156887	0.055504	0.0446044	0.137051	0.0239025	0.142898	0.0648745	0.0192314	0.0482748	0.00903687	0.286916	0.00518297	0.0075079	0.00318211	0.0815225	0.541951	3.37334	1.430714
2830	-383.534	-405.087	21.5529	0.3256906	19.08457	0.00931067	0.0283216	0.0255061	0.0126469	0.100674	0.0201622	0.00476189	0.000163189	0.0310905	0.0741283	0.0129966	0.0631893	0.012729	0.00233214	0.0288298	0.0836707	0.0266481	0.123722	0.0173939	0.00072187	0.0144747	0.0943072	0.0771886	0.160672	0.0948615	0.0689612	0.22421	0.0266533	0.0816036	0.014492	0.218392	0.00515482	0.00304064	0.00760904	0.124572	0.636528	3.23129	1.763011
2840	-386.737	-402.831	16.0937	0.2964216	16.26232	0.00671264	0.0621217	0.0181438	0.0140044	0.0950212	0.0203645	0.000690283	0.000132851	0.0229843	0.0861038	0.0202106	0.0478453	0.0248651	0.00375814	0.0372324	0.0697045	0.0414437	0.289663	0.0528224	0.00153387	0.0362111	0.305893	0.113034	0.153883	0.0954113	0.0315689	0.0917476	0.0748228	0.0402699	0.0413267	0.211691	0.00371032	0.00151864	0.00500953	0.101714	0.589744	3.30353	2.116446
2850	-383.807	-406.819	23.0122	0.4093957	18.83202	0.0169643	0.0246878	0.0502418	0.010527	0.0667388	0.00931283	0.00502332	0.00011017	0.094979	0.0735	0.0882036	0.0599222	0.0243196	0.000955	0.0354106	0.0406098	0.0261179	0.240078	0.0718939	0.00323617	0.0407807	0.151824	0.101099	0.102699	0.0349779	0.0109891	0.0910428	0.0590953	0.0173824	0.0131368	0.103787	0.0120943	0.00231801	0.0180929	0.188739	0.741251	3.05192	1.684058
2860	-381.452	-407.728	26.2762	0.3267326	15.37863	0.0333972	0.0398853	0.0171592	0.0194004	0.0597358	0.00615335	0.0134888	0.000193651	0.0672435	0.0903756	0.0518081	0.0616085	0.029135	0.000945732	0.0515796	0.0657528	0.0977061	0.12293	0.0486231	0.00820386	0.0174087	0.0409826	0.0351417	0.191711	0.0266581	0.0159759	0.0722913	0.0406807	0.00323887	0.0298577	0.0942759	0.00654241	0.00548232	0.00771247	0.125387	0.638082	3.22882	1.465572
2870	-383.942	-402.785	18.8426	0.5804802	12.82643	0.0392863	0.0985369	0.0243172	0.00703657	0.038469	0.0087975	0.0307243	0.000399868	0.0361152	0.124884	0.0294961	0.0187655	0.0307192	0.00180851	0.0132466	0.0692453	0.0932116	0.310906	0.0229738	0.0117559	0.0211054	0.122305	0.118867	0.255244	0.0737565	0.02206	0.0825763	0.0254679	0.00205073	0.0352965	0.0976852	0.00589946	0.0168504	0.0491087	0.301246	0.871024	2.77862	1.889861
2880	-394.842	-408.992	14.1501	0.4654491	15.42613	0.0177632	0.0336867	0.0426581	0.00649851	0.0671099	0.0223551	0.0163993	0.00292634	0.0609166	0.175342	0.138746	0.0150287	0.016557	0.00249323	0.00524912	0.210725	0.107353	0.142656	0.00817828	0.0158027	0.028122	0.240478	0.0561959	0.332699	0.0642193	0.0607385	0.0652514	0.0268445	0.000781659	0.0117639	0.188571	0.0060357	0.053973	0.0271769	0.228763	0.793404	2.95066	2.244118
2890	-393.877	-405.423	11.5461	0.3749732	13.85893	0.0107808	0.0222021	0.0665898	0.0116971	0.108786	0.0418324	0.0049911	0.00579161	0.0452174	0.107865	0.0506974	0.0796201	0.0116738	0.00150874	0.00606653	0.0989669	0.13919	0.180849	0.00585184	0.0410807	0.0093193	0.0918688	0.0647079	0.450917	0.0400036	0.294592	0.117143	0.0998811	0.000738909	0.0191835	0.212687	0.00338328	0.014148	0.0132757	0.162828	0.702713	3.12118	2.45983
2900	-386.322	-407.45	21.1278	0.4707051	16.7077	0.00717711	0.0217166	0.0664118	0.0130071	0.14716	0.0157872	0.00456821	0.00955743	0.033557	0.0764799	0.0759045	0.0630179	0.00353608	0.00496999	0.011226	0.0516286	0.16296	0.120304	0.00716241	0.0408787	0.00543663	0.121637	0.0399997	0.205873	0.0743343	0.12954	0.0950169	0.0859116	0.000657224	0.0191119	0.0545008	0.00366589	0.023628	0.0280952	0.232362	0.797724	2.94182	1.796324
2910	-403.903	-413.018	9.11451	0.875845	11.91149	0.00421303	0.0923794	0.0863107	0.0258366	0.00411616	0.0142378	0.00969757	0.00825627	0.0457975	0.143394	0.0742165	0.0455262	0.0055229	0.00458227	0.014783	0.0694437	0.248871	0.170028	0.00553573	0.00582703	0.00296099	0.364847	0.0465362	0.509816	0.0265916	0.0497877	0.261786	0.064576	0.00342201	0.0896128	0.0490799	0.00328686	0.0863882	0.111566	0.435968	0.975942	2.47652	2.637266
2920	-405.992	-413.107	7.11541	0.8168534	15.75605	0.010458	0.0644886	0.0410873	0.0419142	0.0156754	0.0128661	0.0114799	0.031024	0.0547724	0.195533	0.279469	0.021386	0.00942111	0.00161245	0.00940186	0.0910745	0.196262	0.201815	0.0389089	0.00414841	0.000605598	0.32827	0.0802065	0.323862	0.0215651	0.043024	0.326931	0.0699461	0.00816817	0.0465462	0.034363	0.00194075	0.0432109	0.0991396	0.413832	0.961518	2.52551	2.661437
2930	-397.454	-406.24	8.78556	0.540496	16.40802	0.0126644	0.0542285	0.0565212	0.129056	0.0547599	0.0274413	0.0138161	0.030125	0.0384885	0.194304	0.14222	0.0259569	0.0261647	0.000556818	0.00723344	0.053145	0.0977834	0.161668	0.0749787	0.00748903	0.00414341	0.172323	0.053909	0.549623	0.0175526	0.0508413	0.340502	0.0229408	0.0122669	0.0499607	0.0352238	0.00242943	0.0240222	0.0411171	0.277533	0.847636	2.83371	2.544339
2940	-397.166	-408.363	11.1972	0.3783555	11.49364	0.00771387	0.101973	0.0383021	0.0796811	0.136075	0.0239964	0.0160397	0.0175851	0.0382558	0.0275908	0.276444	0.0344576	0.0407685	0.000568006	0.0126581	0.0983528	0.199233	0.141273	0.130056	0.0288563	0.0351203	0.134513	0.0200214	0.358582	0.0327244	0.072394	0.15549	0.0243557	0.0331735	0.0821548	0.0455228	0.00508055	0.0509548	0.0137197	0.165412	0.706755	3.11411	2.499967
2950	-389.922	-403.17	13.2476	0.4393305	12.07104	0.00714457	0.0738969	0.0352355	0.0184048	0.139095	0.00986762	0.0113917	0.0355298	0.0374554	0.0554489	0.177764	0.0166352	0.0485022	0.000307969	0.00606534	0.0886706	0.139758	0.172612	0.104544	0.0113375	0.0218186	0.158101	0.01476	0.508371	0.0375281	0.0880534	0.10763	0.0299972	0.0261053	0.0537825	0.0367394	0.0205466	0.036804	0.0227731	0.210478	0.77056	2.99619	2.329905
2960	-395.901	-400.436	4.53432	1.208459	13.55184	0.00829745	0.0556317	0.125489	0.0649423	0.0823165	0.0155531	0.0165944	0.0294252	0.0142951	0.0891006	0.115927	0.0597103	0.0334603	0.000143003	0.00863463	0.0621709	0.123663	0.222333	0.24172	0.0173231	0.00951795	0.281326	0.0158903	0.727721	0.0488832	0.0905579	0.186679	0.0270339	0.0287398	0.0523847	0.050213	0.0031627	0.0125997	0.176583	0.531547	1.02747	2.2644	2.921441
2970	-396.395	-404.202	7.80703	0.6529598	19.63985	0.00370291	0.0244094	0.114684	0.0318633	0.131767	0.00645289	0.00704498	0.0402726	0.0214499	0.0631095	0.0996475	0.070379	0.00821932	0.000330277	0.00722937	0.0386971	0.0413555	0.272861	0.219945	0.0529961	0.0056436	0.237704	0.0340368	0.362135	0.0527011	0.106359	0.168258	0.0346413	0.0428068	0.0393349	0.0714325	0.00549149	0.0219759	0.0641832	0.340463	0.906107	2.68925	2.438937
2980	-405.179	-413.293	8.11366	0.5464685	10.39104	0.00917711	0.0251102	0.041613	0.0390123	0.0897143	0.040101	0.00237581	0.0699727	0.0501793	0.136966	0.134289	0.0789404	0.019299	0.000475961	0.0137787	0.0162683	0.0367824	0.249548	0.151344	0.0881938	0.0323924	0.294998	0.0420983	0.480321	0.0303255	0.201345	0.211802	0.0274856	0.0512097	0.00530194	0.0535039	0.0041284	0.0187003	0.0422908	0.281173	0.851342	2.82519	2.746752
2990	-392.852	-405.903	13.0504	0.333041	12.10806	0.0323324	0.0515173	0.0499018	0.0236461	0.0817536	0.025869	0.00417293	0.0229761	0.0185562	0.0665517	0.110162	0.0740745	0.0479715	0.000658703	0.00889626	0.0358366	0.0422605	0.229484	0.259266	0.105449	0.0291625	0.0769547	0.0480785	0.386529	0.0195228	0.220261	0.110941	0.032985	0.0602845	0.0121357	0.0422894	0.00338507	0.0217152	0.00835431	0.130324	0.647338	3.21398	2.35558
3000	-393.138	-405.39	12.2522	0.3793919	11.16967	0.00894362	0.0401853	0.104822	0.03847	0.0386231	0.0220832	0.0162632	0.0111017	0.0581381	0.0607266	0.0814413	0.0375995	0.0498273	0.00138736	0.0237711	0.0383431	0.0263622	0.446829	0.209094	0.0499096	0.0534045	0.0532935	0.0216038	0.196273	0.0510792	0.214987	0.246324	0.0483882	0.0585321	0.0127697	0.0547848	0.00425264	0.0196466	0.0138571	0.166202	0.707981	3.11196	2.399261
3010	-390.521	-402.402	11.8812	0.7487704	14.00752	0.00492984	0.158037	0.0970478	0.0356136	0.0387776	0.0333063	0.0111372	0.0139955	0.00910139	0.122041	0.081136	0.0351178	0.0274058	0.000517464	0.053561	0.0844538	0.0338507	0.321845	0.313517	0.0838483	0.0693565	0.0204761	0.0398982	0.24894	0.0301848	0.144963	0.115524	0.0292614	0.0752029	0.004595	0.0498111	0.00274861	0.0159344	0.0846215	0.385661	0.941682	2.58804	2.406135
3020	-387.388	-403.181	15.7929	0.6835821	13.84588	0.00873107	0.115822	0.0958331	0.0202947	0.0242288	0.0265775	0.00931355	0.00526332	0.0356986	0.0635793	0.076168	0.0326311	0.0165865	0.00148263	0.0191148	0.094896	0.111512	0.179948	0.216231	0.0170102	0.0808221	0.0380652	0.031151	0.429727	0.0775876	0.0580183	0.0664301	0.0499055	0.0308861	0.0101757	0.0665998	0.0021909	0.0185997	0.0706854	0.35568	0.918629	2.65501	2.131081
3030	-384.808	-400.044	15.2354	0.7884372	16.56099	0.0102203	0.0654118	0.0652051	0.0108359	0.131116	0.0197911	0.0145041	0.0215591	0.0154561	0.0654703	0.1168	0.0424871	0.00555895	0.000234796	0.0304379	0.0598923	0.0417174	0.220506	0.132275	0.0239092	0.0592687	0.0663425	0.07711	0.410119	0.0285537	0.08388	0.145732	0.0312586	0.0542381	0.00998564	0.0463295	0.00633542	0.0205107	0.093096	0.402437	0.953699	2.55077	2.133052
3040	-387.368	-411.477	24.1097	0.7471851	20.32876	0.00685518	0.0200895	0.0944041	0.00655033	0.0364075	0.0134827	0.0150107	0.00534928	0.0120506	0.0518118	0.0280459	0.0375724	0.0171493	0.000369307	0.0351335	0.0552478	0.0688487	0.23048	0.0742641	0.0126074	0.0767937	0.0378709	0.080313	0.205977	0.0485923	0.0762785	0.0538142	0.062237	0.0433574	0.0122954	0.056115	0.0176728	0.00584111	0.0842822	0.384968	0.941173	2.58958	1.598888
3050	-400.217	-410.296	10.0789	0.7773603	18.18127	0.0223453	0.0643507	0.0278657	0.00713033	0.0935153	0.0418849	0.00717025	0.0290282	0.00523829	0.0466144	0.0562365	0.0701007	0.0876895	0.000770448	0.0510824	0.090804	0.0491336	0.126773	0.0233219	0.00583551	0.140333	0.0856081	0.136846	0.410096	0.0749366	0.210611	0.224536	0.0257933	0.0650529	0.0159153	0.0278061	0.0341885	0.0201652	0.0907329	0.397857	0.950479	2.56093	2.378779
3060	-392.404	-404.849	12.4451	1.393393	12.03949	0.0425404	0.119198	0.0273306	0.0213165	0.0526297	0.026676	0.00447579	0.00756483	0.00618173	0.0924206	0.0225458	0.0428514	0.0124551	0.000256668	0.0864608	0.0805978	0.0802087	0.401938	0.0686794	0.0188936	0.154225	0.122397	0.0812219	0.133134	0.0555373	0.13241	0.135352	0.0573637	0.0808175	0.0322335	0.0815186	0.018605	0.0167315	0.208374	0.569793	1.0435	2.17834	2.316768
3070	-395.749	-409.475	13.7258	1.043158	13.97704	0.0334895	0.0768543	0.0670258	0.0155774	0.130822	0.0114619	0.00274537	0.00587114	0.0105689	0.114058	0.00587571	0.0194595	0.0153225	0.000916424	0.0592552	0.0707853	0.106283	0.317895	0.0428833	0.00982283	0.134219	0.0818562	0.116753	0.244254	0.0373253	0.105974	0.0931936	0.0155005	0.0469541	0.0269159	0.109177	0.102911	0.0216287	0.145484	0.48935	1.0068	2.35837	2.253634
3080	-389.36	-405.921	16.5607	0.504349	15.62626	0.0194377	0.104741	0.0298153	0.0478296	0.139934	0.00627652	0.00643477	0.00170981	0.0096414	0.0487981	0.00655298	0.0536447	0.0158648	0.00252239	0.0353656	0.0373728	0.0500754	0.180704	0.0772025	0.00226359	0.0551726	0.0831658	0.0559377	0.345812	0.0265052	0.182489	0.0991479	0.00864554	0.0534616	0.0313609	0.154855	0.0954118	0.0151322	0.0341966	0.254746	0.823407	2.88765	2.083284
3090	-393.305	-413.382	20.0776	0.2561213	14.19938	0.012846	0.0628504	0.0429388	0.0190336	0.0533488	0.00201718	0.00134957	0.000407434	0.00530399	0.0614998	0.00400171	0.0221776	0.00813198	0.00264807	0.0633688	0.064979	0.0727071	0.22324	0.0246746	0.00240751	0.0226247	0.0851504	0.0176945	0.265494	0.049888	0.178228	0.113823	0.000731443	0.131106	0.0414482	0.12796	0.0587664	0.0171476	0.0024094	0.0711449	0.514218	3.41223	1.859993
3100	-387.165	-396.683	9.51779	0.9590088	14.09238	0.0363547	0.0881421	0.114986	0.017517	0.0638195	0.00444922	0.00288023	0.00322111	0.00437412	0.0605015	0.0029555	0.0135449	0.00445752	0.00209932	0.0320409	0.0911998	0.115586	0.259513	0.049955	0.0156915	0.0183908	0.0202219	0.0848043	0.383582	0.0425143	0.230891	0.175883	0.00283805	0.0515627	0.0715269	0.224973	0.228631	0.0382649	0.128704	0.464074	0.992861	2.41436	2.557372
3110	-388.908	-403.157	14.2485	0.5270722	13.86208	0.0153213	0.106731	0.0583879	0.00983835	0.148591	0.0104178	0.0021425	0.00216918	0.00318066	0.132659	0.00176555	0.0255517	0.0180138	0.00247496	0.092179	0.0543446	0.0311617	0.30036	0.0117769	0.0194382	0.115182	0.0147448	0.0742751	0.156707	0.0799969	0.159708	0.193902	0.00140628	0.0589192	0.063404	0.0564637	0.199612	0.033022	0.0385086	0.269222	0.839009	2.85326	2.253848
3120	-392.132	-401.181	9.04926	0.8899693	9.682867	0.0381248	0.0610536	0.0680394	0.00687047	0.179201	0.0113388	0.00185026	0.0121348	0.0118914	0.150861	0.00239529	0.0531928	0.0246406	0.00438631	0.055266	0.0311651	0.0194494	0.357235	0.0135958	0.0432092	0.223506	0.0419908	0.105624	0.212903	0.195272	0.174755	0.170438	0.00151762	0.0466721	0.0217198	0.0824368	0.119505	0.0473641	0.114511	0.440984	0.979074	2.46543	2.589606
3130	-400.105	-408.182	8.0773	1.86204	11.86126	0.0485681	0.147756	0.100711	0.0110173	0.103767	0.0119176	0.00702616	0.0442132	0.00942416	0.214305	0.00310965	0.0704338	0.00678488	0.00212857	0.0246603	0.0802027	0.0188876	0.29079	0.0098682	0.0120344	0.09901	0.0215102	0.120258	0.272372	0.419592	0.0949364	0.11001	0.00173994	0.0360738	0.016205	0.0172023	0.177831	0.0374803	0.276231	0.639493	1.06612	2.01816	2.641825
3140	-391.926	-408.31	16.3841	0.9095706	17.19914	0.0346333	0.137594	0.0523156	0.0236391	0.116959	0.020535	0.00542519	0.027956	0.00558356	0.075511	0.0047458	0.0349177	0.010236	0.00310486	0.0320098	0.10051	0.0181067	0.192815	0.007436	0.0179441	0.0285421	0.0196195	0.0325777	0.276379	0.205758	0.0948398	0.157513	0.000933879	0.0132236	0.104561	0.0228836	0.107813	0.0585786	0.118576	0.447775	0.983236	2.45041	2.045201
3150	-396.92	-412.594	15.6737	0.5291088	10.8911	0.0385453	0.0417021	0.0676228	0.0281063	0.087714	0.00728467	0.00439186	0.0259911	0.0244734	0.0756413	0.00348779	0.0127579	0.00965037	0.00721452	0.0459698	0.0985537	0.0411417	0.461696	0.00653576	0.0129068	0.041791	0.0170415	0.0221246	0.241295	0.0907173	0.0969056	0.162929	0.00205987	0.0216992	0.0314597	0.0959223	0.0389601	0.0970284	0.0389016	0.270495	0.840345	2.85026	2.06132
