Iteration	Posterior	Likelihood	Prior	age_extant	age_Kretzoiarctos_beatrix	alpha_cytb	alpha_morpho	alpha_ofbeta	beta_ofbeta	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	cats[1]	cats[2]	cats[3]	cats[4]	clock_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	fossil[1]	fossil[2]	fossil[3]	fossil[4]	fossil[5]	fossil[6]	fossil[7]	fossil[8]	fossil[9]	fossil[10]	fossil[11]	fossil[12]	fossil[13]	fossil[14]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	turnover
4230	-4147.18	-4149.81	2.62668	29.56175	11.75936	0.1694291	0.4352744	2.513274	2.112591	0.00693713	0.004697	0.00939922	0.0517584	0.0173386	0.01238	0.00679634	0.0134203	0.0089988	0.0200735	0.0265503	0.0124667	0.00222395	0.0130151	0.00137635	0.0430395	0.052959	0.0433934	0.0127048	0.0280062	0.0079253	0.0335907	0.00896583	0.0296133	0.00573621	0.0284405	0.0217165	0.00481077	0.00317268	0.0117106	0.02141	0.0189936	0.000950334	0.0100561	0.0156532	0.00347629	0.0552981	0.0220687	0.0116422	0.00343239	0.0338741	0.0161004	0.01785608	0.294396	0.468185	0.597675	0.760689	0.04246252	0.04715491	0.00977147	0.482906	0.00485034	0.00299956	0.489466	0.0100069	0.1200689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255604	0.637932	0.00932002	0.0971441	7	40.19454	0.07995762	0.000152738	0.0182052	0.299362	3.68228	0.0221147	0.207581	0.766795	3.00351	0.295088	0.315708	0.131242	0.257962	0.1672238	5.16497	7.95012	2.51667	22.5216	9.67383	9.69061	8.25296	11.7594	36.8285	16.8841	14.3248	5.23639	0.0684669	22.4646	0.7180132
4240	-4146	-4151.04	5.04101	35.02066	11.7825	0.1717297	2.124754	2.231513	1.89056	0.00880363	0.00432912	0.0103056	0.0361782	0.0224544	0.0167734	0.00481629	0.0181523	0.0185413	0.0255848	0.0320112	0.018849	0.00330949	0.00675467	0.000831894	0.0100821	0.0331406	0.00250184	0.00370747	0.0196053	0.00730376	0.0324417	0.0127366	0.0470369	0.00965537	0.0380562	0.0166108	0.00849163	0.00506532	0.00453124	0.039888	0.0180138	0.000474764	0.0101744	0.0200024	0.00253993	0.0268931	0.0176914	0.00572938	0.0014076	0.0317827	0.00957325	0.01504141	0.283635	0.463006	0.598066	0.766677	0.0344687	0.08154806	0.00838277	0.507799	0.00606761	0.00505016	0.465821	0.00688017	0.1723346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.408011	0.334444	0.0221593	0.235386	7	39.61683	0.07069534	0.000170376	0.0192206	0.305999	3.67461	0.307725	0.667656	1.07282	1.9518	0.290761	0.314431	0.13718	0.257629	0.2538826	5.16497	7.95012	2.51667	22.6455	9.68504	9.62844	8.25296	11.7825	37.1754	16.6802	13.7948	5.23706	0.0684669	22.4646	0.6787962
4250	-4139.82	-4139.43	-0.393117	29.37299	11.51901	0.1824406	1.754797	1.321803	1.854739	0.00617274	0.0100039	0.00822912	0.0368291	0.022544	0.0303524	0.00641713	0.0155864	0.0159121	0.0355187	0.0361191	0.0101522	0.0210852	0.00889325	0.00363766	0.00806417	0.0269006	0.00217743	0.0108927	0.0351778	0.00592696	0.0191837	0.0176737	0.0270142	0.0489372	0.0174307	0.0241718	0.012941	0.0126707	0.00417008	0.025562	0.0271434	0.00154601	0.0238457	0.0261696	0.00727399	0.0413686	0.00814659	0.00631556	0.0038595	0.019625	0.0135181	0.02524179	0.195803	0.369169	0.516073	0.71305	0.03677917	0.1111758	0.0136172	0.500958	0.00780127	0.00340173	0.46708	0.00714133	0.192854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257921	0.255442	0.0789822	0.407655	8	42.65019	0.06395262	0.000273258	0.0242991	0.336304	3.63912	0.262138	0.62612	1.06244	2.0493	0.301774	0.292027	0.133651	0.272548	0.3040297	6.88551	8.09871	1.86585	22.6455	9.68504	8.04729	8.10183	11.519	37.1822	16.6802	15.8298	5.28678	0.0684669	22.4646	0.6343261
4260	-4142.62	-4154.15	11.5301	34.78051	11.7838	0.1916664	1.170511	1.723813	0.564924	0.00788993	0.00485154	0.0096819	0.0368802	0.0208511	0.0302911	0.00582036	0.0142801	0.0113272	0.0199922	0.0232945	0.00141464	0.0221962	0.0104024	0.00333556	0.00705896	0.0143437	0.0026103	0.0103043	0.00394346	0.0012245	0.0200255	0.0258423	0.0553963	0.0481617	0.0206803	0.0160844	0.00829141	0.00550112	0.0100374	0.0160949	0.0243996	0.00133191	0.0111131	0.0335987	0.00690842	0.0178516	0.00750018	0.00762045	0.00217133	0.042454	0.00410599	0.01578791	0.347519	0.576303	0.731213	0.885399	0.03148955	0.03535076	0.00912934	0.485412	0.00657574	0.00377038	0.485347	0.00976621	0.1927102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257191	0.538293	0.0220051	0.182511	8	42.76077	0.06043663	0.000393424	0.0291104	0.36156	3.60894	0.169668	0.522621	1.02337	2.28434	0.320267	0.277922	0.130596	0.271215	0.228061	6.88551	8.17523	1.92302	22.7009	9.59632	7.11281	8.10183	11.7838	37.1822	16.8487	15.9553	5.14731	0.154187	22.4646	0.8449943
4270	-4139.62	-4147.07	7.44614	29.89249	11.79773	0.1706068	2.372861	1.543267	1.24112	0.014156	0.0252382	0.0091483	0.0443906	0.0170178	0.0101127	0.00295217	0.0192875	0.00588396	0.0237147	0.0296108	0.00167872	0.0207664	0.0054175	0.00424064	0.016528	0.0208881	0.0184229	0.0234034	0.00586418	0.000554635	0.0325555	0.00884507	0.0193656	0.0512567	0.0188995	0.0253063	0.0225522	0.0173685	0.0106444	0.0185509	0.0219558	0.00113425	0.00591942	0.0254219	0.00440874	0.0412435	0.0115209	0.010999	0.00514738	0.0221239	0.00588805	0.01663534	0.259136	0.458545	0.612462	0.796162	0.04142699	0.00508455	0.0113466	0.481793	0.00582994	0.00283854	0.486144	0.0120477	0.238706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.396407	0.148633	0.0977801	0.35718	9	43.3728	0.09252589	0.000161586	0.0187216	0.302765	3.67835	0.334062	0.689589	1.07703	1.89932	0.304853	0.301706	0.134872	0.25857	0.2437905	5.27694	8.17523	1.92255	22.7009	9.4358	9.68896	8.10183	11.7977	37.1822	16.8487	15.9553	5.27588	0.154187	22.4646	0.9791438
4280	-4148.88	-4149.21	0.328106	23.24459	11.63541	0.1720841	1.41041	1.671617	0.8325663	0.0235138	0.0136247	0.00779865	0.0398016	0.00977146	0.0155366	0.00377503	0.0182954	0.00671327	0.0243889	0.0315849	0.00148248	0.0302768	0.00730981	0.00385342	0.0549379	0.0051486	0.00411959	0.0430526	0.0100453	0.000232208	0.0215952	0.00539256	0.0284356	0.0305314	0.0254559	0.0272465	0.0127225	0.0242587	0.00460196	0.0101728	0.0225992	0.000828249	0.00857973	0.0177247	0.00449464	0.0484092	0.0165207	0.0105489	0.00576452	0.0173265	0.0060114	0.01604005	0.310638	0.527683	0.68317	0.851074	0.02730508	-0.1063519	0.00772594	0.522814	0.0156503	0.0109352	0.440326	0.00254841	0.323669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464598	0.288582	0.0944114	0.152409	7	43.90304	0.06981564	0.000173223	0.0193795	0.307017	3.67343	0.211145	0.572931	1.0447	2.17123	0.30137	0.298675	0.137289	0.262665	0.217317	5.27694	8.17523	2.26328	22.7046	9.65908	9.45754	8.01772	11.6354	37.1822	16.8487	15.9553	5.27588	0.200832	22.4646	1.489386
4290	-4150.54	-4144.72	-5.82276	31.01599	11.6478	0.1743881	1.406231	1.090696	0.4480704	0.0127219	0.0619334	0.00816465	0.0292088	0.0141876	0.0077391	0.00489644	0.0255014	0.0079685	0.0174596	0.00769718	0.00138599	0.0402002	0.00300881	0.00232848	0.00672086	0.0211924	0.00376341	0.0722443	0.0267041	0.000907904	0.0122028	0.0184134	0.027593	0.0363617	0.0160993	0.0167832	0.00408002	0.0398801	0.0203746	0.00666968	0.0490938	0.00120362	0.00582924	0.0262093	0.00515262	0.0493837	0.0317702	0.0119645	0.00957236	0.0247503	0.00329093	0.02077377	0.277214	0.517586	0.694638	0.873754	0.02234336	-0.05030004	0.0116024	0.516001	0.00835967	0.00589807	0.455468	0.00267075	0.3234559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244344	0.616799	0.0404109	0.0984458	6	42.08969	0.04364192	0.000192613	0.0204278	0.313614	3.66577	0.210467	0.572166	1.04441	2.17296	0.287799	0.302385	0.128472	0.281344	0.2731559	5.93266	7.79369	1.58742	22.7232	6.81191	9.68727	8.01772	11.6478	37.0012	16.8487	15.9192	4.64455	0.200832	22.4646	1.184144
4300	-4154.97	-4156.35	1.38308	19.46131	11.69778	0.1979972	1.070168	0.7563214	0.2257509	0.0027894	0.0984338	0.00607605	0.0232208	0.0134467	0.00708673	0.00620285	0.0181887	0.00419233	0.0145482	0.0210058	0.00980845	0.0256756	0.00529142	0.00168198	0.00523232	0.0116777	0.00243798	0.021526	0.00860107	0.000289699	0.0130317	0.0112425	0.0101267	0.0129307	0.0121205	0.0451372	0.00225926	0.0185443	0.0109984	0.00277962	0.0436913	0.00435593	0.00921718	0.0382229	0.00585778	0.0600373	0.0277217	0.0147047	0.00818162	0.017196	0.00791176	0.01762852	0.252275	0.50963	0.703976	0.889959	0.01738218	0.04658267	0.0105424	0.49034	0.00669325	0.00388838	0.473848	0.0146883	0.3249864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.511106	0.344475	0.0533805	0.0910379	6	43.63892	0.03772394	0.000495364	0.0326281	0.378411	3.58847	0.150738	0.496872	1.01072	2.34167	0.302178	0.290756	0.146059	0.261007	0.371569	7.55748	8.14018	2.57142	22.7483	6.51051	9.25985	8.01772	11.6978	37.0118	16.8013	15.9192	3.98409	0.200832	22.4646	0.8746325
4310	-4158.43	-4159.89	1.45234	33.34887	11.71046	0.1663919	2.051167	0.8235269	0.7914939	0.00236445	0.0266079	0.0103369	0.0149786	0.0132222	0.000423612	0.00872189	0.0165873	0.00338561	0.0111044	0.0229088	0.0163835	0.0259443	0.0199636	0.0155448	0.00761449	0.0151866	0.00949595	0.0137446	0.00646441	0.000375773	0.0126346	0.00850184	0.00457828	0.0178848	0.00539097	0.0181044	0.0043657	0.027611	0.0128682	0.00224593	0.0673189	0.00112343	0.0137925	0.0178879	0.000858265	0.0457122	0.041741	0.00457375	0.0315111	0.0103364	0.0115675	0.01350546	0.201609	0.415347	0.594983	0.805783	0.0292967	-0.07095566	0.010205	0.631502	0.00158184	0.00641061	0.339071	0.0112295	0.2146639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125424	0.646965	0.102994	0.124617	5	41.40971	0.06364992	0.000131606	0.0169069	0.290536	3.69243	0.299307	0.660347	1.07122	1.96913	0.31428	0.280848	0.113667	0.291206	0.1437082	7.56937	8.11334	2.57142	21.3435	6.51051	9.69029	8.17878	11.7105	37.0336	16.8192	15.9192	5.29064	0.200832	21.9625	1.493748
4320	-4130.85	-4139.83	8.97939	32.31997	11.71046	0.1933142	3.21353	0.4463434	0.76399	0.00789061	0.0189306	0.00842833	0.0203527	0.0119993	0.00152293	0.00548818	0.0132267	0.004744	0.0143215	0.00785945	0.0175607	0.0265563	0.00838132	0.00463804	0.00669747	0.0140424	0.00427624	0.0207927	0.00198365	0.000600217	0.0102189	0.0121511	0.0133754	0.018518	0.00817554	0.0154375	0.0227065	0.0180457	0.00823825	0.00299722	0.0464184	0.00126328	0.00720645	0.00960068	0.00043555	0.0212484	0.0353675	0.00399434	0.0154884	0.00324547	0.00333237	0.01228837	0.145223	0.346174	0.536392	0.774321	0.0194536	0.0002139788	0.0122363	0.554062	0.00345054	0.00703053	0.416249	0.00697198	0.1328701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186306	0.462507	0.0376559	0.313531	5	41.8889	0.08084613	0.000418349	0.0300097	0.365984	3.60359	0.405135	0.742705	1.08338	1.76878	0.294932	0.302287	0.134661	0.26812	0.1330841	7.74166	6.71029	2.57142	22.6041	6.51051	9.26797	8.17878	11.7105	37.1188	16.8268	15.9192	5.28786	0.200832	21.9625	0.9983922
4330	-4124.21	-4138.33	14.1135	35.46642	11.71046	0.1700471	1.105888	0.868297	1.780049	0.0366208	0.00862614	0.00663255	0.0262499	0.0150305	0.00425997	0.00639085	0.0138589	0.00586989	0.0154304	0.00594333	0.0104522	0.017115	0.00750219	0.00201548	0.00947877	0.0176864	0.00501824	0.011261	0.00230677	0.00161277	0.0107636	0.0164125	0.0235637	0.00819163	0.00988193	0.00818608	0.0116612	0.0292321	0.00716999	0.0015717	0.029409	0.0019164	0.00916358	0.00450787	0.000367702	0.0141823	0.0151912	0.00630283	0.00381421	0.00231484	0.0050077	0.01196111	0.148388	0.313161	0.465651	0.680509	0.02524039	0.02132416	0.0143782	0.580368	0.00683835	0.00541027	0.387128	0.00587724	0.1825206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246343	0.178845	0.10607	0.468743	6	43.76568	0.0393099	0.000157334	0.0184753	0.301149	3.68022	0.157584	0.506419	1.01555	2.32045	0.279915	0.305771	0.12717	0.287143	0.2038448	7.74166	6.88893	0.707205	22.6041	6.51051	8.41998	8.20759	11.7105	37.1498	16.8508	14.5983	4.42915	0.200832	21.9625	0.8953902
4340	-4143.46	-4143	-0.458656	28.35193	11.5291	0.1837557	0.4999101	0.8330227	3.366182	0.0857791	0.0368985	0.00769928	0.0183022	0.0165437	0.0237247	0.00516644	0.0258842	0.00669952	0.0169254	0.00861361	0.0026645	0.0242705	0.0165191	0.00244968	0.0111937	0.0125632	0.0149986	0.012036	0.00408464	0.00931807	0.0104996	0.0133891	0.0232636	0.0125442	0.00504797	0.0156839	0.0218012	0.018695	0.0024909	0.00284364	0.0404027	0.000650508	0.00743592	0.00359358	0.00121724	0.0119493	0.00901263	0.0132495	0.00585592	0.00405815	0.0166168	0.0142744	0.0987486	0.216847	0.336055	0.531096	0.02052813	0.004800083	0.0137736	0.562318	0.00255284	0.00368447	0.404265	0.013406	0.1854408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215382	0.0455149	0.114988	0.624115	4	39.58391	0.04301097	0.000288476	0.0249611	0.339953	3.6348	0.0333711	0.251857	0.820203	2.89457	0.30489	0.320525	0.114927	0.259658	0.1902408	7.0196	7.63885	1.9076	22.4072	8.2104	9.6134	8.55368	11.5291	36.7808	16.8508	14.5983	4.95241	0.200832	20.561	0.9747684
4350	-4137.36	-4142.62	5.2568	20.46818	11.5291	0.2153784	1.084835	1.038615	1.401306	0.051722	0.0328292	0.00715697	0.0176766	0.0122513	0.0103385	0.0119154	0.019305	0.00880484	0.0164578	0.0130405	0.00676102	0.0123233	0.0260902	0.00220061	0.00827699	0.0177956	0.00369831	0.0189205	0.0155731	0.0657528	0.0123076	0.00818629	0.0144716	0.0376383	0.0116407	0.00964567	0.00638921	0.0180863	0.00390957	0.0320922	0.0388674	0.000158974	0.00768285	0.00479477	0.000926363	0.0334809	0.0344645	0.0181015	0.0143797	0.0126852	0.00691339	0.01530024	0.188015	0.373715	0.53363	0.741262	0.02838644	0.03530087	0.0136005	0.548597	0.00670692	0.00495058	0.418967	0.00717785	0.1859819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125925	0.0356554	0.663216	0.175203	6	43.44777	0.06778033	0.000869609	0.0430916	0.422591	3.53345	0.153563	0.500846	1.01275	2.33284	0.288051	0.308957	0.130672	0.27232	0.2212827	7.0196	8.14779	2.28509	22.6613	8.2104	9.69416	8.13556	11.5291	35.1975	16.6823	15.0691	4.47448	0.200832	20.561	0.8404716
4360	-4166.01	-4159.75	-6.2607	24.1309	11.35593	0.1851322	2.566133	0.4946776	1.247904	0.0550985	0.0529523	0.00304533	0.0181884	0.00697687	0.0105797	0.00640572	0.0266487	0.0106302	0.0135584	0.00606219	0.00485035	0.0181505	0.0159031	0.00463089	0.0128095	0.0160646	0.00703719	0.00936374	0.0208809	0.0642127	0.0379179	0.00510209	0.00871564	0.0174197	0.01518	0.0178864	0.00413886	0.00835198	0.00453125	0.0143873	0.0364234	8.93514e-05	0.00840987	0.00551952	0.00103742	0.0436099	0.0725877	0.0309605	0.0105516	0.0203039	0.0263114	0.01636616	0.125097	0.297957	0.468751	0.705678	0.02661433	0.04352295	0.0110211	0.520705	0.0154738	0.00915735	0.436499	0.00714422	0.184618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223793	0.0453095	0.460838	0.270059	5	45.72615	0.08287271	0.00030506	0.0256626	0.343756	3.63028	0.352638	0.704273	1.07934	1.86375	0.295793	0.317311	0.122184	0.264713	0.228141	5.31652	8.19207	2.28509	22.6613	8.57488	9.69441	8.17396	11.3559	36.9278	16.5441	15.0691	5.15215	0.200832	20.3635	0.8092278
4370	-4155.61	-4152.27	-3.33989	32.30557	11.69898	0.1552491	1.432933	0.6365317	0.6771109	0.0350894	0.0310395	0.00970225	0.0126897	0.00784518	0.0170685	0.00819137	0.0215024	0.00628945	0.0124331	0.0030192	0.00288555	0.0162475	0.0153133	0.00338663	0.0022964	0.0174049	0.0118274	0.0111844	0.0171018	0.0300361	0.0347725	0.0176512	0.0342761	0.0205385	0.021217	0.00969464	0.0173535	0.0102	0.0033052	0.00757338	0.0192283	0.000163057	0.00477902	0.0176429	0.00148397	0.0452887	0.0423634	0.016476	0.0216803	0.0384929	0.0212425	0.01522747	0.182344	0.398563	0.586972	0.807629	0.03207152	-0.01097729	0.00778338	0.457775	0.0100569	0.00467633	0.510634	0.00907454	0.1690177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263368	0.0131526	0.576928	0.146551	4	45.95295	0.07629577	7.24915e-05	0.0125686	0.257596	3.72976	0.214774	0.576999	1.04623	2.162	0.303555	0.315773	0.128045	0.252628	0.1580404	6.95933	8.15562	2.28509	22.6613	7.57146	8.61086	8.17396	11.699	37.0593	16.5278	15.0691	5.27753	0.245985	20.3635	1.069459
4380	-4150.19	-4152.37	2.17354	35.7949	11.69898	0.1589691	0.6030165	0.8789225	0.6224091	0.0183164	0.0195637	0.00876258	0.0231786	0.0166934	0.00368165	0.00570163	0.0158931	0.00717722	0.0141526	0.00280956	0.0108253	0.0137326	0.00620513	0.00502779	0.00203512	0.0319992	0.0322211	0.00560989	0.055929	0.017439	0.0335375	0.0750542	0.0135977	0.0115307	0.0174398	0.0159872	0.00843889	0.00845341	0.029123	0.0225557	0.0304521	7.14675e-05	0.0107313	0.0391172	0.00212998	0.0225075	0.0172226	0.0153446	0.0187714	0.0290798	0.0173595	0.02253297	0.225435	0.451876	0.633927	0.835286	0.01804066	0.03771891	0.00414894	0.503914	0.00636257	0.00551726	0.465057	0.0149997	0.1144004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241503	0.0129773	0.642268	0.103251	7	47.29511	0.05946468	8.92888e-05	0.0139415	0.268682	3.71729	0.0537308	0.313945	0.88285	2.74947	0.331247	0.290338	0.123332	0.255083	0.1521193	7.37695	8.15562	2.28509	22.5037	6.47827	8.45851	7.80696	11.699	37.1725	16.7975	15.0691	5.27259	0.245985	20.3635	0.7520439
4390	-4146.88	-4149.19	2.31325	28.35852	11.56202	0.2181434	0.8454843	0.9333999	1.435367	0.00782321	0.0410948	0.011416	0.0190447	0.0119932	0.00672053	0.00886525	0.0122458	0.00651429	0.0114364	0.00744551	0.00390347	0.0074681	0.00577361	0.00195836	0.00264439	0.024288	0.0170891	0.00183701	0.0306942	0.0214356	0.0292669	0.0385861	0.00854519	0.00722413	0.0051727	0.01912	0.00501332	0.00589195	0.0208023	0.0164432	0.0222096	0.000556334	0.00828398	0.0380443	0.00164053	0.00457417	0.00643397	0.026235	0.0169671	0.013007	0.0188049	0.01476966	0.173015	0.354439	0.51499	0.727757	0.02320427	-0.01899378	0.0080691	0.544172	0.00544421	0.0126133	0.413749	0.0159525	0.2471483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272793	0.0524749	0.623548	0.0511841	5	45.41935	0.04812324	0.000943198	0.0448541	0.429335	3.52487	0.105194	0.424821	0.968803	2.50118	0.299448	0.301334	0.129898	0.269321	0.2281545	5.9871	8.19213	2.28509	16.8322	6.47827	9.68077	7.80696	11.562	37.1725	16.7975	13.6707	5.24339	0.245985	20.751	1.08325
4400	-4150.23	-4150.34	0.11056	33.8936	11.56202	0.1794869	1.573945	0.6513206	0.5644257	0.0134404	0.00676021	0.00531593	0.0165656	0.0102682	0.0466404	0.00269586	0.0139158	0.00528917	0.0111327	0.00591128	0.0449369	0.00647575	0.00211083	0.00398104	0.00169571	0.0154051	0.0157322	0.00107036	0.0150675	0.0162557	0.0264001	0.0154759	0.0233754	0.00468757	0.00451481	0.01998	0.00085303	0.00538285	0.0273815	0.0136574	0.0305041	0.000196507	0.00839484	0.025817	0.00298782	0.00528514	0.00693794	0.0227958	0.0479094	0.00806649	0.0113935	0.0132402	0.194794	0.420308	0.611762	0.82718	0.02520989	0.0001958116	0.00840119	0.424332	0.00333798	0.00928305	0.537843	0.0168032	0.2621862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288454	0.0613347	0.610094	0.0401167	4	42.80485	0.02557144	0.000241238	0.0228423	0.328048	3.64887	0.236523	0.600419	1.05448	2.10857	0.323293	0.301019	0.124361	0.251327	0.262382	7.65531	8.19213	2.28509	20.3521	7.17094	9.68442	8.12104	11.562	36.8047	16.8554	13.6707	4.7348	0.245985	20.751	0.9992537
4410	-4161.73	-4150.63	-11.0933	29.84217	11.79212	0.176348	1.593613	0.9793037	1.125125	0.018473	0.0111898	0.00545031	0.0373683	0.0165735	0.0164925	0.00304758	0.0108239	0.00767267	0.0152513	0.00355946	0.116083	0.00467248	0.00267048	0.0038922	0.00330896	0.0171304	0.0239518	0.000745107	0.0127526	0.00673341	0.0264649	0.00775311	0.0449544	0.00387083	0.00230902	0.014793	0.00177775	0.0143471	0.0397708	0.0295608	0.00969891	0.000114142	0.0119619	0.0243959	0.00817509	0.0200641	0.00990795	0.038891	0.0356186	0.0149408	0.0215938	0.01607418	0.198099	0.395902	0.563398	0.771546	0.0204082	0.04270193	0.00933231	0.536113	0.00205411	0.00341489	0.436643	0.0124434	0.248698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0780684	0.0836888	0.63774	0.200503	3	43.16408	0.03708214	0.000210346	0.0213407	0.319189	3.65926	0.239428	0.603431	1.05548	2.10166	0.306674	0.326478	0.122115	0.244734	0.2914	7.74275	6.76178	2.4559	20.3521	7.42646	9.68442	8.12104	11.7921	37.1963	16.8388	14.0087	4.7348	0.245985	21.9555	0.8534594
4420	-4161.28	-4145.58	-15.6983	23.51449	11.79431	0.1574703	1.156553	1.110055	1.496233	0.058197	0.0261014	0.0110377	0.0321226	0.0188787	0.024705	0.00429011	0.0168827	0.00460052	0.0214758	0.0197687	0.136221	0.0021658	0.00795748	0.00264101	0.00626642	0.016533	0.0191816	0.000656252	0.013318	0.00340011	0.033444	0.0135446	0.0171162	0.00396788	0.000638351	0.0224425	0.00166877	0.0224793	0.0621246	0.0840342	0.0158533	0.000787947	0.00977054	0.0201506	0.00346478	0.0250941	0.0137031	0.0214385	0.019197	0.00646566	0.00432175	0.02056259	0.191162	0.374289	0.531036	0.735838	0.02314056	-0.00559694	0.0118838	0.527472	0.00483368	0.00413671	0.436701	0.0149724	0.2393432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195342	0.0561824	0.564615	0.183861	4	43.2356	0.04615853	8.21952e-05	0.0133791	0.264226	3.72231	0.167091	0.519232	1.02177	2.29191	0.294056	0.321518	0.121633	0.262794	0.2337462	7.37415	6.76178	2.4559	20.3521	8.38849	9.69951	8.12104	11.7943	37.1963	16.8388	14.3591	5.24748	0.245985	21.9555	1.023945
4430	-4151.54	-4144.66	-6.87384	37.72089	11.77771	0.1667809	0.9028535	1.292994	1.429985	0.0521426	0.0199412	0.00957984	0.0188379	0.0170655	0.00700048	0.00311776	0.0202036	0.00496544	0.0153135	0.0280055	0.0733339	0.00959302	0.0305777	0.00451934	0.00256262	0.00592682	0.0277024	0.00470466	0.0406205	0.0078091	0.0316685	0.0280657	0.017164	0.00553963	0.00123184	0.0141014	0.00347542	0.0084873	0.0253744	0.0126228	0.0143317	0.00144075	0.00983315	0.0546585	0.0048149	0.0179433	0.0269729	0.0163709	0.0174598	0.00913809	0.00351706	0.01679942	0.216829	0.406005	0.561333	0.757822	0.02013649	0.0505447	0.0100333	0.485991	0.00784121	0.00329114	0.487316	0.00552821	0.193208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385579	0.163396	0.236203	0.214822	5	38.80808	0.06555568	0.000134181	0.0170704	0.29167	3.69113	0.117186	0.44547	0.981833	2.45551	0.300443	0.30969	0.12083	0.269037	0.2437527	6.97739	8.06307	2.4559	20.5156	8.38849	9.66621	8.12104	11.7777	34.5589	16.8388	14.3591	5.24748	0.247549	21.9555	0.7926394
4440	-4150.41	-4149.45	-0.968735	36.71106	11.77771	0.1349578	2.223099	1.227079	0.8552088	0.037312	0.00417561	0.00919987	0.0259855	0.00894311	0.0118569	0.00266112	0.00931424	0.00791167	0.0116849	0.0306915	0.0221356	0.0115474	0.0643844	0.00944546	0.00520569	0.0110403	0.00884109	0.00146745	0.0155028	0.00151998	0.0153225	0.0188184	0.00190719	0.00993887	0.00196541	0.0197907	0.00827612	0.00537675	0.0251559	0.00190875	0.00906555	0.00112174	0.0252249	0.0216819	0.0134095	0.0275427	0.0194076	0.0120478	0.0131708	0.0107754	0.019292	0.0139801	0.252775	0.468649	0.635769	0.824994	0.02262284	0.0009872552	0.0110614	0.489709	0.00468623	0.00481673	0.483852	0.00587441	0.1465964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0873675	0.521289	0.125262	0.266081	4	37.71423	0.0263403	1.89908e-05	0.00645042	0.19614	3.79739	0.318527	0.676818	1.07469	1.92997	0.321662	0.301891	0.135528	0.240919	0.1475836	6.97739	8.13268	2.4559	20.5156	8.79366	9.67253	8.21587	11.7777	36.1874	16.8388	15.0252	5.24748	0.0787673	21.4658	0.9933105
