Iteration	Posterior	Likelihood	Prior	age_extant	age_Kretzoiarctos_beatrix	alpha_cytb	alpha_morpho	alpha_ofbeta	beta_ofbeta	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	cats[1]	cats[2]	cats[3]	cats[4]	clock_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	fossil[1]	fossil[2]	fossil[3]	fossil[4]	fossil[5]	fossil[6]	fossil[7]	fossil[8]	fossil[9]	fossil[10]	fossil[11]	fossil[12]	fossil[13]	fossil[14]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	turnover
1840	-4130.91	-4152.49	21.5798	19.01364	11.76622	0.1884351	0.9880018	0.6421969	0.5515659	0.00146886	0.020353	0.00550063	0.0215936	0.015427	0.00268712	0.00915729	0.00930129	0.00518747	0.0234339	0.0184123	0.00480857	0.0219177	0.0084338	0.0154414	0.0500401	0.0212239	0.0140166	0.00369661	0.00399044	0.00323022	0.033825	0.00283187	0.0039206	0.0100416	0.0167001	0.00463001	0.0252832	0.00395555	0.00602533	0.00578177	0.00780892	0.00710316	0.0144022	0.00560247	0.00554787	0.0439681	0.0196304	0.0154625	0.0101358	0.0282554	0.0221399	0.01468478	0.194501	0.420774	0.612942	0.828538	0.02886342	0.01446031	0.0119128	0.540813	0.00716533	0.00556744	0.429439	0.00510234	0.1466594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505252	0.27507	0.58871	0.0856953	8	39.30274	0.1228863	0.000347688	0.0273814	0.352807	3.61946	0.134554	0.473116	0.997983	2.39435	0.307696	0.287114	0.131379	0.273812	0.1611197	7.47983	6.50247	1.63787	21.6706	8.1566	9.69091	8.08957	11.7662	37.1963	16.5627	15.9375	5.22045	0.232513	22.247	0.9102511
1850	-4149.64	-4146.91	-2.73121	16.91094	11.70947	0.184636	0.5301402	0.6760633	0.8355211	0.00310032	0.0177037	0.00656702	0.0240338	0.0193965	0.00649654	0.00728506	0.0157334	0.0170164	0.0346291	0.0355225	0.00649918	0.0254481	0.0343812	0.013837	0.0709586	0.0443865	0.0832506	0.0082359	0.00303837	0.00265092	0.0198909	0.00659142	0.0161218	0.0105495	0.00565043	0.0241113	0.0288334	0.00811893	0.0194754	0.00640482	0.0126808	0.0037297	0.021226	0.0057046	0.00425835	0.0806504	0.0108354	0.038129	0.0318459	0.0514025	0.0129071	0.02724963	0.175958	0.382303	0.564535	0.786386	0.01602581	-0.04799508	0.00871757	0.550428	0.00917459	0.00294026	0.425103	0.00363697	0.2183768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0315681	0.284707	0.631048	0.0526764	7	40.07349	0.1061417	0.000299004	0.0254087	0.342387	3.6319	0.039101	0.271137	0.841018	2.84874	0.305007	0.316255	0.114458	0.26428	0.1703817	7.71618	6.57555	1.74075	22.464	8.93592	9.69749	8.08957	11.7095	37.1332	16.1631	14.7475	5.29437	0.232513	22.247	1.281691
1860	-4136.87	-4147.06	10.1923	20.12122	11.57576	0.1916778	1.174386	1.128462	1.099449	0.00278718	0.0105069	0.0110769	0.0325473	0.0212319	0.00199228	0.00578278	0.0104495	0.00654662	0.0200499	0.00216077	0.00443008	0.0278998	0.0329498	0.010789	0.00923335	0.0312238	0.0393965	0.00381452	0.000522211	0.00106389	0.0258842	0.00222729	0.0137557	0.0061533	0.00925383	0.0126584	0.0220297	0.00375873	0.0290307	0.00726849	0.011223	0.00193022	0.0188329	0.0137059	0.0172169	0.0452302	0.00411504	0.0240921	0.0139839	0.0334153	0.00343141	0.01227822	0.219495	0.421428	0.586403	0.786399	0.03866128	0.06726498	0.013142	0.575289	0.00251365	0.0022881	0.39777	0.00899709	0.08525128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142372	0.103346	0.631103	0.123179	5	38.64881	0.09046297	0.000393593	0.0291166	0.361591	3.6089	0.170381	0.523551	1.0238	2.28227	0.301441	0.311186	0.129903	0.25747	0.1525163	7.71618	6.57555	2.27267	22.464	5.99847	9.69749	8.08957	11.5758	37.1271	16.899	14.7475	3.85482	0.232513	20.4151	0.5589652
1870	-4156.51	-4150.85	-5.65723	27.61509	11.64351	0.1937228	7.240815	0.5754663	1.430463	0.00954082	0.013357	0.00919049	0.0405892	0.021357	0.00570851	0.00352684	0.0139346	0.0133791	0.0292822	0.00165923	0.0101147	0.0239006	0.0123275	0.0237936	0.027648	0.0205791	0.0577727	0.00219107	0.00196566	0.000448925	0.0371038	0.00402165	0.00759561	0.00991684	0.026367	0.0147828	0.0529827	0.00898102	0.0308406	0.0424435	0.0154148	0.00242221	0.0220472	0.0236077	0.0309974	0.036729	0.0037556	0.0103167	0.0467241	0.0244745	0.00376141	0.02454187	0.127578	0.295401	0.459484	0.690671	0.04037715	0.003400226	0.0089199	0.465606	0.00407254	0.00891623	0.500492	0.0119928	0.1973322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0898654	0.0524713	0.424402	0.433262	6	38.01248	0.07626338	0.000424701	0.0302344	0.367077	3.60226	0.574888	0.843406	1.07839	1.50331	0.301418	0.31188	0.112749	0.273953	0.2007324	7.72533	6.57555	1.85066	22.6517	8.08245	9.65438	8.6488	11.6435	37.1982	16.3672	14.992	2.67231	0.232513	20.6694	0.9830609
1880	-4144.06	-4142.74	-1.32831	31.73463	11.64351	0.163074	6.340732	0.1342713	0.6548562	0.0175906	0.0220617	0.00623091	0.0277819	0.0131259	0.00125177	0.00355612	0.0146732	0.00859665	0.0212136	0.00106793	0.00707464	0.0230827	0.00400391	0.0415163	0.0241627	0.0595982	0.0285209	0.000694659	0.00117919	0.00175941	0.0229022	0.0058335	0.00577301	0.0148402	0.0263477	0.029846	0.00961193	0.00848499	0.00700014	0.0230009	0.0227508	0.00327763	0.0303023	0.00731091	0.0300013	0.0373808	0.0103372	0.00759829	0.0117681	0.0651093	0.0123321	0.01791279	0.100539	0.286213	0.487127	0.752825	0.03059206	0.04289783	0.00519155	0.509632	0.00910241	0.00399897	0.45181	0.020265	0.160828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0439564	0.139871	0.692595	0.123578	6	37.6804	0.06335459	0.00011114	0.0155446	0.280815	3.70353	0.549746	0.830339	1.08048	1.53943	0.31678	0.306003	0.133187	0.24403	0.2037258	7.69971	6.39666	1.85066	22.6517	7.62932	9.45738	8.6488	11.6435	37.1727	16.7124	15.5877	3.42157	0.232513	22.1831	0.7894335
1890	-4152.12	-4154.05	1.92735	30.51009	11.68945	0.159147	3.283223	0.3198583	1.001483	0.0197701	0.0256771	0.00704866	0.0540606	0.0172018	0.00156673	0.00341865	0.0143075	0.00793182	0.0224762	0.000814522	0.0436477	0.0196766	0.00546262	0.0207698	0.030031	0.0233104	0.0513495	0.000804303	0.00123475	0.00253623	0.0354332	0.00472884	0.00306248	0.00959786	0.0292765	0.0140856	0.0135251	0.00493493	0.00487128	0.00811425	0.0101142	0.0017691	0.034112	0.00840313	0.0533407	0.0299859	0.0134987	0.00761009	0.0228201	0.0255328	0.00865815	0.0233132	0.111936	0.288074	0.469844	0.719694	0.03308479	0.01319202	0.0177189	0.587036	0.010012	0.00394267	0.366325	0.0149653	0.1958213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085801	0.285064	0.426729	0.202406	6	39.99265	0.10939	9.01613e-05	0.014009	0.269211	3.71669	0.410051	0.746094	1.0836	1.76026	0.310718	0.301228	0.135543	0.25251	0.2090133	7.45547	7.16911	2.40882	22.6517	7.62932	9.16672	8.6488	11.6894	36.8785	16.8731	15.5877	3.98034	0.232513	22.1831	0.9368843
1900	-4148.58	-4144.33	-4.24522	26.85614	11.68945	0.2127141	2.643587	0.08404407	0.832365	0.0129009	0.0455309	0.0104194	0.0400197	0.0150414	0.00282498	0.00606082	0.011385	0.00954207	0.0237481	0.000697547	0.0824658	0.0377273	0.0151284	0.0159886	0.0211261	0.0235975	0.0447549	0.000867293	0.00114437	0.00124013	0.0344471	0.00117581	0.000829411	0.0100258	0.00820444	0.0234489	0.0198766	0.00883856	0.00469871	0.0236893	0.0179177	0.00689508	0.0201215	0.0132017	0.0213231	0.0502079	0.027037	0.0138424	0.0191495	0.0418577	0.00510313	0.01778899	0.0838786	0.250264	0.440876	0.711802	0.0366307	0.1071015	0.00997831	0.481038	0.0100966	0.00460283	0.488807	0.00547686	0.1651655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0156318	0.34349	0.525386	0.115492	4	38.92656	0.05480705	0.000802525	0.0414171	0.416019	3.54176	0.359661	0.709667	1.08009	1.85059	0.284993	0.315359	0.141901	0.257747	0.2722671	7.71109	7.16911	1.48013	21.1396	7.7062	9.62499	8.6488	11.6894	37.184	16.2359	15.5877	4.41306	0.232513	22.1831	0.6066307
1910	-4146.53	-4152.14	5.60513	26.90332	11.746	0.2036581	0.6507658	0.08139487	0.6019209	0.0119034	0.0145983	0.00845415	0.0399355	0.025325	0.00674764	0.00482258	0.0109231	0.00656009	0.0235535	0.000134651	0.153941	0.0646101	0.00580983	0.01147	0.0074632	0.0254922	0.0186341	0.00379675	0.00145632	0.0025888	0.0184466	0.000395157	0.00218018	0.0114789	0.00225264	0.00938049	0.00955451	0.00519296	0.0220628	0.0308351	0.0101429	0.0155499	0.02012	0.0131322	0.00484832	0.0218747	0.017375	0.00716826	0.00895818	0.0190687	0.00155955	0.01963856	0.094476	0.279101	0.483714	0.754737	0.03669603	0.04156697	0.013754	0.584468	0.0201993	0.00140136	0.373784	0.0063932	0.2890878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0137518	0.0976098	0.49203	0.396608	4	37.08454	0.06193144	0.000601335	0.0359122	0.393138	3.57035	0.0637195	0.339344	0.905162	2.69177	0.284253	0.30345	0.137362	0.274936	0.3306547	7.71109	7.16911	2.33336	22.3969	7.50061	9.44057	8.6488	11.746	34.5155	16.713	15.335	4.16234	0.165296	22.1831	0.8742889
1920	-4130.24	-4139.71	9.46957	36.92583	11.71232	0.1833808	0.8168323	0.1081252	0.5534604	0.0229502	0.0130248	0.0063921	0.0346628	0.0205952	0.0117951	0.00222728	0.00645034	0.0043503	0.0279687	0.000142132	0.05669	0.0856998	0.0108796	0.00567247	0.00900364	0.0184441	0.0246697	0.00585666	0.000805799	0.0017513	0.0172063	0.000372253	0.00485084	0.0187249	0.00105449	0.0163921	0.00927511	0.0018337	0.0102773	0.0208118	0.0126436	0.00995494	0.025003	0.00953785	0.00191173	0.0214599	0.0117746	0.00785715	0.00176969	0.00784574	0.00209015	0.01066124	0.101843	0.293825	0.501212	0.768481	0.04171754	0.0419319	0.0100572	0.581051	0.0161723	0.00159229	0.385691	0.00543632	0.2972433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00514594	0.395217	0.443771	0.155866	7	38.29477	0.07779465	0.000284075	0.0247715	0.338915	3.63603	0.0991351	0.413824	0.961512	2.52553	0.282468	0.316651	0.127431	0.27345	0.3391752	7.71475	5.83533	1.9611	22.7319	9.0496	9.46892	7.92721	11.7123	36.8525	16.1021	15.897	3.52341	0.165296	22.1831	0.876371
1930	-4147.2	-4147.94	0.742657	37.93058	11.71232	0.200095	1.347254	0.1337065	0.3193934	0.0200907	0.00936261	0.00533167	0.0466188	0.0256888	0.0317563	0.0040193	0.0112013	0.00988965	0.0279141	0.000229017	0.0441699	0.0494089	0.0203503	0.00365401	0.0224414	0.019837	0.0318194	0.00491974	0.00174029	0.00628903	0.0229761	0.000298346	0.00637252	0.0269679	0.00730196	0.0186903	0.00956463	0.00581421	0.0150227	0.0147118	0.01037	0.0201864	0.019824	0.0115444	0.00767624	0.0452145	0.0166834	0.00656049	0.00534395	0.0457617	0.00346026	0.01984429	0.122969	0.34211	0.563627	0.819905	0.03986562	0.0209241	0.0151174	0.516544	0.020679	0.00279832	0.428906	0.0159555	0.1808175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012897	0.443435	0.468382	0.0868926	4	41.06334	0.05363953	0.000532943	0.0338303	0.383906	3.58173	0.200733	0.560986	1.04003	2.19825	0.330979	0.300899	0.132088	0.236034	0.2017416	7.71475	7.0153	2.36968	22.7319	9.63983	9.46892	7.92721	11.7123	37.1937	16.1021	15.9591	5.24876	0.165296	21.7683	0.8962827
1940	-4139.2	-4145.15	5.95312	31.93923	11.71232	0.2081427	1.115911	0.4702824	1.89115	0.00607618	0.00349913	0.001457	0.0466527	0.0205371	0.0123736	0.00559672	0.00788314	0.0067975	0.0423337	0.000709616	0.0242386	0.0358916	0.0233362	0.0176957	0.0335623	0.022604	0.0313055	0.00507837	0.00150952	0.0024196	0.0335798	0.00133811	0.00352855	0.0185566	0.00920904	0.00744265	0.00784018	0.0049503	0.0262379	0.0108105	0.014888	0.0377453	0.0116882	0.00731063	0.00285324	0.044089	0.0084748	0.00384209	0.00435296	0.0233791	0.0044784	0.01999271	0.0979688	0.240357	0.389841	0.620273	0.03445675	-0.01201675	0.0149012	0.486007	0.0098069	0.0028859	0.476955	0.0094439	0.163132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383872	0.427747	0.297232	0.271182	6	39.20712	0.09762907	0.000695913	0.0386012	0.404573	3.55613	0.159484	0.509019	1.01683	2.31466	0.295701	0.304791	0.133322	0.266186	0.1511152	7.71475	7.0153	1.46666	22.7319	9.56235	9.55888	7.92721	11.7123	37.1962	16.794	15.5557	5.24876	0.165296	21.0531	1.07952
1950	-4139.11	-4147.79	8.67615	26.63182	11.71232	0.1789502	1.558408	0.4888162	0.7924068	0.00462559	0.00219329	0.00196871	0.0459961	0.0214493	0.00670362	0.0137903	0.00984826	0.00940684	0.0258061	0.00126943	0.0153537	0.0159354	0.00595394	0.0160856	0.0118718	0.0351712	0.0394573	0.0248294	0.00125979	0.00711665	0.0237355	0.000658844	0.00698648	0.0128578	0.02128	0.0206191	0.00958988	0.00521059	0.0169695	0.00485062	0.0093523	0.0579358	0.0398351	0.00364008	0.00772989	0.0544473	0.00601285	0.00371946	0.00564919	0.00303802	0.00501632	0.01161118	0.150046	0.351208	0.539355	0.774343	0.05744084	0.04363901	0.0118467	0.515791	0.0052065	0.00738276	0.452857	0.00691608	0.1084972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00176861	0.608309	0.220723	0.169199	6	39.37617	0.1087063	0.000235732	0.0225822	0.32654	3.65064	0.234206	0.597998	1.05368	2.11412	0.310575	0.301541	0.135789	0.252095	0.1521362	7.7056	7.0153	1.2893	22.7319	9.69952	6.05066	8.61272	11.7123	37.1962	16.8496	15.7482	5.28415	0.165296	22.2745	0.7131583
1960	-4142.84	-4148.62	5.78206	21.10059	11.71809	0.2013933	0.7194783	0.2666297	1.236618	0.00274372	0.000559836	0.00232743	0.0373946	0.0266644	0.00226403	0.00620836	0.0135618	0.0134349	0.0252265	0.000137532	0.0155482	0.0621323	0.00620863	0.0182521	0.0179785	0.0662602	0.0534619	0.0756017	0.00127785	0.00931242	0.0129176	0.000367627	0.0148032	0.0131176	0.0137347	0.0145716	0.00260477	0.00413826	0.035188	0.00636895	0.0135763	0.0286224	0.0198231	0.00803971	0.002809	0.0715832	0.00483728	0.00602667	0.00731537	0.00554553	0.0441596	0.01695666	0.0942554	0.252357	0.423906	0.675716	0.04200076	0.1109938	0.00869072	0.522661	0.00892319	0.00340601	0.446445	0.00987386	0.1578537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026892	0.259731	0.582619	0.154961	7	38.37937	0.07154725	0.000557189	0.0345831	0.387285	3.57758	0.0783527	0.372577	0.931878	2.61719	0.314691	0.293068	0.130861	0.26138	0.2688475	7.7056	7.39617	1.70064	22.7319	9.55478	9.67928	8.61272	11.7181	37.1118	16.8496	15.8675	5.28415	0.165296	22.2745	0.5871496
1970	-4143.95	-4147.86	3.9116	29.49956	11.71809	0.1813204	0.5629585	0.6541055	1.155413	0.0104315	0.000102702	0.0013949	0.0459787	0.01965	0.00256093	0.00573804	0.0184227	0.0168891	0.0369897	0.000278961	0.0143408	0.0116918	0.00193109	0.00506283	0.0284213	0.0277518	0.0484285	0.0447189	0.00104414	0.0194706	0.0445986	0.000730935	0.0165406	0.00685376	0.0488577	0.0295596	0.00914021	0.00419932	0.0131034	0.0197348	0.030165	0.0493014	0.0186232	0.00770977	0.00507536	0.0605502	0.00250829	0.0104022	0.00966269	0.00357949	0.00841745	0.01854245	0.151927	0.337737	0.510034	0.737114	0.05316165	0.04976929	0.00838006	0.472143	0.0119964	0.00793766	0.493341	0.00620262	0.1308352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00179776	0.382722	0.534825	0.0806558	7	40.91232	0.08908011	0.000260767	0.0237417	0.333182	3.64282	0.0455697	0.291044	0.861177	2.80221	0.295845	0.284486	0.143252	0.276417	0.1806045	7.53334	7.83925	2.48681	21.5815	9.62913	9.67928	8.61272	11.7181	36.2234	16.8496	15.9034	4.63262	0.165296	21.4533	0.7244295
1980	-4140.55	-4145.63	5.08242	29.63297	11.22598	0.2059635	0.2341052	0.6499746	0.6269372	0.0105802	0.000215166	0.00373931	0.0424209	0.0206392	0.00375042	0.00746109	0.0208561	0.0197006	0.0176559	0.00119625	0.0102202	0.00368255	0.00729268	0.00581773	0.0481043	0.0240477	0.0134743	0.0640213	0.000455879	0.0396951	0.0294287	0.000256841	0.0116993	0.00613421	0.0116435	0.0133252	0.0270489	0.00361972	0.0272258	0.0506935	0.0175977	0.0768824	0.0153932	0.00600058	0.00765322	0.0416286	0.0155134	0.00156257	0.0187441	0.000717943	0.0125596	0.01460087	0.188846	0.409368	0.598951	0.816896	0.02738139	0.05611177	0.00630604	0.504948	0.0120854	0.0114157	0.457092	0.00815285	0.203303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000919207	0.811585	0.173081	0.014415	7	40.68152	0.0519334	0.000648745	0.0372852	0.399042	3.56302	0.00145187	0.0554759	0.466746	3.47633	0.331831	0.287936	0.133025	0.247208	0.2594148	7.53334	8.06172	2.19081	21.5815	9.30013	9.69922	7.91617	11.226	36.7906	16.8496	15.9034	5.17019	0.225036	21.4533	0.7836986
1990	-4143.01	-4146.02	3.01091	22.73708	11.60225	0.173493	0.4315468	0.5088779	0.913264	0.00430854	6.02975e-05	0.0104096	0.0384477	0.0201446	0.00843679	0.00402213	0.0199766	0.014331	0.019265	0.00222904	0.0115697	0.00668252	0.0104732	0.0218627	0.0291438	0.0589948	0.0223541	0.0249819	0.00139419	0.019464	0.0549098	0.00022816	0.0686123	0.00148532	0.0112162	0.0203364	0.0180759	0.00225469	0.0313765	0.070067	0.0249469	0.0378195	0.010939	0.00625722	0.010691	0.0243068	0.0325249	0.00143246	0.0242976	0.00260377	0.0448926	0.02238093	0.145262	0.339037	0.522116	0.757249	0.02499572	0.07474535	0.00769737	0.55809	0.015254	0.007225	0.403524	0.00820969	0.1485038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00368877	0.580065	0.319296	0.0969503	6	40.38221	0.06429122	0.000184897	0.0200173	0.311056	3.66874	0.0215161	0.204904	0.76328	3.0103	0.28219	0.308321	0.133051	0.276437	0.2232491	7.53334	7.85547	2.19081	22.1338	9.6992	9.56861	7.91617	11.6022	37.0916	16.6372	15.8133	5.29493	0.225036	20.055	0.6651931
2000	-4142.45	-4150.69	8.24192	20.83614	11.7223	0.1677674	0.4628392	0.7496283	1.683336	0.0291395	2.88951e-05	0.00784324	0.035326	0.021156	0.0138395	0.00430309	0.0276352	0.0128585	0.0139708	0.0023292	0.021756	0.00422242	0.020399	0.034009	0.0178376	0.0177327	0.0149812	0.0423905	0.0014408	0.0171736	0.0256603	0.000385517	0.0647123	0.0013614	0.0182932	0.0153349	0.0235551	0.0156246	0.0402338	0.024072	0.0222768	0.0243993	0.00980524	0.0147082	0.0206762	0.012923	0.0328733	0.00313939	0.0144873	0.00412323	0.0928991	0.02614021	0.13845	0.302746	0.458419	0.679128	0.0291312	0.1023216	0.00879498	0.574858	0.00937722	0.00597414	0.39617	0.00482526	0.06212361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166083	0.310676	0.406232	0.266484	9	37.91639	0.09592929	0.000140882	0.0174888	0.294542	3.68783	0.0267247	0.226965	0.791225	2.95508	0.299696	0.304378	0.108837	0.287089	0.1644452	6.6502	7.82577	2.19081	22.7308	9.54752	9.67646	7.85402	11.7223	37.1821	16.6372	15.8444	4.52202	0.225036	21.236	0.3777769
2010	-4145.38	-4154.53	9.15259	21.27988	11.7223	0.1880144	0.335554	0.3999823	0.8549027	0.0452024	0.000172298	0.00845565	0.0402137	0.0285791	0.0191948	0.00655559	0.0164444	0.0150609	0.0199953	0.00365934	0.0191353	0.00102237	0.0401603	0.0258187	0.0312029	0.0202024	0.0103857	0.0606521	0.000732669	0.00712191	0.027688	0.000645954	0.0271765	0.00140824	0.0234063	0.00511642	0.0248948	0.00869443	0.0280214	0.00983049	0.017786	0.0232735	0.0102493	0.0193646	0.0196059	0.0153671	0.0104341	0.00620692	0.0128494	0.0118568	0.0415153	0.02669131	0.132082	0.323621	0.5109	0.753866	0.04037797	0.07231091	0.00767175	0.571775	0.00861147	0.0188723	0.39015	0.00291947	0.1156149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0117976	0.605698	0.138792	0.243713	9	39.95243	0.07873235	0.000342031	0.0271597	0.35166	3.62084	0.00861742	0.132289	0.650953	3.20814	0.319002	0.291696	0.130129	0.259173	0.1879258	6.6502	7.96849	2.4198	22.5942	9.40624	9.69312	8.13389	11.7223	36.4883	16.738	15.8913	4.53109	0.168781	21.236	0.6152156
2020	-4149.36	-4151.39	2.03086	20.91558	11.22668	0.1842723	0.4400315	0.505497	1.101768	0.0332896	0.000131243	0.00447756	0.0551514	0.0302784	0.0288737	0.0096576	0.0122314	0.0143636	0.0149106	0.00205093	0.0203124	0.00399815	0.0144215	0.0208404	0.0293609	0.0250349	0.0108989	0.0120369	0.000734068	0.00723819	0.0225106	0.00186067	0.0232304	0.00207964	0.0127002	0.00681743	0.0465597	0.0130669	0.0309423	0.00931989	0.0114456	0.0257856	0.00608634	0.0131339	0.0130307	0.021451	0.0178944	0.00405882	0.0235014	0.00675494	0.0604193	0.02100695	0.133916	0.315648	0.491691	0.728151	0.03876588	-0.0235846	0.00994541	0.541828	0.0093326	0.0183963	0.419464	0.00103373	0.1889398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0345272	0.465163	0.377788	0.122522	6	42.34687	0.03904022	0.000294621	0.0252233	0.341383	3.6331	0.0228876	0.210978	0.771205	2.99493	0.299649	0.306906	0.137632	0.255812	0.1653552	6.08425	8.14525	1.9607	21.7698	9.46932	9.56306	8.13389	11.2267	37.1443	16.8852	15.9544	4.48739	0.168781	21.236	1.14263
2030	-4146.37	-4154.72	8.34756	21.0967	11.36213	0.1784414	0.5838078	0.6694615	1.224133	0.0208613	0.000142864	0.00227656	0.0401764	0.0231757	0.0147066	0.00493483	0.00718259	0.00735633	0.0240651	0.00364151	0.0152101	0.00139249	0.0521413	0.0188853	0.0190329	0.0431466	0.0310075	0.00908408	0.000884449	0.00198829	0.0162573	0.00171933	0.010565	0.0195723	0.00423001	0.00403555	0.0578123	0.00362871	0.0470714	0.0059625	0.01513	0.0316831	0.0111654	0.0159506	0.00468897	0.0350412	0.00666875	0.00457409	0.0199087	0.00338219	0.0145118	0.01431649	0.150211	0.332906	0.502799	0.72917	0.03849614	0.05985758	0.0112429	0.516763	0.00677076	0.0115147	0.452222	0.00148674	0.09713264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0255713	0.436094	0.356198	0.182137	7	41.67065	0.0394114	0.000230599	0.0223368	0.325107	3.65233	0.0497865	0.303151	0.872828	2.77423	0.31008	0.285129	0.139966	0.264825	0.1569902	7.06137	8.07441	1.55488	20.41	9.65436	9.69721	8.13389	11.3621	37.1443	16.8852	15.9544	5.23824	0.168781	21.236	0.6187177
2040	-4147.74	-4153.8	6.06063	35.0256	11.6381	0.1416397	0.2496463	0.3670876	1.236898	0.0643117	0.000586757	0.00323154	0.0368489	0.0182872	0.00458126	0.00638228	0.0177	0.0116839	0.0257357	0.000755008	0.0141991	0.00107367	0.0336884	0.0163211	0.00739985	0.0547184	0.0519982	0.00856428	0.00102758	0.00164848	0.0325942	0.00202152	0.00751767	0.0359195	0.00220937	0.00415111	0.0422824	0.00461307	0.0460629	0.0192315	0.0231836	0.0556233	0.00975435	0.0120289	0.0082945	0.0468153	0.00980149	0.00528643	0.00394055	0.00121098	0.0249531	0.02086149	0.108041	0.273564	0.445282	0.69042	0.06611252	0.09817961	0.00814815	0.558863	0.00507586	0.0130962	0.413034	0.00178311	0.1287664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0162834	0.376376	0.326376	0.280965	8	42.75149	0.05523385	3.08002e-05	0.0082078	0.216487	3.77527	0.00209531	0.0664346	0.500739	3.43073	0.294805	0.290751	0.129968	0.284476	0.226946	5.70954	8.17348	2.46223	21.5428	9.69625	9.53808	8.13389	11.6381	37.1443	16.8852	15.9645	5.25366	0.168781	21.236	0.5673879
2050	-4147.45	-4143.96	-3.49485	24.57134	11.67141	0.1467803	0.6816581	0.5155637	0.8496377	0.0418167	0.00348056	0.00675162	0.0553394	0.0169819	0.028633	0.00925734	0.0190861	0.0164801	0.0205421	0.00148158	0.0125612	0.000858745	0.0433742	0.0289664	0.0120081	0.102956	0.0300714	0.078629	0.00112513	0.0031514	0.0333369	0.00248338	0.058328	0.027038	0.00104995	0.0114455	0.0238762	0.0110827	0.0457527	0.0252926	0.0204555	0.0152715	0.0215513	0.00379509	0.00790262	0.0589552	0.0249248	0.00446979	0.00377111	0.00156353	0.013652	0.02136231	0.150375	0.348836	0.534208	0.768035	0.02598873	0.01573193	0.00907492	0.610081	0.00670742	0.00667906	0.366254	0.0012035	0.2159176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0110259	0.520607	0.236616	0.231751	6	42.89447	0.08684284	4.33597e-05	0.00973191	0.232094	3.75813	0.0702755	0.354746	0.917877	2.6571	0.300177	0.32187	0.126056	0.251897	0.2316495	6.68749	7.89273	2.46223	22.6968	9.04251	9.68395	8.13389	11.6714	37.1871	16.8852	15.676	5.29091	0.168781	22.4039	0.9320874
