Iteration	Posterior	Likelihood	Prior	age_extant	age_Kretzoiarctos_beatrix	alpha_cytb	alpha_morpho	alpha_ofbeta	beta_ofbeta	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	cats[1]	cats[2]	cats[3]	cats[4]	clock_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	fossil[1]	fossil[2]	fossil[3]	fossil[4]	fossil[5]	fossil[6]	fossil[7]	fossil[8]	fossil[9]	fossil[10]	fossil[11]	fossil[12]	fossil[13]	fossil[14]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	turnover
100	-76.8178	0	-76.8178	54.99997	54.99997	0.9348483	0.2672991	1.732092	0.2910603	0.48333	0.179724	0.369279	0.239242	0.011435	0.102362	0.0101131	0.100431	0.161013	0.278618	0.0992391	0.486946	0.346506	0.0132647	0.478711	0.095486	0.0853806	0.0150795	0.177406	0.0635975	0.166392	0.393903	0.266779	0.0404341	0.198239	0.00804211	0.00244275	0.120002	0.0755981	0.0716646	0.062561	0.173595	0.0876146	0.201633	0.0340985	0.149816	0.160343	0.0495254	0.00995489	0.0619536	0.0546549	0.0189519	0.1985317	0.387427	0.62888	0.781626	0.918437	1.683529	0.01501871	0.00519415	0.168577	0.35666	0.155147	0.275424	0.038997	0.008628234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246385	0.204829	0.000482113	0.548304	14	54.99997	0.04890181	0.123778	0.456253	0.988306	2.43166	0.00301786	0.0794371	0.536576	3.38097	0.0609784	0.414259	0.378515	0.146248	0.02364694	55	54.9965	54.9995	55	54.9997	54.9916	54.988	55	23.4351	55	55	54.7599	35.2723	55	0.3648774
110	-82.2115	0	-82.2115	54.99997	54.99997	0.5648844	0.1319644	0.4250017	0.2701465	0.23086	0.148973	0.423477	0.215812	0.00601241	0.0476587	0.0402232	0.22769	0.140378	0.277709	0.0700333	0.483808	0.325881	0.0351267	0.48356	0.310243	0.0909414	0.0340387	0.0952529	0.0987884	0.192511	0.327327	0.710033	0.0572792	0.30865	0.0151484	0.00289208	0.0861123	0.490487	0.0564297	0.0477114	0.317076	0.0400859	0.0407527	0.0929567	0.123098	0.271901	0.0315627	0.0263902	0.0681062	0.0723147	0.00397224	0.1673147	0.18491	0.429813	0.640476	0.859716	0.6363085	0.01121236	0.0144082	0.159068	0.240664	0.262774	0.226072	0.0970136	0.02568878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153531	0.36675	0.000239661	0.479479	13	54.99997	0.04001799	0.045956	0.29218	0.862289	2.79958	1.50504e-05	0.00574446	0.187028	3.80721	0.0439103	0.517667	0.259125	0.179297	0.03690114	55	54.9994	55	55	55	54.9995	54.9775	55	20.439	55	54.9095	53.7535	42.5993	21.8316	0.6961513
120	-71.5908	0	-71.5908	54.99998	54.99998	0.8771095	0.04798546	0.5935752	0.4864918	0.0675778	0.050259	0.42107	0.326971	0.00484189	0.0552105	0.0637733	0.28057	0.164624	0.296984	0.0291847	0.101633	0.0609159	0.157735	0.97925	0.11937	0.102832	0.137402	0.0906542	0.275648	0.200212	0.294853	0.304098	0.0570317	0.142218	0.0111748	0.00726724	0.0380941	0.41519	0.0203134	0.03563	0.0961104	0.0703291	0.132198	0.178289	0.101049	0.127542	0.125934	0.00600291	0.053655	0.0475233	0.00210379	0.1302112	0.192606	0.422784	0.618769	0.835375	1.577151	0.03099547	0.045791	0.101382	0.247761	0.204897	0.261371	0.138799	0.01263986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379243	0.316356	0.000595976	0.303805	14	54.99998	0.06287824	0.11183	0.436421	0.976227	2.47552	1.58124e-13	5.93453e-07	0.00416298	3.99584	0.0235948	0.140939	0.627119	0.208347	0.04363533	55	55	55	55	55	55	49.0132	55	43.7707	55	50.0759	34.9896	54.8954	40.6961	0.2896703
130	-63.8401	0	-63.8401	54.99998	54.99998	0.6402809	0.03651564	1.446072	0.5050998	0.0830755	0.0876371	0.155798	0.0934401	0.0110115	0.0293159	0.130647	0.398245	0.164718	0.160203	0.0328566	0.125284	0.048946	0.0600783	0.730985	0.172439	0.0802194	0.112791	0.188931	0.121784	0.129177	0.122295	0.0540709	0.0899025	0.0959062	0.00203076	0.0297068	0.102664	0.143075	0.0183244	0.0282337	0.124223	0.102517	0.232126	0.234229	0.0466874	0.0314414	0.0773777	0.0128887	0.0542511	0.132657	0.00596357	0.1143334	0.320139	0.555065	0.718882	0.882215	0.959885	0.03761139	0.0845561	0.242967	0.459612	0.0307605	0.131315	0.0507891	0.01445129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.841904	0.0831122	0.000290607	0.0746929	14	54.99998	0.07314	0.0615082	0.333936	0.900556	2.704	1.8148e-17	6.3639e-09	0.000634175	3.99937	0.0285757	0.11363	0.399784	0.45801	0.05206267	55	55	55	55	55	55	55	55	28.7985	55	55	53.2401	53.2071	54.4948	0.2775748
140	-60.4986	0	-60.4986	54.99999	54.99999	0.5000516	0.04056066	1.888091	0.8949643	0.0383103	0.0909494	0.231614	0.348579	0.0368506	0.0255673	0.0617552	0.325419	0.364254	0.131679	0.0464892	0.174703	0.0405398	0.159314	0.0885212	0.16282	0.0536906	0.0968795	0.244991	0.311169	0.17132	0.166	0.0505059	0.0299643	0.0807781	0.00105095	0.0489831	0.0383868	0.0941274	0.053162	0.0348747	0.0672066	0.0693191	0.248624	0.184096	0.0136614	0.0325414	0.0438512	0.0117073	0.175551	0.198024	0.00624688	0.1119639	0.32882	0.541836	0.691535	0.853078	0.942917	0.03087202	0.0549156	0.192629	0.414376	0.0258269	0.151146	0.161106	0.004799447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.372516	0.299497	0.000749726	0.327238	14	54.99999	0.07944469	0.0333973	0.25195	0.820306	2.89435	7.9949e-16	4.22247e-08	0.00139052	3.99861	0.0978269	0.313051	0.428461	0.160662	0.03567147	54.9992	55	55	54.9971	55	55	54.9993	55	54.8571	54.9877	55	54.9896	54.1178	54.3939	0.1345458
150	-60.7435	0	-60.7435	54.99999	54.99999	0.895321	0.05519898	1.750116	0.3918794	0.0322737	0.0970429	0.403387	0.103248	0.05925	0.0378437	0.101055	0.10032	0.0705427	0.182923	0.0785681	0.0665187	0.0527401	0.187071	0.0569377	0.0471119	0.02997	0.125134	0.135582	0.258598	0.0713983	0.119058	0.0662708	0.0422204	0.0454664	0.00123633	0.0203048	0.0404272	0.275524	0.0197425	0.0946813	0.225544	0.075007	0.232046	0.0939317	0.0126265	0.016519	0.0681211	0.0198116	0.0493454	0.0344474	0.0157118	0.09840764	0.374254	0.610653	0.763932	0.906998	5.088528	0.01734217	0.034504	0.0335079	0.742743	0.0185703	0.0582362	0.112438	0.00989081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564453	0.148784	0.00145688	0.285305	14	54.99999	0.04428662	0.115624	0.442858	0.980231	2.46129	6.88818e-12	3.9145e-06	0.00910703	3.99089	0.111449	0.0260009	0.611018	0.251531	0.02723298	55	54.992	55	55	55	55	55	55	53.3751	48.5216	55	46.6003	46.6866	39.243	0.3631923
160	-54.5107	0	-54.5107	54.99999	54.99845	2.053842	0.07563724	2.036268	2.370543	0.0118963	0.0858168	0.119073	0.101584	0.0627586	0.0486231	0.0500934	0.138463	0.0625755	0.109225	0.107705	0.0127674	0.0993354	0.112763	0.0203164	0.125068	0.0191529	0.156747	0.0884155	0.0926353	0.100642	0.29257	0.0984572	0.0246555	0.0355086	0.00625706	0.0710334	0.0207088	0.117958	0.00981012	0.102936	0.124739	0.0682732	0.232049	0.0457153	0.0107261	0.0205342	0.199736	0.0328322	0.0163679	0.157822	0.0289108	0.07607138	0.239541	0.405565	0.53745	0.713095	0.3748301	0.02145487	0.0418495	0.0857949	0.183197	0.111857	0.125048	0.452253	0.002687271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415334	0.0948022	0.00511164	0.484752	14	54.99999	0.02963845	0.299618	0.66062	1.07128	1.96848	6.07976e-09	0.000116098	0.0371943	3.96269	0.233225	0.055192	0.608168	0.103414	0.02414214	55	38.9783	55	54.9644	54.9997	55	54.7136	54.9985	54.9828	51.6217	55	49.4454	39.9721	54.9642	0.1113104
170	-36.2374	0	-36.2374	55	54.9996	0.5934158	0.05302755	1.973949	2.321171	0.0098437	0.0627351	0.0227887	0.24768	0.0124186	0.0362728	0.0272833	0.150861	0.0641784	0.0897982	0.157399	0.00295025	0.116216	0.0868623	0.0110496	0.0669085	0.0147001	0.0117048	0.0398136	0.08415	0.0281735	0.0395899	0.0591596	0.0151627	0.0313758	0.00232536	0.0333589	0.0093088	0.0834129	0.0077337	0.0441592	0.0300354	0.0908487	0.0370957	0.0577103	0.0201718	0.0132165	0.0578554	0.024792	0.0353739	0.0505495	0.041675	0.05906056	0.23643	0.403288	0.536376	0.713591	0.249405	0.05352735	0.0208275	0.0443893	0.250119	0.225086	0.225091	0.234488	0.001817935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188579	0.687864	0.00458423	0.118973	13	55	0.05105318	0.051753	0.308593	0.877922	2.76173	2.46392e-12	2.34162e-06	0.00735812	3.99264	0.0636113	0.0425917	0.689719	0.204078	0.05534528	55	54.8626	55	55	55	55	54.9999	54.9996	54.9931	54.987	55	36.9572	52.7728	54.9914	0.03284715
180	-16.4012	0	-16.4012	55	54.99949	0.2094357	0.04812423	1.246183	3.224206	0.00642652	0.0296157	0.0268718	0.16347	0.00402233	0.0493337	0.0525015	0.0636242	0.035354	0.0311823	0.0631325	0.00276382	0.0222286	0.0292139	0.0399245	0.0466346	0.0392041	0.00258051	0.0203716	0.0552789	0.0148904	0.0679545	0.0335086	0.0404355	0.0340654	0.00101527	0.0170095	0.0468441	0.0412614	0.00611055	0.0413702	0.0438268	0.153618	0.102525	0.0739779	0.0197817	0.029182	0.0417113	0.0390482	0.0305705	0.0368265	0.0170424	0.04270129	0.13796	0.271584	0.394978	0.58407	0.3545093	0.02281152	0.0063801	0.122864	0.236424	0.109398	0.280299	0.244635	0.008116775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173625	0.625282	0.0133065	0.187787	14	55	0.05583443	0.000725001	0.0393901	0.407832	3.55205	1.71857e-13	6.1868e-07	0.00423551	3.99576	0.0342808	0.0151287	0.245684	0.704907	0.0309283	54.9999	54.9997	55	54.9971	55	55	55	54.9995	55	54.9752	55	53.8304	6.89249	55	0.2624385
190	-14.6649	0	-14.6649	54.99999	53.42282	0.1697224	0.09282869	1.623146	1.454318	0.0243856	0.0207198	0.0158307	0.131309	0.00700214	0.0281485	0.0618263	0.107672	0.0632196	0.0258422	0.034734	0.00693707	0.0203571	0.0198953	0.080276	0.044383	0.0787243	0.00190203	0.0136569	0.0789325	0.104794	0.0842401	0.0381448	0.109754	0.0168737	0.000759369	0.00869612	0.0129193	0.0220571	0.0261736	0.0200686	0.068317	0.100465	0.0250433	0.0451524	0.0450877	0.0339507	0.00911174	0.00170766	0.0273603	0.0138868	0.0126686	0.04711527	0.252421	0.443876	0.593267	0.776938	0.2087309	0.02917399	0.00469418	0.14108	0.247842	0.111128	0.115435	0.37982	0.009473355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484651	0.347352	0.0185794	0.149418	13	55	0.04695133	0.000154907	0.0183331	0.300211	3.6813	1.80635e-07	0.00063188	0.0751322	3.92424	0.163164	0.173846	0.245269	0.417721	0.03864735	55	53.7353	55	54.9916	54.9993	54.9846	54.9947	53.4228	55	55	54.9951	52.3176	52.8056	54.9773	0.245123
200	11.764	0	11.764	55	54.99747	0.3047991	0.1713787	0.8382496	1.376163	0.0282225	0.00685465	0.0281928	0.0229387	0.00290478	0.0118494	0.0201463	0.0550193	0.0300949	0.0347404	0.0236746	0.00243068	0.00663529	0.0119839	0.0206772	0.0469935	0.0340535	0.00134538	0.00368734	0.0286157	0.0301014	0.0268993	0.0731673	0.00795852	0.0130688	0.000685875	0.00231374	0.0103145	0.0203695	0.0237552	0.0212762	0.0183263	0.0283409	0.0157619	0.042363	0.0280596	0.0243142	0.0149578	0.00154452	0.0135704	0.00798957	0.0287283	0.0167709	0.164223	0.3455	0.508809	0.726194	0.7328733	0.02534242	0.00319391	0.183754	0.484641	0.0850132	0.084064	0.159334	0.03151239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28121	0.258815	0.00608384	0.453891	14	55	0.1166305	0.00569268	0.108233	0.603775	3.2823	0.00016759	0.0190639	0.304989	3.67578	0.0998137	0.0531755	0.432756	0.414255	0.05685481	55	55	55	55	55	54.9824	55	54.9975	55	55	55	24.2201	50.8769	55	0.5542608
210	9.91527	0	9.91527	54.35424	54.99951	3.745162	0.7024102	1.115628	1.146339	0.0269972	0.0134265	0.00479081	0.0157788	0.00164066	0.0082022	0.00420065	0.0331929	0.0277886	0.00805312	0.0373095	0.00487526	0.00558742	0.0167731	0.0242523	0.0701002	0.0633586	0.00115444	0.00211774	0.013639	0.0240787	0.0793454	0.0524111	0.00372237	0.0127847	0.000290234	0.00695627	0.0127813	0.0242328	0.0038175	0.00774615	0.0172494	0.0649276	0.00685161	0.0362674	0.0128107	0.0190397	0.0434645	0.000640787	0.00612817	0.00979657	0.0329936	0.02033508	0.21439	0.413762	0.578023	0.779413	0.1621073	0.05340949	0.00326644	0.0683488	0.472902	0.136977	0.230771	0.0877346	0.01862652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119477	0.374283	0.00230679	0.503934	13	55	0.04095501	0.43979	0.765908	1.08435	1.70995	0.0747032	0.364665	0.925758	2.63487	0.0715467	0.106568	0.410446	0.411439	0.07203601	54.9988	54.5231	55	55	54.3325	40.2573	55	54.9995	55	55	54.9988	32.4549	53.6944	55	0.2585723
