Iteration	Posterior	Likelihood	Prior	age_extant	age_Kretzoiarctos_beatrix	alpha_cytb	alpha_morpho	alpha_ofbeta	beta_ofbeta	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	cats[1]	cats[2]	cats[3]	cats[4]	clock_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	fossil[1]	fossil[2]	fossil[3]	fossil[4]	fossil[5]	fossil[6]	fossil[7]	fossil[8]	fossil[9]	fossil[10]	fossil[11]	fossil[12]	fossil[13]	fossil[14]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	turnover
1270	-41.6984	0	-41.6984	55	53.71142	1.161679	2.417631	0.8456671	0.4050503	0.109595	0.0984215	0.204352	0.0212511	0.0968901	0.0128603	0.0458575	0.388194	0.0606581	0.0828873	0.0810396	0.0977282	0.0743951	0.110063	0.00816166	0.0117249	0.0881053	0.0420315	0.0582446	0.0172871	0.106726	0.0898794	0.0355991	0.0735109	0.105833	0.00969049	0.0385151	0.114543	0.182486	0.215237	0.00161811	0.135883	0.0349968	0.144681	0.0301316	0.0403963	0.0139774	0.36672	0.0410949	0.0466402	0.0232978	0.0337977	0.08872864	0.244002	0.486464	0.674054	0.866568	2.475912	0.05949091	0.119333	0.185894	0.442704	0.0341489	0.174157	0.0437637	0.0006392933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0487519	0.0738864	0.148884	0.728478	14	55	0.09181543	0.16804	0.520483	1.02236	2.28912	0.338506	0.693158	1.07763	1.89071	0.0381321	0.282669	0.271784	0.407415	0.06013021	55	48.043	55	55	55	55	47.3957	53.7114	55	55	55	52.6498	53.4697	55	0.01063182
1280	-15.6574	0	-15.6574	55	54.99997	1.676143	1.991342	1.01494	0.7259988	0.0441518	0.0362122	0.0982415	0.00345855	0.0649852	0.0273478	0.0314353	0.0941703	0.0166568	0.0858326	0.0293338	0.0845917	0.0572516	0.0145261	0.00845957	0.00376623	0.0622526	0.00387574	0.0232731	0.0507258	0.0181779	0.1023	0.0348551	0.0401765	0.0806766	0.00401791	0.0210918	0.0395229	0.168002	0.166121	0.00120401	0.0436384	0.024133	0.103712	0.055955	0.0366736	0.0138568	0.0770082	0.034195	0.0148931	0.00775204	0.0122765	0.05849931	0.235573	0.457036	0.632557	0.829308	1.307806	0.04220504	0.0663989	0.346698	0.167052	0.0282844	0.35872	0.0328474	0.0004106632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169386	0.314944	0.307474	0.208196	14	55	0.06583495	0.251296	0.615471	1.05929	2.07395	0.292239	0.65409	1.06977	1.9839	0.0828687	0.200386	0.193337	0.523408	0.04261571	55	55	55	55	55	55	55	55	55	55	55	46.5422	52.1952	55	0.009636428
1290	-10.1496	0	-10.1496	54.99996	54.9824	0.6468463	0.5525458	3.303184	1.564828	0.0214796	0.0458835	0.0851885	0.00985234	0.0404495	0.022777	0.0345618	0.284922	0.0204548	0.143786	0.0138994	0.0331696	0.0409203	0.00402751	0.0283401	0.00136223	0.0191053	0.011908	0.0151494	0.0313521	0.0209875	0.0965402	0.0107347	0.0140284	0.0794167	0.00477406	0.0362931	0.0130292	0.0492017	0.0963743	0.00333318	0.0410395	0.0274271	0.142308	0.0410287	0.0123307	0.00992242	0.042618	0.0682875	0.0405066	0.0133332	0.00502262	0.03696794	0.394376	0.576308	0.698455	0.837079	1.209048	0.06208496	0.122269	0.106875	0.16064	0.0135075	0.494904	0.101804	0.0002284444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0644212	0.239539	0.361766	0.334274	14	55	0.07478288	0.0628919	0.337333	0.903458	2.69632	0.0434929	0.284842	0.855034	2.81663	0.153953	0.266476	0.0418119	0.53776	0.0623134	55	54.9946	55	55	55	54.9887	54.9999	54.9824	55	55	55	54.9836	54.9998	55	0.003666055
1300	22.8212	0	22.8212	54.99979	54.97314	0.9163341	0.3895978	3.110232	0.4915155	0.0125978	0.0183396	0.0343206	0.00555286	0.0563601	0.00254224	0.0175308	0.0268111	0.0102668	0.057492	0.0017051	0.0260844	0.0201969	0.00441572	0.0159998	0.000739273	0.0320903	0.00414448	0.00341607	0.0113896	0.0118703	0.0315492	0.0105612	0.00994377	0.0597823	0.00446135	0.0231805	0.00303993	0.0219665	0.0213028	0.00270564	0.0232966	0.0328818	0.0335509	0.0291721	0.0102842	0.00893738	0.0153524	0.0157936	0.0106882	0.037281	0.00668298	0.02530048	0.492465	0.698055	0.817866	0.926579	2.192951	0.05752277	0.351766	0.0522002	0.153734	0.00488354	0.273281	0.164135	0.0003653188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0358642	0.245595	0.430252	0.288289	14	55	0.1017966	0.119973	0.450074	0.984625	2.44533	0.0152428	0.173944	0.719774	3.09104	0.408464	0.200886	0.0913847	0.299266	0.05788809	55	54.9026	55	55	55	54.5684	54.9997	54.9731	55	55	55	54.2674	54.4565	54.9998	0.006310776
1310	6.22633	0	6.22633	55	54.90035	1.337725	1.02382	1.521248	1.14886	0.039987	0.0250943	0.0786789	0.0128172	0.0347213	0.00981136	0.0243537	0.0331172	0.0125224	0.0830455	0.00528299	0.0364131	0.0123372	0.00765837	0.0271755	0.000297239	0.0184767	0.00452747	0.00343522	0.0119498	0.035452	0.0190894	0.0213323	0.0211078	0.0641045	0.00472665	0.0476994	0.00385626	0.0210879	0.0305431	0.0047248	0.0329638	0.054554	0.0652834	0.0668117	0.0639779	0.00421204	0.0229681	0.0484316	0.00857038	0.0451672	0.0177062	0.02577342	0.26391	0.467118	0.622785	0.805665	0.6930579	0.04168003	0.471151	0.201762	0.0193553	0.00250721	0.125845	0.179379	0.0004104497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202635	0.292509	0.0929989	0.411857	14	55	0.07495721	0.199131	0.559111	1.03928	2.20248	0.141682	0.483796	1.00384	2.37068	0.292414	0.308846	0.298824	0.0999161	0.04209048	55	54.962	55	55	55	54.9719	55	54.9003	55	55	55	54.7791	54.782	55	0.009751604
1320	8.7003	0	8.7003	54.96016	54.48661	1.683491	1.928074	2.366328	1.122811	0.0278837	0.0566942	0.0159373	0.00378542	0.00658706	0.00705054	0.0102156	0.0358531	0.0168497	0.0276992	0.00563265	0.0357428	0.00726532	0.00949904	0.0400034	0.000244773	0.0258532	0.00226964	0.00531583	0.00870919	0.0379019	0.0103997	0.0275182	0.0083113	0.0850586	0.00783862	0.0218743	0.00198348	0.066707	0.0110939	0.00224526	0.0288428	0.0412693	0.0972918	0.0908057	0.0184586	0.00267392	0.0357538	0.0675209	0.0124599	0.0369962	0.0229229	0.02213127	0.355096	0.556237	0.694685	0.847065	0.3425098	0.03421699	0.0616581	0.591432	0.0310708	0.00312472	0.133024	0.179691	0.000601883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168126	0.717037	0.0153978	0.0994394	14	55	0.05847257	0.252328	0.616499	1.0596	2.07158	0.284535	0.647141	1.06808	2.00024	0.235379	0.317839	0.3581	0.0886821	0.03481887	55	54.9587	55	55	55	54.4625	53.8725	54.4866	55	55	55	51.9924	54.9482	55	0.01728611
1330	33.6441	0	33.6441	54.99302	52.09471	3.513623	1.321842	1.366969	0.5033662	0.0142895	0.0436959	0.00444112	0.00321102	0.00905076	0.00640929	0.0201346	0.0288124	0.00351659	0.0669198	0.00952831	0.00451761	0.0276695	0.0025783	0.00993181	6.62922e-05	0.00770055	0.00138295	0.00237626	0.0120182	0.00652052	0.00339156	0.01425	0.0126757	0.0152101	0.00950236	0.0151991	0.00125287	0.0243963	0.00689181	0.000997623	0.0306582	0.00774084	0.0387528	0.0564135	0.000920338	0.00024691	0.00659145	0.0168045	0.00519011	0.0647338	0.0106433	0.01984029	0.309746	0.545441	0.711975	0.879105	0.2977718	0.07920958	0.0509285	0.202482	0.0143522	0.00332867	0.0538496	0.675059	0.0005759078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.419207	0.421153	0.0278581	0.131782	14	55	0.1561282	0.425468	0.75651	1.0841	1.73392	0.196443	0.55594	1.03799	2.20963	0.050789	0.0900708	0.413387	0.445753	0.07978548	55	54.9914	55	55	55	52.088	48.24	52.0947	55	55	55	54.4155	54.8212	55	0.007218203
1340	49.0062	0	49.0062	54.99711	54.99673	1.279809	2.316453	1.802566	0.6673814	0.0153819	0.0509531	0.0103304	0.00328322	0.00259585	0.00242595	0.00906578	0.0552615	0.0015789	0.0223828	0.00594525	0.00591356	0.0314125	0.00127033	0.000522314	4.93674e-05	0.0013476	0.00131495	0.00109877	0.00522983	0.00411598	0.000340474	0.0106565	0.0141709	0.0312351	0.00517932	0.00300579	0.00156815	0.00921573	0.0174798	0.00279461	0.0217714	0.00244272	0.00781656	0.0287318	0.000493352	0.000151118	0.00821656	0.0251043	0.0175958	0.0163134	0.011839	0.01284686	0.344238	0.56749	0.720116	0.876075	0.2369237	0.07227742	0.265213	0.337312	0.0121074	0.019725	0.0401122	0.325531	0.001089431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.535387	0.128119	0.0315371	0.304957	14	55	0.1089277	0.189219	0.54727	1.03437	2.22914	0.328334	0.684934	1.07621	1.91052	0.12051	0.34463	0.187098	0.347763	0.07336685	55	54.9813	55	55	55	54.9913	45.9327	54.9967	55	55	55	54.9933	54.9942	55	0.01484909
1350	48.224	0	48.224	54.99907	54.9655	2.320462	2.253363	1.198753	0.9658835	0.0186126	0.00515243	0.0400039	0.00165665	0.00298528	0.00805999	0.00910515	0.0164609	0.00143032	0.0252259	0.0282122	0.00577294	0.0336946	0.000645821	0.00321559	0.000106516	0.00247509	0.00224198	0.00265621	0.00407931	0.00154547	0.00128113	0.0134769	0.00433024	0.0335617	0.00592082	0.00375157	0.0104032	0.00732728	0.00804927	0.00364012	0.0196202	0.000691765	0.00454178	0.012293	0.000813481	0.000227994	0.00187143	0.0329651	0.0193846	0.012105	0.0146699	0.01008636	0.239266	0.44899	0.614944	0.808631	1.759763	0.03573417	0.194562	0.136894	0.0351446	0.0413104	0.0223392	0.56975	0.0006940506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324068	0.185581	0.0569475	0.433403	14	55	0.09080332	0.328746	0.685271	1.07627	1.90971	0.321752	0.679508	1.07521	1.92353	0.194711	0.232205	0.0420872	0.530996	0.03642822	55	54.9979	55	55	55	54.9985	54.8611	54.9655	55	55	55	44.2487	54.6785	55	0.01905255
1360	20.1408	0	20.1408	54.9991	54.9991	1.164704	1.553219	1.294396	2.327244	0.0162741	0.00101137	0.105894	0.00340628	0.0155747	0.0114391	0.0117304	0.0281277	0.0176555	0.020368	0.0151516	0.00778069	0.0494545	0.00067096	0.00416653	8.56969e-05	0.00857222	0.0106855	0.00192325	0.00154637	0.00688235	0.00191781	0.0132945	0.00277755	0.10812	0.00382936	0.0193501	0.0358407	0.00533087	0.00913022	0.00568902	0.0306224	0.000714919	0.0102697	0.0398963	0.00145907	5.9726e-05	0.00569758	0.0425215	0.0360272	0.0136929	0.0203849	0.01779491	0.171669	0.329266	0.467682	0.663928	0.6261072	0.03590294	0.0754871	0.0668413	0.121096	0.057628	0.00941593	0.669532	0.01212506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192622	0.323667	0.0860794	0.397632	14	55	0.05735372	0.168599	0.521218	1.02271	2.28748	0.233428	0.597181	1.0534	2.11599	0.257159	0.0859356	0.0836673	0.573238	0.04802801	55	54.9976	55	55	55	54.9986	54.9887	54.9991	55	55	55	54.8656	54.9839	55	0.2524582
1370	14.4751	0	14.4751	54.99946	54.99916	0.6165285	1.288551	0.37466	2.776414	0.0242689	0.00724443	0.0284056	0.00557072	0.0155677	0.00349485	0.0105664	0.0222557	0.0229418	0.012137	0.0189043	0.00732049	0.0740506	0.000688199	0.0112735	3.90654e-05	0.00413606	0.0224348	0.0162933	0.00589862	0.0165794	0.00470837	0.0857169	0.0091782	0.0337697	0.00326792	0.0178563	0.0443154	0.0263468	0.00382097	0.00561105	0.0217409	0.00325868	0.0198589	0.0269112	0.00240735	0.000507774	0.0071601	0.128916	0.0269899	0.013951	0.010145	0.02218491	0.0682986	0.178189	0.303021	0.517966	2.073222	0.03030724	0.184769	0.174381	0.18201	0.114857	0.0152004	0.328782	0.01353576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0753208	0.465176	0.043522	0.415981	14	55	0.04084772	0.056534	0.321336	0.889523	2.73261	0.190735	0.549108	1.03515	2.22501	0.192711	0.218129	0.514479	0.0746806	0.043843	55	51.6393	55	54.9999	55	54.3529	54.9485	54.9992	55	55	55	47.8789	54.9598	54.9999	0.3087325
1380	35.5439	0	35.5439	55	55	0.5461957	0.9503834	0.9659636	0.6503998	0.0423999	0.00301371	0.0316778	0.0017634	0.016567	0.00412012	0.0244289	0.022105	0.0157083	0.00965518	0.0198575	0.00352391	0.0362004	0.000570465	0.0167935	1.65314e-05	0.0106757	0.0232871	0.024337	0.00505176	0.0256847	0.00153493	0.0201974	0.00415552	0.0116499	0.00364585	0.0235577	0.0275055	0.0272321	0.0143248	0.0027755	0.0108719	0.00238805	0.00744595	0.00507958	0.00282768	0.00389669	0.00624083	0.0318858	0.0344417	0.0249564	0.00749954	0.01528191	0.2358	0.461575	0.640133	0.837013	0.6229448	0.04010143	0.102661	0.301626	0.0411156	0.148578	0.0576516	0.348368	0.01471979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0523552	0.276822	0.188278	0.482544	14	55	0.08426404	0.0422371	0.281008	0.851175	2.82558	0.126951	0.461313	0.991266	2.42047	0.243749	0.535811	0.188102	0.0323383	0.05482122	55	54.9922	55	55	55	54.9982	55	55	55	55	55	54.9169	54.9183	55	0.2685053
1390	32.9684	0	32.9684	54.99895	51.63869	1.127502	2.130555	0.9989544	1.510274	0.0351046	0.000583699	0.0349573	0.0030765	0.012526	0.00498127	0.0217479	0.00722704	0.0228873	0.0305137	0.0116241	0.00608474	0.0325324	0.000494645	0.0102028	4.82441e-06	0.0123702	0.0475448	0.0236127	0.0185513	0.00577395	0.00252035	0.0285115	0.0050393	0.0096934	0.00327063	0.00895681	0.0168895	0.00906648	0.00449309	0.00168001	0.0119488	0.000443835	0.0161294	0.00553874	0.00370204	0.00514823	0.0105527	0.0464411	0.0135456	0.00529334	0.00415453	0.01317958	0.176991	0.356872	0.514761	0.724588	0.5077999	0.0632393	0.174787	0.174728	0.153325	0.162703	0.200979	0.133478	0.005486271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317066	0.31707	0.206941	0.158923	14	55	0.06063581	0.161669	0.511985	1.01829	2.30806	0.308376	0.668215	1.07294	1.95047	0.418697	0.2211	0.226121	0.134082	0.06872557	55	44.5838	55	55	55	52.6367	54.9989	51.6387	55	55	55	39.9352	54.9822	55	0.07982867
1400	18.9988	0	18.9988	54.99099	54.92146	1.740644	3.233642	1.373412	1.68045	0.020026	0.00252082	0.0269401	0.00623356	0.0214912	0.00407041	0.0121168	0.0453608	0.0251498	0.0421331	0.0056591	0.0115091	0.0262935	0.000424997	0.0164945	1.17934e-05	0.0149921	0.0691684	0.0272984	0.037192	0.00409452	0.00498452	0.00625821	0.0135075	0.014005	0.0120013	0.00921581	0.00819448	0.0067406	0.0287443	0.00140918	0.0265697	0.00857977	0.0326187	0.012846	0.00818349	0.01145	0.0306923	0.0292363	0.0113665	0.0171913	0.00647176	0.01467709	0.210819	0.391302	0.540801	0.735571	1.334743	0.02982062	0.0858823	0.193191	0.156066	0.316927	0.184568	0.063366	0.004379032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515819	0.256452	0.11073	0.117	13	55	0.06224406	0.26022	0.624259	1.0619	2.05362	0.406566	0.743695	1.08345	1.76629	0.230345	0.0328469	0.259422	0.477386	0.03419965	55	7.45774	55	55	55	52.6367	54.9883	54.9215	55	55	55	46.6107	54.6445	54.9999	0.1280432
1410	31.7518	0	31.7518	54.99988	52.79771	0.6489421	2.986876	1.501351	0.6661906	0.0232566	0.00219722	0.0256195	0.00912993	0.0180105	0.00640733	0.0122993	0.0307095	0.0194707	0.0411697	0.0175809	0.0131569	0.0101805	0.000583444	0.0349797	5.79783e-05	0.0102468	0.0351404	0.0176342	0.0273849	0.0138749	0.00674985	0.0111934	0.0174717	0.036363	0.00822393	0.00395779	0.00146094	0.00825419	0.00936198	0.000896205	0.0501761	0.0331905	0.0123489	0.0109992	0.00109486	0.00938086	0.029273	0.0234221	0.012358	0.0150457	0.00678302	0.01811153	0.30787	0.533817	0.695173	0.863934	0.7560836	0.04704392	0.155301	0.540067	0.125545	0.0502364	0.0889991	0.0398515	0.008511875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527279	0.189013	0.145334	0.138375	14	55	0.1023747	0.0633343	0.33841	0.904372	2.69388	0.388244	0.730799	1.08245	1.79851	0.0728628	0.0415403	0.408169	0.477428	0.05555579	55	54.1997	55	55	55	47.1438	54.9998	52.7977	55	55	55	51.6885	54.186	55	0.1532131
1420	31.5029	0	31.5029	54.99887	54.9987	0.115285	1.255555	1.134737	1.914538	0.00721208	0.00417841	0.0131291	0.00482656	0.0163993	0.0146403	0.00461736	0.0187626	0.0317424	0.0442193	0.00962977	0.0122612	0.00896686	0.000782675	0.0542579	0.00022046	0.0138241	0.0185329	0.00396753	0.00950812	0.0295589	0.0064016	0.0309846	0.00375515	0.0318897	0.0292306	0.00571756	0.00177532	0.00707817	0.00914051	0.00222427	0.0494325	0.025146	0.00391446	0.00930006	0.000654666	0.00880738	0.0206398	0.02011	0.00848131	0.0133586	0.00934658	0.01988023	0.172562	0.339959	0.487458	0.691144	0.8611395	0.03698837	0.19717	0.387755	0.0563109	0.0682903	0.156255	0.134218	0.004169736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786382	0.0421556	0.142061	0.0294008	14	55	0.0818773	3.30068e-06	0.0026952	0.136951	3.86035	0.184976	0.542073	1.03214	2.24081	0.0858141	0.584252	0.268703	0.0612304	0.0411581	55	54.9958	55	54.9997	54.9999	23.6939	54.9964	54.9987	55	55	55	40.6938	41.2219	54.9997	0.1013102
1430	16.2318	0	16.2318	54.96915	54.93467	0.07932426	2.652228	0.3149705	0.9319359	0.018993	0.0105655	0.0143908	0.0032327	0.00826011	0.0242239	0.0144919	0.0274505	0.0634875	0.0176608	0.0170323	0.00375755	0.0228148	0.000701127	0.115651	0.000290659	0.042643	0.0185364	0.0113956	0.0242518	0.0451977	0.01392	0.0581896	0.00380965	0.0480006	0.0107089	0.00906333	0.00507302	0.0031112	0.0101902	0.00155219	0.0500849	0.0161988	0.00431452	0.00696076	0.000763554	0.0263238	0.031346	0.0350833	0.0168769	0.0504515	0.0163411	0.0169618	0.114684	0.295051	0.479983	0.730249	0.8435481	0.09603721	0.304436	0.257672	0.0330939	0.2024	0.141782	0.0606164	0.001239925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308496	0.184668	0.452586	0.0542501	14	55	0.04027854	1.4243e-08	0.000177642	0.0443773	3.95545	0.36043	0.710253	1.08016	1.84915	0.144323	0.337014	0.174374	0.344289	0.09727713	55	54.9263	55	55	55	54.4903	51.1404	54.9347	55	55	55	54.7269	54.9426	55	0.01274632
1440	7.6224	0	7.6224	54.99996	54.99784	0.1422741	2.322729	0.1786981	0.1309804	0.0143103	0.0261841	0.113523	0.00510694	0.0284612	0.0277951	0.0309828	0.0309362	0.0847495	0.00862351	0.0118645	0.00327193	0.023119	0.000831079	0.0741443	0.000188154	0.0241378	0.0392028	0.00637852	0.0247224	0.0558949	0.115176	0.0923031	0.01429	0.03661	0.0219416	0.00555263	0.00814644	0.00224119	0.0157415	0.000340905	0.0697267	0.0140643	0.0287672	0.0381168	0.000302021	0.00587433	0.024002	0.00922108	0.0264968	0.0279406	0.0182135	0.02937508	0.150446	0.397871	0.628178	0.864825	0.04738429	0.06693604	0.428415	0.277001	0.0259325	0.115888	0.115357	0.0374068	0.001255532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0246449	0.311287	0.603156	0.0609126	14	55	0.08380082	3.21711e-05	0.00838778	0.218416	3.77316	0.328979	0.685461	1.07631	1.90926	0.331244	0.0553359	0.24779	0.36563	0.06819157	55	54.9996	55	55	55	54.9966	54.9791	54.9978	55	55	55	50.9939	53.2775	55	0.01841183
1450	-10.6406	0	-10.6406	54.99999	54.99993	0.1404667	4.578804	0.1949942	0.1379594	0.0266307	0.0628795	0.149731	0.023989	0.108821	0.0679876	0.088005	0.0305022	0.159494	0.00780279	0.0223962	0.00159566	0.05878	0.00695946	0.0757448	0.000897621	0.0567985	0.0515981	0.00608017	0.0267	0.0194227	0.0510346	0.0462195	0.029425	0.0730797	0.0711049	0.00524904	0.0328761	0.00316042	0.0485355	0.00181226	0.0251673	0.0153183	0.0197543	0.104448	0.000863129	0.00956745	0.116234	0.017573	0.00842224	0.0410449	0.0315931	0.04212451	0.15316	0.400896	0.629865	0.864974	0.1692516	0.03125359	0.276686	0.293449	0.0305511	0.251694	0.090728	0.0568916	0.00744362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0459379	0.116433	0.387406	0.450223	14	55	0.06744481	2.8388e-05	0.00788104	0.212918	3.77917	0.483584	0.793113	1.08395	1.63935	0.06673	0.0284474	0.772566	0.132257	0.03869721	55	54.9996	55	55	55	54.9981	54.3373	54.9999	55	55	55	43.1126	54.998	55	0.1923555
1460	-23.7551	0	-23.7551	54.95151	54.35884	0.4781539	0.9338059	0.3256168	0.1262001	0.0314559	0.179551	0.0711068	0.0616819	0.0607469	0.0394535	0.113601	0.0894091	0.0890184	0.00863103	0.0490346	0.00268999	0.0684652	0.0257264	0.107234	0.00482735	0.0914836	0.0225525	0.00965254	0.0441226	0.0408985	0.0767858	0.123374	0.0162238	0.0722632	0.0615726	0.00799499	0.0487353	0.0173399	0.0544362	0.00322476	0.0599154	0.0596254	0.0459344	0.0373374	0.00170698	0.0202084	0.0572378	0.0182949	0.0165295	0.023148	0.0595773	0.04622105	0.182365	0.439949	0.661344	0.87901	0.1362483	0.03017199	0.299237	0.118438	0.0336203	0.397103	0.0643057	0.0872961	0.007023863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0358608	0.112563	0.0781345	0.773442	13	55	0.06886254	0.0294136	0.237415	0.803698	2.92947	0.123564	0.45591	0.988103	2.43242	0.757579	0.0224628	0.0623224	0.157635	0.03719585	55	52.2718	55	55	55	47.7576	54.7692	54.3588	55	55	55	33.9933	43.3155	55	0.1888346
1470	-14.5686	0	-14.5686	54.99062	54.98795	0.3608583	1.24154	0.2710541	0.3052121	0.0367354	0.103421	0.0836842	0.0136804	0.0353699	0.216963	0.0972756	0.0209177	0.157082	0.00442642	0.111329	0.00212214	0.104082	0.0353229	0.0262452	0.00404135	0.0479703	0.00806819	0.0379244	0.0508127	0.0569349	0.0309099	0.0275263	0.00502914	0.0193341	0.0640064	0.044757	0.0595496	0.0236898	0.0167853	0.00768412	0.0692572	0.061737	0.0992006	0.020745	0.0033042	0.0354152	0.0227826	0.041118	0.0100844	0.0262166	0.0284714	0.04661342	0.151216	0.383498	0.600142	0.838626	0.5882402	0.09161608	0.30352	0.0607963	0.0625461	0.163139	0.113121	0.296877	0.01127205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0707366	0.151551	0.301155	0.476557	14	55	0.0914705	0.0114961	0.151974	0.685197	3.15133	0.1825	0.539002	1.0308	2.2477	0.42392	0.050838	0.232542	0.2927	0.1028881	55	37.6138	55	54.9995	54.9999	29.357	54.9865	54.9879	55	55	55	16.7227	54.9832	54.9993	0.1095564
1480	-3.88245	0	-3.88245	54.91751	54.91655	0.5293097	1.353862	0.3756336	0.07067961	0.0423841	0.0521335	0.0890065	0.00676783	0.028722	0.0697418	0.0328278	0.00722038	0.0963497	0.0116847	0.0259203	0.00227137	0.0511181	0.0441622	0.0138858	0.00129476	0.0420111	0.0106078	0.063021	0.147643	0.0299429	0.0208532	0.00937826	0.00624393	0.0187314	0.0257835	0.0179491	0.0577737	0.0143428	0.00947639	0.00263028	0.0710798	0.016272	0.0130927	0.0203964	0.00297391	0.0184812	0.0138597	0.0279043	0.0319953	0.0592648	0.0225747	0.0350887	0.200559	0.467732	0.687521	0.893505	0.3996015	0.0320021	0.345121	0.163487	0.0537012	0.138662	0.068142	0.230887	0.02010954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00388182	0.0504809	0.260867	0.68477	14	55	0.06061229	0.0389404	0.27062	0.840476	2.84996	0.201839	0.562275	1.04055	2.19534	0.0330717	0.148865	0.303945	0.514118	0.05211164	55	50.9795	55	54.9493	55	54.9152	51.5911	54.9165	55	55	55	42.3584	51.7096	54.9366	0.3858935
1490	-19.5502	0	-19.5502	54.99752	54.1306	2.157268	0.8909756	0.3607804	0.02268614	0.0256242	0.0611054	0.0872188	0.0240934	0.0200159	0.0385262	0.041057	0.0105504	0.0810894	0.0300385	0.0307005	0.00633213	0.0476035	0.109475	0.0626332	0.00105072	0.039219	0.0219097	0.0242469	0.0451952	0.0526438	0.0329541	0.0172832	0.00878999	0.0320708	0.0488779	0.0392351	0.113136	0.0163577	0.0209129	0.0124308	0.159841	0.0896615	0.0333895	0.0646416	0.012151	0.0280209	0.0501554	0.032646	0.0366508	0.122842	0.0550025	0.04390362	0.204544	0.47778	0.699756	0.90162	2.580782	0.0371208	0.390704	0.14916	0.0757385	0.0786868	0.046255	0.259455	0.02313659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00899639	0.200699	0.562981	0.227323	14	55	0.05338769	0.311352	0.670759	1.07347	1.94442	0.114721	0.441338	0.979293	2.46465	0.239471	0.105871	0.233391	0.421267	0.06025739	55	54.9938	55	55	55	54.9948	54.3749	54.1306	55	55	55	20.3047	49.2356	55	0.3839627
